Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,26.036939,[ 4 46] ; [24 18],[15.2173913 34.7826087] ; [12.7826087 29.2173913],1
a3,1,7e-06,20.191741,[18 31] ; [35  7],[28.53846154 20.46153846] ; [24.46153846 17.53846154],1
d5,1,0.000141,14.492546,[20 30] ; [34  9],[29.03225806 20.96774194] ; [24.96774194 18.03225806],1
d2,1,0.001465,10.122228,[13 36] ; [25 17],[20.46153846 28.53846154] ; [17.53846154 24.46153846],0
d1,1,0.001668,9.883048,[11 39] ; [23 20],[18.27956989 31.72043011] ; [15.72043011 27.27956989],0
a6,1,0.005109,7.840386,[18 32] ; [28 15],[24.7311828 25.2688172] ; [21.2688172 21.7311828],0
p2,1,0.013802,6.063307,[29 20] ; [14 28],[23.15384615 25.84615385] ; [19.84615385 22.15384615],0
s7,1,0.018893,5.511395,[ 8 41] ; [15 24],[12.80681818 36.19318182] ; [10.19318182 28.80681818],0
n4,1,0.019763,5.432729,[25 25] ; [31 11],[30.43478261 19.56521739] ; [25.56521739 16.43478261],0
d4,1,0.029661,4.728809,[27 22] ; [33 10],[31.95652174 17.04347826] ; [28.04347826 14.95652174],0
a1,1,0.032243,4.585517,[ 3 47] ; [ 9 34],[ 6.4516129 43.5483871] ; [ 5.5483871 37.4516129],0
a8,1,0.038721,4.273061,[ 1 44] ; [ 6 36],[ 3.62068966 41.37931034] ; [ 3.37931034 38.62068966],0
u1,1,0.05952,3.550706,[ 1 49] ; [ 5 38],[ 3.22580645 46.77419355] ; [ 2.77419355 40.22580645],0
p8,1,0.088542,2.900687,[11 38] ; [ 4 39],[ 7.98913043 41.01086957] ; [ 7.01086957 35.98913043],0
v1,1,0.098044,2.737076,[12 37] ; [16 23],[15.59090909 33.40909091] ; [12.40909091 26.59090909],0
n1,1,0.123841,2.36806,[ 5 21] ; [ 9 14],[ 7.42857143 18.57142857] ; [ 6.57142857 16.42857143],0
b1,1,0.127779,2.319282,[20 30] ; [24 19],[23.65591398 26.34408602] ; [20.34408602 22.65591398],0
p7,1,0.138011,2.2,[15 33] ; [ 7 33],[12. 36.] ; [10. 30.],0
d3,1,0.15077,2.064446,[20 29] ; [24 19],[23.43478261 25.56521739] ; [20.56521739 22.43478261],0
a7,1,0.153389,2.038225,[23 26] ; [26 16],[26.38461538 22.61538462] ; [22.61538462 19.38461538],0
p5,1,0.236579,1.400862,[ 1 48] ; [ 3 39],[ 2.15384615 46.84615385] ; [ 1.84615385 40.15384615],0
s4,1,0.273751,1.197853,[10 40] ; [ 5 38],[ 8.06451613 41.93548387] ; [ 6.93548387 36.06451613],0
r1,1,0.313137,1.017398,[13 37] ; [15 27],[15.2173913 34.7826087] ; [12.7826087 29.2173913],0
p3,1,0.321091,0.984499,[ 5 45] ; [ 7 34],[ 6.59340659 43.40659341] ; [ 5.40659341 35.59340659],0
r2,1,0.324979,0.968801,[28 21] ; [25 12],[30.19767442 18.80232558] ; [22.80232558 14.19767442],0
p9,1,0.343028,0.899082,[22 27] ; [22 18],[24.2247191 24.7752809] ; [19.7752809 20.2247191],0
p10,1,0.413477,0.668781,[20 27] ; [22 21],[21.93333333 25.06666667] ; [20.06666667 22.93333333],0
u2,1,0.421999,0.644742,[14 17] ; [2 5],[13.05263158 17.94736842] ; [2.94736842 4.05263158],0
u3,1,0.478812,0.501567,[ 8 24] ; [3 5],[ 8.8 23.2] ; [2.2 5.8],0
v3,1,0.513976,0.425964,[10 39] ; [11 31],[11.30769231 37.69230769] ; [ 9.69230769 32.30769231],0
s8,1,0.556114,0.346478,[ 5 45] ; [ 6 37],[ 5.91397849 44.08602151] ; [ 5.08602151 37.91397849],0
b4,1,0.562926,0.334663,[32 18] ; [25 18],[30.64516129 19.35483871] ; [26.35483871 16.64516129],0
s3,1,0.569751,0.323099,[17 32] ; [17 25],[18.30769231 30.69230769] ; [15.69230769 26.30769231],0
n5,1,0.599184,0.276228,[29 21] ; [26 15],[30.21978022 19.78021978] ; [24.78021978 16.21978022],0
s1,1,0.628065,0.234694,[ 5 45] ; [ 3 39],[ 4.34782609 45.65217391] ; [ 3.65217391 38.34782609],0
n6,1,0.671373,0.18,[24 26] ; [21 19],[25. 25.] ; [20. 20.],0
v4,1,0.691426,0.157546,[29 20] ; [22 18],[28.07865169 20.92134831] ; [22.92134831 17.07865169],0
v2,1,0.748231,0.103023,[16 32] ; [15 26],[16.71910112 31.28089888] ; [14.28089888 26.71910112],0
n3,1,0.753448,0.098656,[13 13] ; [12 10],[13.54166667 12.45833333] ; [11.45833333 10.54166667],0
s5,1,0.753656,0.098485,[ 7 42] ; [ 7 35],[ 7.53846154 41.46153846] ; [ 6.46153846 35.53846154],0
r3,1,0.773746,0.082644,[26 23] ; [20 20],[25.3258427 23.6741573] ; [20.6741573 19.3258427],0
p1,1,0.826716,0.047924,[ 5 44] ; [ 5 38],[ 5.32608696 43.67391304] ; [ 4.67391304 38.32608696],0
s6,1,0.854445,0.033654,[16 34] ; [13 30],[15.59139785 34.40860215] ; [13.40860215 29.59139785],0
b2,1,0.86152,0.030429,[11 17] ; [10 14],[11.30769231 16.69230769] ; [ 9.69230769 14.30769231],0
b3,1,0.86152,0.030429,[11 17] ; [10 14],[11.30769231 16.69230769] ; [ 9.69230769 14.30769231],0
b5,1,0.886027,0.020545,[26 24] ; [23 20],[26.34408602 23.65591398] ; [22.65591398 20.34408602],0
p6,1,0.887981,0.019841,[ 5 43] ; [ 4 38],[ 4.8 43.2] ; [ 4.2 37.8],0
n2,1,0.906815,0.013702,[14 12] ; [12 11],[13.79591837 12.20408163] ; [12.20408163 10.79591837],0
s2,1,0.932899,0.007089,[12 38] ; [10 33],[11.82795699 38.17204301] ; [10.17204301 32.82795699],0
p11,1,0.989152,0.000185,[21 29] ; [18 25],[20.96774194 29.03225806] ; [18.03225806 24.96774194],0
