Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2.6e-05,17.670855,[170  26] ; [2 5],[166.06896552  29.93103448] ; [5.93103448 1.06896552],1
v4,1,0.000539,11.975027,[180  13] ; [4 3],[177.56  15.44] ; [6.44 0.56],1
p10,1,0.003295,8.636392,[149  44] ; [2 5],[145.715  47.285] ; [5.285 1.715],0
s1,1,0.003581,8.484943,[  8 185] ; [2 5],[  9.65 183.35] ; [0.35 6.65],0
p2,1,0.007497,7.14988,[145  50] ; [2 5],[141.90594059  53.09405941] ; [5.09405941 1.90594059],0
p9,1,0.012785,6.198635,[156  36] ; [3 4],[153.40703518  38.59296482] ; [5.59296482 1.40703518],0
r3,1,0.015135,5.900682,[184  11] ; [5 2],[182.45049505  12.54950495] ; [6.54950495 0.45049505],0
p1,1,0.022266,5.22485,[ 12 182] ; [2 5],[ 13.51243781 180.48756219] ; [0.48756219 6.51243781],0
r1,1,0.024051,5.090968,[154  41] ; [3 4],[151.55940594  43.44059406] ; [5.44059406 1.55940594],0
n2,1,0.05778,3.6,[48 12] ; [1 2],[46.66666667 13.33333333] ; [2.33333333 0.66666667],0
a5,1,0.067698,3.337974,[123  73] ; [2 5],[120.68965517  75.31034483] ; [4.31034483 2.68965517],0
s8,1,0.079355,3.07807,[ 94 102] ; [1 6],[ 91.72413793 104.27586207] ; [3.27586207 3.72413793],0
a4,1,0.166255,1.916387,[ 79 117] ; [1 6],[ 77.24137931 118.75862069] ; [2.75862069 4.24137931],0
s7,1,0.176823,1.824122,[103  86] ; [2 5],[101.25  87.75] ; [3.75 3.25],0
n3,1,0.191239,1.708044,[41 18] ; [1 2],[39.96774194 19.03225806] ; [2.03225806 0.96774194],0
s6,1,0.254273,1.299672,[146  46] ; [4 3],[144.72361809  47.27638191] ; [5.27638191 1.72361809],0
a6,1,0.256375,1.288229,[124  70] ; [3 4],[122.57711443  71.42288557] ; [4.42288557 2.57711443],0
v3,1,0.258367,1.277489,[ 66 123] ; [1 6],[ 64.60714286 124.39285714] ; [2.39285714 4.60714286],0
n5,1,0.291104,1.114506,[130  65] ; [6 1],[131.28712871  63.71287129] ; [4.71287129 2.28712871],0
p8,1,0.294925,1.097003,[ 64 129] ; [1 6],[ 62.725 130.275] ; [2.275 4.725],0
v1,1,0.302285,1.064086,[91 97] ; [2 5],[89.66153846 98.33846154] ; [3.33846154 3.66153846],0
n6,1,0.309014,1.034886,[145  50] ; [4 3],[143.83663366  51.16336634] ; [5.16336634 1.83663366],0
a8,1,0.318465,0.995238,[ 27 156] ; [2 5],[ 27.93157895 155.06842105] ; [1.06842105 5.93157895],0
p11,1,0.3759,0.784066,[142  54] ; [4 3],[140.96551724  55.03448276] ; [5.03448276 1.96551724],0
b2,1,0.40826,0.683863,[41 66] ; [1 4],[40.125 66.875] ; [1.875 3.125],0
b3,1,0.40826,0.683863,[41 66] ; [1 4],[40.125 66.875] ; [1.875 3.125],0
n4,1,0.438233,0.600904,[138  57] ; [4 3],[137.07920792  57.92079208] ; [4.92079208 2.07920792],0
s2,1,0.471554,0.518331,[137  59] ; [4 3],[136.13793103  59.86206897] ; [4.86206897 2.13793103],0
d3,1,0.477108,0.505467,[113  82] ; [5 2],[113.91089109  81.08910891] ; [4.08910891 2.91089109],0
b5,1,0.533297,0.388105,[117  79] ; [5 2],[117.79310345  78.20689655] ; [4.20689655 2.79310345],0
b4,1,0.585494,0.297436,[120  76] ; [5 2],[120.68965517  75.31034483] ; [4.31034483 2.68965517],0
s4,1,0.600653,0.274012,[ 44 150] ; [1 6],[ 43.43283582 150.56716418] ; [1.56716418 5.43283582],0
d4,1,0.611137,0.258522,[154  40] ; [5 2],[153.46268657  40.53731343] ; [5.53731343 1.46268657],0
a7,1,0.614234,0.254056,[130  66] ; [4 3],[129.37931034  66.62068966] ; [4.62068966 2.37931034],0
p3,1,0.65967,0.193924,[ 48 148] ; [1 5],[ 47.54455446 148.45544554] ; [1.45544554 4.54455446],0
p7,1,0.721266,0.127283,[91 92] ; [3 4],[90.53684211 92.46315789] ; [3.46315789 3.53684211],0
d1,1,0.730169,0.118956,[97 99] ; [3 4],[96.55172414 99.44827586] ; [3.44827586 3.55172414],0
b1,1,0.741572,0.10875,[ 72 124] ; [3 4],[ 72.4137931 123.5862069] ; [2.5862069 4.4137931],0
u3,1,0.796901,0.066234,[39 27] ; [1 1],[38.82352941 27.17647059] ; [1.17647059 0.82352941],0
a3,1,0.806808,0.059803,[130  64] ; [5 2],[130.29850746  63.70149254] ; [4.70149254 2.29850746],0
v2,1,0.820418,0.051532,[95 85] ; [4 3],[95.29411765 84.70588235] ; [3.70588235 3.29411765],0
p6,1,0.831232,0.045421,[ 39 154] ; [1 5],[ 38.79396985 154.20603015] ; [1.20603015 4.79396985],0
d5,1,0.861685,0.030356,[145  50] ; [5 2],[144.8019802  50.1980198] ; [5.1980198 1.8019802],0
d2,1,0.926731,0.008456,[ 87 108] ; [3 4],[ 86.88118812 108.11881188] ; [3.11881188 3.88118812],0
u2,1,0.948688,0.004141,[34 31] ; [1 1],[33.95522388 31.04477612] ; [1.04477612 0.95522388],0
