Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.4e-05,18.902725,[19 22] ; [31  2],[27.7027027 13.2972973] ; [22.2972973 10.7027027],1
d1,1,1.9e-05,18.311602,[16 25] ; [29  4],[24.93243243 16.06756757] ; [20.06756757 12.93243243],1
s5,1,0.000122,14.756906,[14 23] ; [26  5],[21.76470588 15.23529412] ; [18.23529412 12.76470588],1
p7,1,0.000372,12.669865,[21 19] ; [30  3],[27.94520548 12.05479452] ; [23.05479452  9.94520548],1
p8,1,0.000847,11.134683,[16 24] ; [26  7],[23.01369863 16.98630137] ; [18.98630137 14.01369863],1
p3,1,0.004483,8.077044,[19 22] ; [26  7],[24.93243243 16.06756757] ; [20.06756757 12.93243243],0
b3,1,0.006633,7.369727,[ 3 21] ; [10 10],[ 7.09090909 16.90909091] ; [ 5.90909091 14.09090909],0
b2,1,0.006633,7.369727,[ 3 21] ; [10 10],[ 7.09090909 16.90909091] ; [ 5.90909091 14.09090909],0
p2,1,0.018815,5.518599,[28 13] ; [30  3],[32.13513514  8.86486486] ; [25.86486486  7.13513514],0
d2,1,0.020656,5.355623,[15 26] ; [21 12],[19.94594595 21.05405405] ; [16.05405405 16.94594595],0
p1,1,0.021439,5.290787,[ 1 40] ; [ 6 27],[ 3.87837838 37.12162162] ; [ 3.12162162 29.87837838],0
a2,1,0.028118,4.820788,[ 5 36] ; [11 22],[ 8.86486486 32.13513514] ; [ 7.13513514 25.86486486],0
p11,1,0.028157,4.818434,[27 14] ; [29  4],[31.02702703  9.97297297] ; [24.97297297  8.02702703],0
p10,1,0.028172,4.817508,[32  8] ; [32  1],[35.06849315  4.93150685] ; [28.93150685  4.06849315],0
p9,1,0.028172,4.817508,[32  8] ; [32  1],[35.06849315  4.93150685] ; [28.93150685  4.06849315],0
u1,1,0.03034,4.689948,[ 6 35] ; [12 21],[ 9.97297297 31.02702703] ; [ 8.02702703 24.97297297],0
a4,1,0.064846,3.408894,[16 25] ; [20 13],[19.94594595 21.05405405] ; [16.05405405 16.94594595],0
s7,1,0.081913,3.026533,[20 18] ; [24  9],[23.54929577 14.45070423] ; [20.45070423 12.54929577],0
p5,1,0.082221,3.020436,[ 3 38] ; [ 7 26],[ 5.54054054 35.45945946] ; [ 4.45945946 28.54054054],0
b4,1,0.091009,2.856431,[18 23] ; [21 12],[21.60810811 19.39189189] ; [17.39189189 15.60810811],0
n1,1,0.092987,2.821892,[ 4 10] ; [3 1],[5.44444444 8.55555556] ; [1.55555556 2.44444444],0
d3,1,0.098942,2.72251,[28 13] ; [28  5],[31.02702703  9.97297297] ; [24.97297297  8.02702703],0
a7,1,0.099838,2.708133,[25 16] ; [26  7],[28.25675676 12.74324324] ; [22.74324324 10.25675676],0
d5,1,0.149668,2.075633,[34  7] ; [31  2],[36.01351351  4.98648649] ; [28.98648649  4.01351351],0
a6,1,0.180653,1.792241,[21 20] ; [22 11],[23.82432432 17.17567568] ; [19.17567568 13.82432432],0
s8,1,0.180653,1.792241,[21 20] ; [22 11],[23.82432432 17.17567568] ; [19.17567568 13.82432432],0
r2,1,0.208444,1.582198,[40  1] ; [30  3],[38.78378378  2.21621622] ; [31.21621622  1.78378378],0
v4,1,0.240661,1.37672,[36  4] ; [32  1],[37.26027397  2.73972603] ; [30.73972603  2.26027397],0
a5,1,0.269197,1.220832,[29 12] ; [27  6],[31.02702703  9.97297297] ; [24.97297297  8.02702703],0
n6,1,0.291948,1.110615,[37  4] ; [27  6],[35.45945946  5.54054054] ; [28.54054054  4.45945946],0
n4,1,0.312248,1.021144,[28 13] ; [26  7],[29.91891892 11.08108108] ; [24.08108108  8.91891892],0
