Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,63.138104,[ 48 135] ; [165  90],[88.99315068 94.00684932] ; [124.00684932 130.99315068],1
p6,1,0.0,46.216234,[ 25 158] ; [114 144],[ 57.68027211 125.31972789] ; [ 81.31972789 176.68027211],1
p3,1,0.0,36.656715,[ 52 131] ; [149 110],[83.21945701 99.78054299] ; [117.78054299 141.21945701],1
p2,1,0.0,30.43463,[123  61] ; [228  30],[146.11764706  37.88235294] ; [204.88235294  53.11764706],1
p4,1,0.0,29.931094,[ 77 107] ; [176  83],[105.08352144  78.91647856] ; [147.91647856 111.08352144],1
r4,1,2.4e-05,17.843548,[138  46] ; [234  26],[154.16216216  29.83783784] ; [217.83783784  42.16216216],1
p10,1,5.8e-05,16.175274,[126  56] ; [219  38],[143.02961276  38.97038724] ; [201.97038724  55.02961276],1
r3,1,0.000209,13.751432,[156  27] ; [248  12],[166.88939052  16.11060948] ; [237.11060948  22.88939052],1
p11,1,0.000559,11.909285,[129  55] ; [218  42],[143.8018018  40.1981982] ; [203.1981982  56.8018018],1
v2,1,0.000612,11.740352,[ 74 101] ; [149 103],[91.39344262 83.60655738] ; [131.60655738 120.39344262],1
v4,1,0.000894,11.035143,[158  26] ; [245  13],[167.76470588  16.23529412] ; [235.23529412  22.76470588],1
v1,1,0.000902,11.018738,[ 74 103] ; [148 107],[90.95833333 86.04166667] ; [131.04166667 123.95833333],1
d5,1,0.002872,8.887018,[130  54] ; [214  45],[142.88036117  41.11963883] ; [201.11963883  57.88036117],0
r1,1,0.006043,7.537502,[125  59] ; [205  53],[137.37556561  46.62443439] ; [192.62443439  65.37556561],0
s7,1,0.010322,6.578394,[ 61 115] ; [116 130],[ 73.81990521 102.18009479] ; [103.18009479 142.81990521],0
s6,1,0.020133,5.400335,[92 91] ; [159 100],[103.92081448  79.07918552] ; [147.07918552 111.92081448],0
p9,1,0.02184,5.258475,[138  42] ; [220  38],[147.12328767  32.87671233] ; [210.87671233  47.12328767],0
v3,1,0.031574,4.6215,[ 58 121] ; [107 144],[ 68.68604651 110.31395349] ; [ 96.31395349 154.68604651],0
s8,1,0.032384,4.578049,[ 57 127] ; [106 153],[ 67.7020316 116.2979684] ; [ 95.2979684 163.7020316],0
s3,1,0.039506,4.238971,[ 77 104] ; [136 123],[87.62045455 93.37954545] ; [125.37954545 133.62045455],0
d4,1,0.044932,4.021192,[131  53] ; [205  53],[139.87330317  44.12669683] ; [196.12669683  61.87330317],0
a8,1,0.048654,3.887249,[ 19 152] ; [ 42 188],[ 26.01246883 144.98753117] ; [ 34.98753117 195.01246883],0
u2,1,0.067805,3.335366,[27 37] ; [46 34],[32.44444444 31.55555556] ; [40.55555556 39.44444444],0
r2,1,0.076285,3.142323,[162  22] ; [238  18],[167.27272727  16.72727273] ; [232.72727273  23.27272727],0
p5,1,0.085779,2.95186,[  8 175] ; [ 22 235],[ 12.47727273 170.52272727] ; [ 17.52272727 239.47727273],0
s2,1,0.104692,2.632576,[ 63 117] ; [111 149],[ 71.18181818 108.81818182] ; [102.81818182 157.18181818],0
a7,1,0.130465,2.286965,[122  62] ; [189  70],[129.1738149  54.8261851] ; [181.8261851  77.1738149],0
n3,1,0.171087,1.87339,[39 25] ; [31 11],[42.26415094 21.73584906] ; [27.73584906 14.26415094],0
d3,1,0.188888,1.726266,[110  74] ; [170  88],[116.56108597  67.43891403] ; [163.43891403  94.56108597],0
b4,1,0.22714,1.45868,[109  75] ; [139 121],[102.77477477  81.22522523] ; [145.22522523 114.77477477],0
a1,1,0.283269,1.151338,[ 12 172] ; [ 11 249],[  9.53153153 174.46846847] ; [ 13.46846847 246.53153153],0
a6,1,0.358564,0.842918,[121  63] ; [181  78],[125.43566591  58.56433409] ; [176.56433409  82.43566591],0
n6,1,0.36294,0.827694,[154  29] ; [225  33],[157.27210884  25.72789116] ; [221.72789116  36.27210884],0
u4,1,0.371654,0.798125,[  6 178] ; [  5 255],[  4.55855856 179.44144144] ; [  6.44144144 253.55855856],0
n4,1,0.403856,0.696814,[154  30] ; [225  35],[157.06306306  26.93693694] ; [221.93693694  38.06306306],0
d1,1,0.415518,0.662956,[94 90] ; [143 117],[98.21621622 85.78378378] ; [138.78378378 121.21621622],0
n2,1,0.432111,0.617143,[44 22] ; [31 11],[45.83333333 20.16666667] ; [29.16666667 12.83333333],0
a3,1,0.481944,0.49446,[120  62] ; [179  80],[123.3968254  58.6031746] ; [175.6031746  83.3968254],0
b1,1,0.562975,0.33458,[ 70 114] ; [106 154],[ 72.93693694 111.06306306] ; [103.06306306 156.93693694],0
a2,1,0.573402,0.317024,[ 39 145] ; [ 61 199],[ 41.44144144 142.55855856] ; [ 58.55855856 201.44144144],0
d2,1,0.57708,0.310979,[89 94] ; [119 140],[86.11764706 96.88235294] ; [121.88235294 137.11764706],0
b2,1,0.608408,0.2625,[42 62] ; [ 63 106],[40. 64.] ; [ 65. 104.],0
b3,1,0.608408,0.2625,[42 62] ; [ 63 106],[40. 64.] ; [ 65. 104.],0
p1,1,0.662892,0.190029,[ 14 170] ; [ 17 243],[ 12.84684685 171.15315315] ; [ 18.15315315 241.84684685],0
s4,1,0.681781,0.168128,[ 19 164] ; [ 30 228],[ 20.33333333 162.66666667] ; [ 28.66666667 229.33333333],0
n1,1,0.690812,0.158207,[29 37] ; [16 24],[28.01886792 37.98113208] ; [16.98113208 23.01886792],0
p12,1,0.746103,0.104835,[ 10 173] ; [ 16 242],[ 10.78911565 172.21088435] ; [ 15.21088435 242.78911565],0
u3,1,0.764128,0.090039,[30 34] ; [40 41],[30.89655172 33.10344828] ; [39.10344828 41.89655172],0
b5,1,0.784236,0.074968,[113  71] ; [163  97],[114.37837838  69.62162162] ; [161.62162162  98.37837838],0
s1,1,0.858331,0.031862,[  7 176] ; [  9 248],[  6.65454545 176.34545455] ; [  9.34545455 247.65454545],0
u1,1,0.911384,0.012386,[ 29 155] ; [ 42 218],[ 29.42342342 154.57657658] ; [ 41.57657658 218.42342342],0
a5,1,0.921681,0.009666,[128  56] ; [182  78],[128.46846847  55.53153153] ; [181.53153153  78.46846847],0
a4,1,0.936279,0.006392,[ 79 103] ; [111 147],[ 78.59090909 103.40909091] ; [111.40909091 146.59090909],0
