Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.809148,[74 22] ; [18 32],[60.49315068 35.50684932] ; [31.50684932 18.49315068],1
d3,1,4e-06,21.096244,[71 26] ; [17 33],[58.06802721 38.93197279] ; [29.93197279 20.06802721],1
n4,1,0.0066,7.378615,[71 27] ; [45  4],[77.33333333 20.66666667] ; [38.66666667 10.33333333],0
p11,1,0.030955,4.655456,[66 32] ; [42  8],[71.51351351 26.48648649] ; [36.48648649 13.51351351],0
a2,1,0.031577,4.621296,[27 71] ; [ 6 44],[21.85135135 76.14864865] ; [11.14864865 38.85135135],0
p3,1,0.045563,3.997679,[22 76] ; [19 31],[27.14864865 70.85135135] ; [13.85135135 36.14864865],0
a3,1,0.05246,3.761048,[72 25] ; [44  6],[76.54421769 20.45578231] ; [39.45578231 10.54421769],0
v4,1,0.057844,3.598143,[92  5] ; [42  7],[89.02739726  7.97260274] ; [44.97260274  4.02739726],0
n1,1,0.058755,3.572179,[10 18] ; [11  6],[13.06666667 14.93333333] ; [7.93333333 9.06666667],0
a8,1,0.075012,3.1698,[20 66] ; [ 5 42],[16.16541353 69.83458647] ; [ 8.83458647 38.16541353],0
v1,1,0.07884,3.088661,[43 51] ; [30 19],[47.98601399 46.01398601] ; [25.01398601 23.98601399],0
b5,1,0.094086,2.80303,[63 35] ; [25 25],[58.27027027 39.72972973] ; [29.72972973 20.27027027],0
p9,1,0.111192,2.53719,[81 13] ; [37 12],[77.56643357 16.43356643] ; [40.43356643  8.56643357],0
v2,1,0.11275,2.51525,[60 34] ; [24 24],[55.6056338 38.3943662] ; [28.3943662 19.6056338],0
b1,1,0.120979,2.404602,[36 62] ; [25 25],[40.39189189 57.60810811] ; [20.60810811 29.39189189],0
a4,1,0.12455,2.359155,[38 60] ; [26 24],[42.37837838 55.62162162] ; [21.62162162 28.37837838],0
n5,1,0.150181,2.070416,[64 33] ; [38 11],[67.76712329 29.23287671] ; [34.23287671 14.76712329],0
d1,1,0.160211,1.972238,[57 41] ; [23 27],[52.97297297 45.02702703] ; [27.02702703 22.97297297],0
p8,1,0.164615,1.931307,[39 56] ; [14 34],[35.20979021 59.79020979] ; [17.79020979 30.20979021],0
a5,1,0.16914,1.890552,[68 30] ; [40 10],[71.51351351 26.48648649] ; [36.48648649 13.51351351],0
u1,1,0.175308,1.836954,[23 75] ; [ 7 43],[19.86486486 78.13513514] ; [10.13513514 39.86486486],0
a1,1,0.180662,1.79217,[ 3 95] ; [ 4 46],[ 4.63513514 93.36486486] ; [ 2.36486486 47.63513514],0
