Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-05,17.433665,[25 26] ; [26  1],[33.34615385 17.65384615] ; [17.65384615  9.34615385],1
u1,1,0.235584,1.406827,[ 2 49] ; [ 3 25],[ 3.2278481 47.7721519] ; [ 1.7721519 26.2278481],0
s5,1,0.237427,1.395804,[ 8 41] ; [ 7 18],[ 9.93243243 39.06756757] ; [ 5.06756757 19.93243243],0
p3,1,0.239558,1.383192,[13 38] ; [10 16],[15.23376623 35.76623377] ; [ 7.76623377 18.23376623],0
b4,1,0.289998,1.11963,[30 21] ; [13 15],[27.75949367 23.24050633] ; [15.24050633 12.75949367],0
n5,1,0.314924,1.00991,[23 28] ; [ 9 18],[20.92307692 30.07692308] ; [11.07692308 15.92307692],0
n1,1,0.37095,0.800481,[ 9 15] ; [ 3 10],[ 7.78378378 16.21621622] ; [4.21621622 8.78378378],0
n3,1,0.391504,0.734266,[12 10] ; [9 4],[13.2  8.8] ; [7.8 5.2],0
r2,1,0.406957,0.687673,[39 11] ; [24  4],[40.38461538  9.61538462] ; [22.61538462  5.38461538],0
a2,1,0.436644,0.605086,[ 9 42] ; [ 7 21],[10.32911392 40.67088608] ; [ 5.67088608 22.32911392],0
d2,1,0.521034,0.411846,[23 27] ; [15 13],[24.35897436 25.64102564] ; [13.64102564 14.35897436],0
a7,1,0.53272,0.389201,[31 20] ; [19  9],[32.27848101 18.72151899] ; [17.72151899 10.27848101],0
u3,1,0.598702,0.276958,[ 9 11] ; [5 4],[ 9.65517241 10.34482759] ; [4.34482759 4.65517241],0
n4,1,0.599543,0.275685,[25 26] ; [12 16],[23.88607595 27.11392405] ; [13.11392405 14.88607595],0
a3,1,0.604955,0.267588,[31 19] ; [19  9],[32.05128205 17.94871795] ; [17.94871795 10.05128205],0
p5,1,0.653794,0.201151,[ 1 49] ; [ 1 26],[ 1.2987013 48.7012987] ; [ 0.7012987 26.2987013],0
p1,1,0.690539,0.158502,[ 5 46] ; [ 2 26],[ 4.51898734 46.48101266] ; [ 2.48101266 25.51898734],0
s3,1,0.705161,0.143159,[21 29] ; [13 15],[21.79487179 28.20512821] ; [12.20512821 15.79487179],0
a8,1,0.760509,0.092911,[ 5 46] ; [ 2 24],[ 4.63636364 46.36363636] ; [ 2.36363636 23.63636364],0
p10,1,0.817914,0.053005,[17 34] ; [ 9 16],[17.44736842 33.55263158] ; [ 8.55263158 16.44736842],0
b5,1,0.825498,0.048611,[25 26] ; [13 15],[24.53164557 26.46835443] ; [13.46835443 14.53164557],0
b2,1,0.886427,0.020399,[10 22] ; [ 5 10],[10.21276596 21.78723404] ; [ 4.78723404 10.21276596],0
b3,1,0.886427,0.020399,[10 22] ; [ 5 10],[10.21276596 21.78723404] ; [ 4.78723404 10.21276596],0
a6,1,0.910853,0.012536,[31 19] ; [17 11],[30.76923077 19.23076923] ; [17.23076923 10.76923077],0
p9,1,0.943164,0.005083,[22 29] ; [11 14],[22.14473684 28.85526316] ; [10.85526316 14.14473684],0
a4,1,0.980811,0.000579,[22 29] ; [12 16],[21.94936709 29.05063291] ; [12.05063291 15.94936709],0
n2,1,0.9851,0.000349,[11 13] ; [6 7],[11.02702703 12.97297297] ; [5.97297297 7.02702703],0
