Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-05,17.433665,[25 26] ; [26  1],[33.34615385 17.65384615] ; [17.65384615  9.34615385],1
s6,1,3.8e-05,16.98958,[10 41] ; [18  9],[18.30769231 32.69230769] ; [ 9.69230769 17.30769231],1
d5,1,0.000716,11.44619,[28 22] ; [26  2],[34.61538462 15.38461538] ; [19.38461538  8.61538462],1
s2,1,0.003784,8.384595,[11 40] ; [15 13],[16.78481013 34.21518987] ; [ 9.21518987 18.78481013],0
p6,1,0.005643,7.660844,[ 5 46] ; [ 9 16],[ 9.39473684 41.60526316] ; [ 4.60526316 20.39473684],0
d1,1,0.008069,7.018151,[17 34] ; [18 10],[22.59493671 28.40506329] ; [12.40506329 15.59493671],0
r4,1,0.010046,6.626725,[21 30] ; [20  8],[26.46835443 24.53164557] ; [14.53164557 13.46835443],0
v1,1,0.012563,6.229589,[13 38] ; [15 13],[18.07594937 32.92405063] ; [ 9.92405063 18.07594937],0
p8,1,0.015191,5.894182,[ 7 43] ; [10 16],[11.18421053 38.81578947] ; [ 5.81578947 20.18421053],0
d4,1,0.01573,5.832825,[32 18] ; [25  3],[36.53846154 13.46153846] ; [20.46153846  7.53846154],0
r1,1,0.016288,5.771496,[26 25] ; [22  6],[30.98734177 20.01265823] ; [17.01265823 10.98734177],0
p4,1,0.020395,5.377769,[10 41] ; [12 15],[14.38461538 36.61538462] ; [ 7.61538462 19.38461538],0
d3,1,0.025833,4.967188,[24 25] ; [21  7],[28.63636364 20.36363636] ; [16.36363636 11.63636364],0
v4,1,0.034864,4.451826,[30 21] ; [23  5],[34.21518987 16.78481013] ; [18.78481013  9.21518987],0
s8,1,0.035117,4.439453,[ 4 47] ; [ 7 21],[ 7.10126582 43.89873418] ; [ 3.89873418 24.10126582],0
a5,1,0.036999,4.350475,[24 27] ; [20  8],[28.40506329 22.59493671] ; [15.59493671 12.40506329],0
s7,1,0.055776,3.658731,[ 8 39] ; [ 9 15],[11.25352113 35.74647887] ; [ 5.74647887 18.25352113],0
p7,1,0.06706,3.353551,[13 38] ; [12 14],[16.55844156 34.44155844] ; [ 8.44155844 17.55844156],0
v3,1,0.071735,3.242861,[ 9 38] ; [10 16],[12.23287671 34.76712329] ; [ 6.76712329 19.23287671],0
u2,1,0.100582,2.696287,[ 9 11] ; [7 2],[11.03448276  8.96551724] ; [4.96551724 4.03448276],0
s1,1,0.16516,1.926331,[ 7 44] ; [ 1 26],[ 5.23076923 45.76923077] ; [ 2.76923077 24.23076923],0
s4,1,0.172842,1.858121,[ 8 43] ; [ 8 20],[10.32911392 40.67088608] ; [ 5.67088608 22.32911392],0
b1,1,0.202793,1.622145,[33 18] ; [14 14],[30.34177215 20.65822785] ; [16.65822785 11.34177215],0
p2,1,0.225548,1.468721,[21 30] ; [15 12],[23.53846154 27.46153846] ; [12.46153846 14.53846154],0
