Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,96.028907,[ 6 90] ; [186 105],[47.62790698 48.37209302] ; [144.37209302 146.62790698],1
d4,1,0.0,63.858775,[41 53] ; [246  44],[70.25520833 23.74479167] ; [216.74479167  73.25520833],1
d3,1,0.0,36.961557,[36 59] ; [210  80],[60.7012987 34.2987013] ; [185.2987013 104.7012987],1
p2,1,0.0,28.962565,[57 38] ; [247  41],[75.40469974 19.59530026] ; [228.59530026  59.40469974],1
a5,1,1e-06,24.304317,[45 50] ; [217  74],[64.48186528 30.51813472] ; [197.51813472  93.48186528],1
a4,1,3e-06,22.07391,[21 72] ; [146 144],[40.55091384 52.44908616] ; [126.44908616 163.55091384],1
p4,1,7e-06,20.072261,[32 62] ; [175 114],[50.80417755 43.19582245] ; [156.19582245 132.80417755],1
a3,1,2.9e-05,17.482947,[44 49] ; [206  84],[60.70496084 32.29503916] ; [189.29503916 100.70496084],1
a2,1,6.2e-05,16.035158,[ 7 89] ; [ 78 213],[21.08527132 74.91472868] ; [ 63.91472868 227.08527132],1
p7,1,8e-05,15.568387,[37 56] ; [178 104],[53.32 39.68] ; [161.68 120.32],1
d2,1,0.000129,14.651032,[26 70] ; [142 145],[42.10966057 53.89033943] ; [125.89033943 161.10966057],1
u1,1,0.000173,14.09967,[ 3 93] ; [ 55 236],[14.3875969 81.6124031] ; [ 43.6124031 247.3875969],1
n6,1,0.000435,12.37402,[70 25] ; [256  33],[80.65104167 14.34895833] ; [245.34895833  43.65104167],1
r3,1,0.000492,12.146997,[75 20] ; [264  23],[84.30628272 10.69371728] ; [254.69371728  32.30628272],1
a7,1,0.000568,11.878,[53 42] ; [216  74],[66.37662338 28.62337662] ; [202.62337662  87.37662338],1
v4,1,0.000982,10.862036,[78 17] ; [271  19],[86.11688312  8.88311688] ; [262.88311688  27.11688312],1
r4,1,0.001242,10.42619,[69 27] ; [251  40],[79.37984496 16.62015504] ; [240.62015504  50.37984496],0
p9,1,0.002266,9.320924,[64 29] ; [237  47],[74.25198939 18.74801061] ; [226.74801061  57.25198939],0
r1,1,0.002281,9.308549,[58 38] ; [221  68],[69.56883117 26.43116883] ; [209.43116883  79.56883117],0
p3,1,0.002432,9.190774,[28 67] ; [136 152],[40.67885117 54.32114883] ; [123.32114883 164.67885117],0
a6,1,0.003419,8.56901,[54 41] ; [212  79],[65.46632124 29.53367876] ; [200.53367876  90.46632124],0
r2,1,0.004822,7.944866,[80 16] ; [267  20],[86.97650131  9.02349869] ; [260.02349869  26.97650131],0
s1,1,0.005566,7.685715,[ 7 86] ; [  5 282],[ 2.93684211 90.06315789] ; [  9.06315789 277.93684211],0
p11,1,0.008893,6.84421,[64 32] ; [232  59],[73.42635659 22.57364341] ; [222.57364341  68.42635659],0
v2,1,0.017471,5.648407,[36 56] ; [148 129],[45.87533875 46.12466125] ; [138.12466125 138.87533875],0
p10,1,0.019244,5.47923,[63 29] ; [231  57],[71.17894737 20.82105263] ; [222.82105263  65.17894737],0
n4,1,0.040985,4.176627,[76 20] ; [255  36],[82.10852713 13.89147287] ; [248.89147287  42.10852713],0
p8,1,0.102774,2.661961,[36 57] ; [138 147],[42.80952381 50.19047619] ; [131.19047619 153.80952381],0
u2,1,0.105556,2.619529,[20 31] ; [45 39],[24.55555556 26.44444444] ; [40.44444444 43.55555556],0
b5,1,0.14672,2.106027,[51 45] ; [179 112],[57.05426357 38.94573643] ; [172.94573643 118.05426357],0
v1,1,0.161491,1.960211,[40 54] ; [145 140],[45.88390501 48.11609499] ; [139.11609499 145.88390501],0
b1,1,0.161835,1.957,[43 53] ; [107 184],[37.20930233 58.79069767] ; [112.79069767 178.20930233],0
p1,1,0.205666,1.601672,[12 83] ; [ 24 266],[ 8.88311688 86.11688312] ; [ 27.11688312 262.88311688],0
s6,1,0.283227,1.151541,[46 49] ; [155 128],[50.51587302 44.48412698] ; [150.48412698 132.51587302],0
n3,1,0.298051,1.082894,[19 12] ; [46 18],[21.21052632  9.78947368] ; [43.78947368 20.21052632],0
n1,1,0.320941,0.985109,[14 16] ; [23 41],[11.80851064 18.19148936] ; [25.19148936 38.80851064],0
s3,1,0.397283,0.716534,[41 51] ; [114 174],[37.52631579 54.47368421] ; [117.47368421 170.52631579],0
p6,1,0.414595,0.665584,[24 70] ; [ 85 199],[27.10582011 66.89417989] ; [ 81.89417989 202.10582011],0
v3,1,0.451071,0.56796,[29 66] ; [ 98 184],[32.00265252 62.99734748] ; [ 94.99734748 187.00265252],0
a8,1,0.451176,0.567697,[10 77] ; [ 39 226],[12.11079545 74.88920455] ; [ 36.88920455 228.11079545],0
s4,1,0.487889,0.481178,[16 80] ; [ 39 244],[13.93139842 82.06860158] ; [ 41.06860158 241.93139842],0
p12,1,0.627711,0.235177,[ 4 90] ; [ 16 273],[ 4.90861619 89.09138381] ; [ 15.09138381 273.90861619],0
s5,1,0.685954,0.1635,[21 72] ; [ 70 214],[22.44827586 70.55172414] ; [ 68.55172414 215.44827586],0
b3,1,0.697507,0.151078,[19 35] ; [ 53 111],[17.83486239 36.16513761] ; [ 54.16513761 109.83486239],0
b2,1,0.697507,0.151078,[19 35] ; [ 53 111],[17.83486239 36.16513761] ; [ 54.16513761 109.83486239],0
