Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,68.048975,[33 99] ; [189  87],[71.82352941 60.17647059] ; [150.17647059 125.82352941],1
p6,1,0.0,48.972808,[ 22 111] ; [145 129],[54.57248157 78.42751843] ; [112.42751843 161.57248157],1
p4,1,1e-06,23.17273,[65 68] ; [201  74],[86.71078431 46.28921569] ; [179.28921569  95.71078431],1
p3,1,2.9e-05,17.457056,[53 80] ; [170 105],[72.69362745 60.30637255] ; [150.30637255 124.69362745],1
p2,1,7e-05,15.80603,[101  32] ; [250  26],[114.1393643  18.8606357] ; [236.8606357  39.1393643],1
p10,1,0.001448,10.14369,[99 33] ; [239  34],[110.16296296  21.83703704] ; [227.83703704  45.16296296],0
p11,1,0.001825,9.717283,[93 40] ; [230  46],[105.03422983  27.96577017] ; [217.96577017  58.03422983],0
s5,1,0.002229,9.350782,[45 82] ; [139 129],[59.15949367 67.84050633] ; [124.84050633 143.15949367],0
p5,1,0.005238,7.795313,[  9 122] ; [ 47 228],[ 18.06896552 112.93103448] ; [ 37.93103448 237.06896552],0
n5,1,0.007004,7.271851,[93 40] ; [224  50],[103.58968059  29.41031941] ; [213.41031941  60.58968059],0
b1,1,0.008226,6.983684,[42 91] ; [125 151],[54.30562347 78.69437653] ; [112.69437653 163.30562347],0
b5,1,0.010811,6.496163,[94 39] ; [159 117],[82.27139364 50.72860636] ; [170.72860636 105.27139364],0
a1,1,0.015888,5.815274,[  2 131] ; [ 20 256],[  7.15403423 125.84596577] ; [ 14.84596577 261.15403423],0
r3,1,0.027922,4.832872,[127   6] ; [271   3],[130.05896806   2.94103194] ; [267.94103194   6.05896806],0
s7,1,0.031264,4.638417,[80 48] ; [196  72],[89.21212121 38.78787879] ; [186.78787879  81.21212121],0
b4,1,0.084378,2.978497,[88 45] ; [158 118],[79.99511002 53.00488998] ; [166.00488998 109.99511002],0
n4,1,0.087179,2.925706,[99 34] ; [224  50],[105.55036855  27.44963145] ; [217.44963145  56.55036855],0
d3,1,0.099911,2.706958,[86 47] ; [199  75],[93.13267813 39.86732187] ; [191.86732187  82.13267813],0
d2,1,0.102335,2.668766,[77 56] ; [135 139],[69.27764128 63.72235872] ; [142.72235872 131.27764128],0
a8,1,0.106226,2.609487,[ 14 109] ; [ 46 212],[ 19.37007874 103.62992126] ; [ 40.62992126 217.37007874],0
r1,1,0.13114,2.27896,[106  26] ; [236  38],[111.19211823  20.80788177] ; [230.80788177  43.19211823],0
v3,1,0.150962,2.062507,[45 80] ; [117 151],[51.52671756 73.47328244] ; [110.47328244 157.52671756],0
v2,1,0.156723,2.00556,[64 60] ; [157 108],[70.44730077 53.55269923] ; [150.55269923 114.44730077],0
v4,1,0.159659,1.977452,[126   7] ; [267   7],[128.42506143   4.57493857] ; [264.57493857   9.42506143],0
p9,1,0.172154,1.864088,[111  20] ; [246  29],[115.18965517  15.81034483] ; [241.81034483  33.18965517],0
v1,1,0.176945,1.8231,[62 63] ; [153 116],[68.2106599 56.7893401] ; [146.7893401 122.2106599],0
s8,1,0.240155,1.379682,[78 54] ; [179  96],[83.35135135 48.64864865] ; [173.64864865 101.35135135],0
n3,1,0.242584,1.365515,[27 12] ; [40 10],[29.35955056  9.64044944] ; [37.64044944 12.35955056],0
n2,1,0.261228,1.262235,[29 10] ; [42  8],[31.11235955  7.88764045] ; [39.88764045 10.11235955],0
n6,1,0.274793,1.192664,[111  22] ; [237  34],[114.56435644  18.43564356] ; [233.43564356  37.56435644],0
u2,1,0.339556,0.912106,[22 11] ; [38 29],[19.8 13.2] ; [40.2 26.8],0
u3,1,0.343748,0.896404,[25  9] ; [43 24],[22.89108911 11.10891089] ; [45.10891089 21.89108911],0
s1,1,0.360547,0.835989,[  8 124] ; [ 11 263],[  6.1773399 125.8226601] ; [ 12.8226601 261.1773399],0
n1,1,0.410821,0.676423,[19 20] ; [20 30],[17.08988764 21.91011236] ; [21.91011236 28.08988764],0
a5,1,0.441407,0.592621,[95 38] ; [207  69],[98.20537897 34.79462103] ; [203.79462103  72.20537897],0
r4,1,0.443996,0.585934,[121  12] ; [257  19],[122.9193154  10.0806846] ; [255.0806846  20.9193154],0
d1,1,0.502463,0.449731,[86 47] ; [169 107],[82.92176039 50.07823961] ; [172.07823961 103.92176039],0
s4,1,0.516001,0.421879,[ 29 103] ; [ 68 205],[ 31.61481481 100.38518519] ; [ 65.38518519 207.61481481],0
p1,1,0.581017,0.304594,[ 16 117] ; [ 28 246],[ 14.37837838 118.62162162] ; [ 29.62162162 244.37837838],0
a4,1,0.583914,0.29995,[60 73] ; [132 143],[62.58823529 70.41176471] ; [129.41176471 145.58823529],0
a2,1,0.618918,0.247392,[34 99] ; [ 77 199],[36.09535452 96.90464548] ; [ 74.90464548 201.09535452],0
a6,1,0.636201,0.223745,[87 46] ; [185  88],[89.10344828 43.89655172] ; [182.89655172  90.10344828],0
b3,1,0.678131,0.172237,[27 49] ; [ 67 108],[28.46215139 47.53784861] ; [ 65.53784861 109.46215139],0
b2,1,0.678131,0.172237,[27 49] ; [ 67 108],[28.46215139 47.53784861] ; [ 65.53784861 109.46215139],0
