Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000478,12.197654,[95 14] ; [17 12],[88.46376812 20.53623188] ; [23.53623188  5.46376812],1
a7,1,0.000857,11.114315,[90 17] ; [16 13],[83.39705882 23.60294118] ; [22.60294118  6.39705882],1
p9,1,0.001052,10.734511,[92 15] ; [17 12],[85.75735294 21.24264706] ; [23.24264706  5.75735294],0
d5,1,0.009783,6.67399,[88 20] ; [17 12],[82.77372263 25.22627737] ; [22.22627737  6.77372263],0
a6,1,0.018083,5.588105,[78 31] ; [14 15],[72.66666667 36.33333333] ; [19.33333333  9.66666667],0
p4,1,0.02927,4.751668,[66 43] ; [11 18],[60.81884058 48.18115942] ; [16.18115942 12.81884058],0
d1,1,0.03679,4.360111,[65 44] ; [11 18],[60.02898551 48.97101449] ; [15.97101449 13.02898551],0
p7,1,0.058846,3.569606,[67 40] ; [12 16],[62.61481481 44.38518519] ; [16.38518519 11.61481481],0
p11,1,0.061195,3.504693,[89 20] ; [19 10],[85.30434783 23.69565217] ; [22.69565217  6.30434783],0
n6,1,0.064932,3.406699,[88 20] ; [19 10],[84.35036496 23.64963504] ; [22.64963504  6.35036496],0
r2,1,0.068783,3.311825,[101   7] ; [24  5],[98.54014599  9.45985401] ; [26.45985401  2.54014599],0
v4,1,0.074351,3.184259,[104   5] ; [25  4],[101.89130435   7.10869565] ; [27.10869565  1.89130435],0
a1,1,0.07477,3.17506,[  3 106] ; [ 3 26],[  4.73913043 104.26086957] ; [ 1.26086957 27.73913043],0
n4,1,0.079097,3.083368,[72 37] ; [14 15],[67.92753623 41.07246377] ; [18.07246377 10.92753623],0
n5,1,0.105922,2.614028,[74 35] ; [15 14],[70.29710145 38.70289855] ; [18.70289855 10.29710145],0
d3,1,0.121807,2.393935,[76 32] ; [16 13],[72.52554745 35.47445255] ; [19.47445255  9.52554745],0
r4,1,0.122754,2.381825,[98 11] ; [23  6],[95.57246377 13.42753623] ; [25.42753623  3.57246377],0
u3,1,0.126609,2.333598,[29 18] ; [4 7],[26.74137931 20.25862069] ; [6.25862069 4.74137931],0
b1,1,0.127367,2.324302,[43 66] ; [ 7 22],[39.49275362 69.50724638] ; [10.50724638 18.49275362],0
a5,1,0.139556,2.182854,[76 33] ; [16 13],[72.66666667 36.33333333] ; [19.33333333  9.66666667],0
p6,1,0.1932,1.693048,[37 71] ; [ 6 22],[34.14705882 73.85294118] ; [ 8.85294118 19.14705882],0
r1,1,0.203368,1.61802,[80 28] ; [18 11],[77.25547445 30.74452555] ; [20.74452555  8.25547445],0
b3,1,0.204218,1.611948,[18 36] ; [ 2 11],[16.11940299 37.88059701] ; [3.88059701 9.11940299],0
b2,1,0.204218,1.611948,[18 36] ; [ 2 11],[16.11940299 37.88059701] ; [3.88059701 9.11940299],0
n1,1,0.217044,1.52381,[ 5 20] ; [3 4],[ 6.25 18.75] ; [1.75 5.25],0
a2,1,0.221487,1.49471,[22 87] ; [ 3 26],[19.74637681 89.25362319] ; [ 5.25362319 23.74637681],0
d4,1,0.223534,1.481541,[96 13] ; [23  6],[93.99275362 15.00724638] ; [25.00724638  3.99275362],0
s8,1,0.231669,1.430584,[35 74] ; [ 6 23],[32.38405797 76.61594203] ; [ 8.61594203 20.38405797],0
u2,1,0.233517,1.419309,[27 21] ; [4 7],[25.22033898 22.77966102] ; [5.77966102 5.22033898],0
s1,1,0.300045,1.073995,[  1 107] ; [ 1 27],[  1.58823529 106.41176471] ; [ 0.41176471 27.58823529],0
v3,1,0.315597,1.007106,[38 67] ; [ 7 20],[35.79545455 69.20454545] ; [ 9.20454545 17.79545455],0
v2,1,0.392421,0.731429,[48 52] ; [16 12],[50. 50.] ; [14. 14.],0
p8,1,0.394058,0.726382,[51 58] ; [11 18],[48.97101449 60.02898551] ; [13.02898551 15.97101449],0
p1,1,0.455668,0.556514,[  4 104] ; [ 2 27],[  4.72992701 103.27007299] ; [ 1.27007299 27.72992701],0
a8,1,0.462684,0.539393,[12 91] ; [ 2 27],[10.92424242 92.07575758] ; [ 3.07575758 25.92424242],0
a3,1,0.497744,0.459743,[60 49] ; [18 11],[61.60869565 47.39130435] ; [16.39130435 12.60869565],0
d2,1,0.540334,0.37492,[44 64] ; [10 19],[42.56934307 65.43065693] ; [11.43065693 17.56934307],0
u1,1,0.547173,0.362406,[16 93] ; [ 3 26],[15.00724638 93.99275362] ; [ 3.99275362 25.00724638],0
p3,1,0.554741,0.348891,[48 61] ; [11 18],[46.60144928 62.39855072] ; [12.39855072 16.60144928],0
p12,1,0.600622,0.274059,[11 98] ; [ 2 27],[10.26811594 98.73188406] ; [ 2.73188406 26.26811594],0
r3,1,0.614477,0.253706,[104   5] ; [27  2],[103.47101449   5.52898551] ; [27.52898551  1.47101449],0
v1,1,0.688179,0.161064,[53 51] ; [16 13],[53.95488722 50.04511278] ; [15.04511278 13.95488722],0
a4,1,0.688752,0.16044,[37 72] ; [11 18],[37.91304348 71.08695652] ; [10.08695652 18.91304348],0
s6,1,0.697452,0.151136,[82 26] ; [21  8],[81.19708029 26.80291971] ; [21.80291971  7.19708029],0
s3,1,0.742504,0.107938,[85 23] ; [22  7],[84.35036496 23.64963504] ; [22.64963504  6.35036496],0
n3,1,0.763341,0.090659,[17  9] ; [5 2],[17.33333333  8.66666667] ; [4.66666667 2.33333333],0
b4,1,0.799481,0.064526,[63 46] ; [16 13],[62.39855072 46.60144928] ; [16.60144928 12.39855072],0
s4,1,0.843093,0.03918,[20 85] ; [ 6 23],[20.37313433 84.62686567] ; [ 5.62686567 23.37313433],0
