Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,25.07026,[47 21] ; [ 7 31],[34.64150943 33.35849057] ; [19.35849057 18.64150943],1
b5,1,0.652837,0.202342,[35 34] ; [21 17],[36.11214953 32.88785047] ; [19.88785047 18.11214953],0
p12,1,0.677802,0.172611,[ 5 63] ; [ 2 36],[ 4.49056604 63.50943396] ; [ 2.50943396 35.49056604],0
n2,1,0.695943,0.152727,[8 2] ; [8 3],[7.61904762 2.38095238] ; [8.38095238 2.61904762],0
a4,1,0.698612,0.14992,[30 39] ; [18 20],[30.95327103 38.04672897] ; [17.04672897 20.95327103],0
r2,1,0.842824,0.039316,[65  3] ; [36  2],[64.79245283  3.20754717] ; [36.20754717  1.79245283],0
p1,1,0.849052,0.036225,[10 59] ; [ 5 33],[ 9.6728972 59.3271028] ; [ 5.3271028 32.6728972],0
a3,1,0.879982,0.022799,[51 17] ; [29  9],[51.32075472 16.67924528] ; [28.67924528  9.32075472],0
d2,1,0.935606,0.006528,[36 33] ; [19 18],[35.80188679 33.19811321] ; [19.19811321 17.80188679],0
a2,1,0.957516,0.002838,[13 56] ; [ 7 31],[12.89719626 56.10280374] ; [ 7.10280374 30.89719626],0
b1,1,0.972242,0.001211,[27 42] ; [15 23],[27.08411215 41.91588785] ; [14.91588785 23.08411215],0
s2,1,0.988837,0.000196,[15 54] ; [ 8 29],[14.97169811 54.02830189] ; [ 8.02830189 28.97169811],0
