Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,38.170481,[128  29] ; [32 45],[107.35042735  49.64957265] ; [52.64957265 24.35042735],1
a6,1,0.0,35.622538,[124  32] ; [31 46],[103.77682403  52.22317597] ; [51.22317597 25.77682403],1
a2,1,1.1e-05,19.405304,[60 97] ; [ 8 69],[ 45.62393162 111.37606838] ; [22.37606838 54.62393162],1
u1,1,1.2e-05,19.175958,[ 54 103] ; [ 6 71],[ 40.25641026 116.74358974] ; [19.74358974 57.25641026],1
b5,1,0.000919,10.983124,[103  54] ; [33 44],[91.24786325 65.75213675] ; [44.75213675 32.24786325],1
r4,1,0.001442,10.151406,[154   3] ; [68  9],[148.94871795   8.05128205] ; [73.05128205  3.94871795],0
d1,1,0.002832,8.912598,[123  34] ; [46 31],[113.38888889  43.61111111] ; [55.61111111 21.38888889],0
b1,1,0.006188,7.494813,[60 97] ; [44 33],[69.77777778 87.22222222] ; [34.22222222 42.77777778],0
v4,1,0.00774,7.092607,[156   1] ; [72  5],[152.97435897   4.02564103] ; [75.02564103  1.97435897],0
b4,1,0.01794,5.602033,[97 60] ; [35 42],[88.56410256 68.43589744] ; [43.43589744 33.56410256],0
p4,1,0.049305,3.864953,[133  24] ; [57 20],[127.47863248  29.52136752] ; [62.52136752 14.47863248],0
n4,1,0.066717,3.362006,[128  29] ; [69  7],[132.74248927  24.25751073] ; [64.25751073 11.74248927],0
d5,1,0.078675,3.092063,[141  16] ; [62 14],[136.78540773  20.21459227] ; [66.21459227  9.78540773],0
b2,1,0.115938,2.47136,[48 61] ; [34 26],[52.88757396 56.11242604] ; [29.11242604 30.88757396],0
b3,1,0.115938,2.47136,[48 61] ; [34 26],[52.88757396 56.11242604] ; [29.11242604 30.88757396],0
n1,1,0.121606,2.396514,[11 16] ; [11  6],[13.5 13.5] ; [8.5 8.5],0
p2,1,0.144813,2.126053,[144  13] ; [65 11],[140.82832618  16.17167382] ; [68.17167382  7.82832618],0
u3,1,0.168496,1.896278,[21  6] ; [8 6],[19.09756098  7.90243902] ; [9.90243902 4.09756098],0
r1,1,0.19443,1.683725,[134  22] ; [61 16],[130.55793991  25.44206009] ; [64.44206009 12.55793991],0
n3,1,0.210829,1.565723,[22  5] ; [11  6],[20.25  6.75] ; [12.75  4.25],0
v2,1,0.256753,1.286182,[100  50] ; [43 30],[96.18834081 53.81165919] ; [46.81165919 26.18834081],0
n2,1,0.290269,1.118373,[20  7] ; [10  7],[18.40909091  8.59090909] ; [11.59090909  5.40909091],0
v3,1,0.322254,0.979778,[72 75] ; [42 33],[75.48648649 71.51351351] ; [38.51351351 36.48648649],0
