Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2.9e-05,17.481719,[ 95 172] ; [50 31],[111.25 155.75] ; [33.75 47.25],1
n4,1,5.6e-05,16.224282,[235  39] ; [57 29],[222.24444444  51.75555556] ; [69.75555556 16.24444444],1
v2,1,0.000261,13.332815,[179  91] ; [37 47],[164.74576271 105.25423729] ; [51.25423729 32.74576271],1
a8,1,0.000548,11.944857,[ 54 191] ; [ 4 76],[ 43.72307692 201.27692308] ; [14.27692308 65.72307692],1
n5,1,0.002791,8.939006,[222  50] ; [57 29],[211.97765363  60.02234637] ; [67.02234637 18.97765363],0
s2,1,0.005621,7.66784,[188  87] ; [72 14],[198.06094183  76.93905817] ; [61.93905817 24.06094183],0
r1,1,0.00648,7.411699,[233  41] ; [62 24],[224.52777778  49.47222222] ; [70.47222222 15.52777778],0
v3,1,0.011552,6.378331,[126 140] ; [27 58],[115.94871795 150.05128205] ; [37.05128205 47.94871795],0
b3,1,0.012169,6.286141,[ 87 110] ; [13 39],[ 79.11646586 117.88353414] ; [20.88353414 31.11646586],0
b2,1,0.012169,6.286141,[ 87 110] ; [13 39],[ 79.11646586 117.88353414] ; [20.88353414 31.11646586],0
v1,1,0.016517,5.746931,[158 110] ; [38 48],[148.38418079 119.61581921] ; [47.61581921 38.38418079],0
s3,1,0.024372,5.067991,[191  81] ; [71 15],[199.06145251  72.93854749] ; [62.93854749 23.06145251],0
r3,1,0.031731,4.612955,[267   8] ; [78  7],[263.54166667  11.45833333] ; [81.45833333  3.54166667],0
a5,1,0.04296,4.09697,[224  52] ; [61 25],[217.29281768  58.70718232] ; [67.70718232 18.29281768],0
n1,1,0.052515,3.759291,[32 27] ; [ 7 16],[28.06097561 30.93902439] ; [10.93902439 12.06097561],0
r4,1,0.059303,3.556768,[251  25] ; [72 14],[246.26519337  29.73480663] ; [76.73480663  9.26519337],0
n6,1,0.061646,3.492541,[239  32] ; [69 17],[233.80392157  37.19607843] ; [74.19607843 11.80392157],0
s6,1,0.087331,2.922905,[217  54] ; [75 10],[222.28089888  48.71910112] ; [69.71910112 15.28089888],0
a1,1,0.112173,2.523343,[ 14 262] ; [ 1 85],[ 11.43646409 264.56353591] ; [ 3.56353591 82.43646409],0
d2,1,0.125633,2.345653,[157 118] ; [41 45],[150.83102493 124.16897507] ; [47.16897507 38.83102493],0
p8,1,0.130199,2.290132,[131 140] ; [48 35],[137.03107345 133.96892655] ; [41.96892655 41.03107345],0
p6,1,0.132777,2.259738,[108 165] ; [41 43],[113.94117647 159.05882353] ; [35.05882353 48.94117647],0
d4,1,0.137772,2.202673,[235  39] ; [68 18],[230.61666667  43.38333333] ; [72.38333333 13.61666667],0
n3,1,0.139981,2.178165,[39 20] ; [19  4],[41.73170732 17.26829268] ; [16.26829268  6.73170732],0
a3,1,0.156095,2.01165,[226  48] ; [65 21],[221.48333333  52.51666667] ; [69.51666667 16.48333333],0
v4,1,0.185791,1.750684,[263  10] ; [79  6],[260.79888268  12.20111732] ; [81.20111732  3.79888268],0
a2,1,0.208707,1.58037,[ 87 189] ; [21 65],[ 82.34254144 193.65745856] ; [25.65745856 60.34254144],0
a7,1,0.214971,1.537632,[196  80] ; [55 31],[191.37016575  84.62983425] ; [59.62983425 26.37016575],0
s8,1,0.228906,1.447645,[185  89] ; [52 34],[180.38333333  93.61666667] ; [56.61666667 29.38333333],0
d3,1,0.274867,1.192295,[191  84] ; [65 21],[195.01385042  79.98614958] ; [60.98614958 25.01385042],0
d1,1,0.283779,1.148902,[175 101] ; [49 37],[170.78453039 105.21546961] ; [53.21546961 32.78453039],0
p1,1,0.324155,0.972108,[ 17 257] ; [ 8 78],[ 19.02777778 254.97222222] ; [ 5.97222222 80.02777778],0
a6,1,0.34793,0.880991,[187  87] ; [54 32],[183.42777778  90.57222222] ; [57.57222222 28.42777778],0
r2,1,0.380048,0.770547,[261  10] ; [80  5],[259.58146067  11.41853933] ; [81.41853933  3.58146067],0
a4,1,0.433916,0.612319,[138 137] ; [39 47],[134.83379501 140.16620499] ; [42.16620499 43.83379501],0
p10,1,0.444347,0.585032,[232  42] ; [69 16],[229.73259053  44.26740947] ; [71.26740947 13.73259053],0
n2,1,0.46024,0.545311,[45 15] ; [19  4],[46.26506024 13.73493976] ; [17.73493976  5.26506024],0
p7,1,0.493233,0.469466,[179  91] ; [57 24],[181.53846154  88.46153846] ; [54.46153846 26.53846154],0
p11,1,0.502647,0.449344,[215  61] ; [64 22],[212.71823204  63.28176796] ; [66.28176796 19.71823204],0
p12,1,0.517062,0.41975,[ 18 256] ; [ 4 82],[ 16.74444444 257.25555556] ; [ 5.25555556 80.74444444],0
p4,1,0.547445,0.361914,[173 102] ; [51 35],[170.63711911 104.36288089] ; [53.36288089 32.63711911],0
p2,1,0.630173,0.231826,[233  42] ; [71 15],[231.57894737  43.42105263] ; [72.42105263 13.57894737],0
d5,1,0.638052,0.221299,[229  45] ; [70 16],[227.57222222  46.42777778] ; [71.42777778 14.57222222],0
s1,1,0.669538,0.182143,[ 10 262] ; [ 4 81],[ 10.66666667 261.33333333] ; [ 3.33333333 81.66666667],0
u2,1,0.702357,0.146032,[32 16] ; [13  8],[31.30434783 16.69565217] ; [13.69565217  7.30434783],0
b5,1,0.749401,0.102035,[168 108] ; [54 32],[169.25966851 106.74033149] ; [52.74033149 33.25966851],0
p3,1,0.81858,0.052612,[140 135] ; [45 41],[140.92797784 134.07202216] ; [44.07202216 41.92797784],0
p9,1,0.876986,0.02396,[239  34] ; [73 11],[238.58823529  34.41176471] ; [73.41176471 10.58823529],0
u3,1,0.904187,0.01449,[35 15] ; [15  6],[35.21126761 14.78873239] ; [14.78873239  6.21126761],0
b4,1,0.907999,0.013355,[156 120] ; [48 38],[155.5359116 120.4640884] ; [48.4640884 37.5359116],0
u1,1,0.913263,0.011864,[ 69 207] ; [21 65],[ 68.61878453 207.38121547] ; [21.38121547 64.61878453],0
b1,1,0.920485,0.009965,[114 162] ; [35 51],[113.60220994 162.39779006] ; [35.39779006 50.60220994],0
