Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,71.065182,[168  71] ; [ 35 103],[128.69230769 110.30769231] ; [74.30769231 63.69230769],1
p6,1,0.0,40.432901,[123 113] ; [ 25 110],[ 94.14555256 141.85444744] ; [53.85444744 81.14555256],1
p8,1,0.0,32.424326,[155  82] ; [47 88],[128.69354839 108.30645161] ; [73.30645161 61.69354839],1
p2,1,0.0,25.865728,[219  20] ; [100  39],[201.6957672  37.3042328] ; [117.3042328  21.6957672],1
n5,1,4e-06,21.102613,[196  41] ; [84 53],[177.43315508  59.56684492] ; [102.56684492  34.43315508],1
p5,1,1.2e-05,19.21708,[ 41 198] ; [  3 136],[ 27.82010582 211.17989418] ; [ 16.17989418 122.82010582],1
a5,1,5.4e-05,16.30123,[205  34] ; [95 44],[189.68253968  49.31746032] ; [110.31746032  28.68253968],1
v1,1,0.000121,14.777151,[167  69] ; [68 66],[149.89189189  86.10810811] ; [85.10810811 48.89189189],1
p7,1,0.000337,12.853348,[171  66] ; [72 62],[155.23180593  81.76819407] ; [87.76819407 46.23180593],1
p12,1,0.000547,11.947782,[ 36 203] ; [  5 134],[ 25.92328042 213.07671958] ; [ 15.07671958 123.92328042],1
d1,1,0.002327,9.271587,[174  65] ; [80 59],[160.5978836  78.4021164] ; [93.4021164 45.5978836],0
a2,1,0.002655,9.030513,[ 87 152] ; [ 30 109],[ 73.97619048 165.02380952] ; [43.02380952 95.97619048],0
n4,1,0.002696,9.002494,[197  42] ; [96 43],[185.25661376  53.74338624] ; [107.74338624  31.25661376],0
r4,1,0.002957,8.833562,[226  13] ; [119  20],[218.13492063  20.86507937] ; [126.86507937  12.13492063],0
s6,1,0.003053,8.775369,[176  58] ; [83 54],[163.35849057  70.64150943] ; [95.64150943 41.35849057],0
d2,1,0.003859,8.349051,[136 102] ; [58 81],[122.47214854 115.52785146] ; [71.52785146 67.47214854],0
p11,1,0.004253,8.172496,[204  35] ; [102  37],[193.47619048  45.52380952] ; [112.52380952  26.47619048],0
u1,1,0.005613,7.670457,[ 72 167] ; [ 24 115],[ 60.6984127 178.3015873] ; [ 35.3015873 103.6984127],0
p10,1,0.007904,7.055149,[209  29] ; [106  31],[199.92  38.08] ; [115.08  21.92],0
n6,1,0.010622,6.527557,[212  24] ; [111  27],[203.81818182  32.18181818] ; [119.18181818  18.81818182],0
s7,1,0.01149,6.387948,[129  94] ; [60 76],[117.40111421 105.59888579] ; [71.59888579 64.40111421],0
s5,1,0.020107,5.402573,[ 89 144] ; [34 96],[ 78.95041322 154.04958678] ; [44.04958678 85.95041322],0
r1,1,0.022964,5.171264,[211  26] ; [112  27],[203.59308511  33.40691489] ; [119.40691489  19.59308511],0
d5,1,0.026134,4.947107,[211  28] ; [111  28],[203.59259259  35.40740741] ; [118.40740741  20.59259259],0
p9,1,0.032565,4.568481,[212  25] ; [111  25],[205.230563  31.769437] ; [117.769437  18.230563],0
a4,1,0.034305,4.47946,[121 117] ; [55 84],[111.10875332 126.89124668] ; [64.89124668 74.10875332],0
p1,1,0.039107,4.256194,[ 27 211] ; [  7 132],[ 21.46419098 216.53580902] ; [ 12.53580902 126.46419098],0
s8,1,0.046025,3.98067,[118 117] ; [55 84],[108.70320856 126.29679144] ; [64.29679144 74.70320856],0
s2,1,0.057239,3.615624,[129 105] ; [62 76],[120.14516129 113.85483871] ; [70.85483871 67.14516129],0
d3,1,0.059819,3.542402,[201  38] ; [106  33],[194.10846561  44.89153439] ; [112.89153439  26.10846561],0
a6,1,0.070741,3.265732,[197  42] ; [103  35],[190.18567639  48.81432361] ; [109.81432361  28.18567639],0
a3,1,0.103329,2.653401,[186  53] ; [97 41],[179.40848806  59.59151194] ; [103.59151194  34.40848806],0
n1,1,0.147731,2.095525,[15 25] ; [ 8 28],[12.10526316 27.89473684] ; [10.89473684 25.10526316],0
u2,1,0.155669,2.015805,[33 20] ; [19 21],[29.6344086 23.3655914] ; [22.3655914 17.6344086],0
a8,1,0.186431,1.745595,[ 28 176] ; [ 24 101],[ 32.24316109 171.75683891] ; [ 19.75683891 105.24316109],0
a1,1,0.204911,1.607024,[ 16 223] ; [  5 134],[ 13.27777778 225.72222222] ; [  7.72222222 131.27777778],0
u3,1,0.246793,1.341369,[34 19] ; [22 20],[31.24210526 21.75789474] ; [24.75789474 17.24210526],0
v3,1,0.259692,1.270398,[132  99] ; [70 67],[126.79891304 104.20108696] ; [75.20108696 61.79891304],0
s4,1,0.330683,0.946222,[ 32 204] ; [ 24 115],[ 35.24266667 200.75733333] ; [ 20.75733333 118.24266667],0
b2,1,0.408917,0.681948,[59 98] ; [23 49],[ 56.21834061 100.78165939] ; [25.78165939 46.21834061],0
b3,1,0.408917,0.681948,[59 98] ; [23 49],[ 56.21834061 100.78165939] ; [25.78165939 46.21834061],0
b5,1,0.454845,0.55855,[157  82] ; [86 53],[153.64285714  85.35714286] ; [89.35714286 49.64285714],0
v4,1,0.545777,0.364938,[228   9] ; [130   7],[226.86096257  10.13903743] ; [131.13903743   5.86096257],0
d4,1,0.611385,0.258164,[209  30] ; [119  20],[207.38624339  31.61375661] ; [120.61375661  18.38624339],0
r2,1,0.644115,0.213401,[229  10] ; [127   7],[228.10723861  10.89276139] ; [127.89276139   6.10723861],0
s3,1,0.647118,0.209554,[131 101] ; [74 63],[128.88888889 103.11111111] ; [76.11111111 60.88888889],0
u4,1,0.649673,0.206313,[  5 234] ; [  2 137],[  4.42592593 234.57407407] ; [  2.57407407 136.42592593],0
b4,1,0.712492,0.135801,[149  90] ; [84 55],[147.32010582  91.67989418] ; [85.67989418 53.32010582],0
n3,1,0.839395,0.041074,[30 10] ; [27 10],[29.61038961 10.38961039] ; [27.38961039  9.61038961],0
r3,1,0.84007,0.040725,[232   6] ; [134   3],[232.288   5.712] ; [133.712   3.288],0
s1,1,0.85659,0.032659,[  6 232] ; [  3 132],[  5.74262735 232.25737265] ; [  3.25737265 131.74262735],0
n2,1,0.898269,0.016345,[30  9] ; [28  9],[29.76315789  9.23684211] ; [28.23684211  8.76315789],0
b1,1,0.993778,6.1e-05,[ 79 160] ; [46 93],[ 79.03439153 159.96560847] ; [45.96560847 93.03439153],0
