Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.002647,9.036297,[3 6] ; [36  8],[6.62264151 2.37735849] ; [32.37735849 11.62264151],0
n4,1,0.006946,7.286756,[5 4] ; [40  4],[7.64150943 1.35849057] ; [37.35849057  6.64150943],0
s4,1,0.01796,5.600011,[4 5] ; [ 5 38],[1.55769231 7.44230769] ; [ 7.44230769 35.55769231],0
p11,1,0.097666,2.743249,[4 5] ; [32 12],[6.11320755 2.88679245] ; [29.88679245 14.11320755],0
p10,1,0.097666,2.743249,[4 5] ; [32 12],[6.11320755 2.88679245] ; [29.88679245 14.11320755],0
a5,1,0.127485,2.322868,[5 4] ; [35  9],[6.79245283 2.20754717] ; [33.20754717 10.79245283],0
p4,1,0.133287,2.253796,[4 5] ; [31 13],[5.94339623 3.05660377] ; [29.05660377 14.94339623],0
d5,1,0.151583,2.056244,[6 3] ; [38  6],[7.47169811 1.52830189] ; [36.52830189  7.47169811],0
p9,1,0.257281,1.28333,[7 2] ; [40  4],[7.98113208 1.01886792] ; [39.01886792  4.98113208],0
d2,1,0.283471,1.150373,[4 5] ; [28 16],[5.43396226 3.56603774] ; [26.56603774 17.43396226],0
s5,1,0.289471,1.122078,[3 3] ; [12 30],[1.875 4.125] ; [13.125 28.875],0
d1,1,0.306572,1.045386,[5 4] ; [32 12],[6.28301887 2.71698113] ; [30.71698113 13.28301887],0
p8,1,0.349482,0.875336,[2 7] ; [17 27],[3.22641509 5.77358491] ; [15.77358491 28.22641509],0
v1,1,0.363319,0.826389,[6 3] ; [21 21],[4.76470588 4.23529412] ; [22.23529412 19.76470588],0
u1,1,0.364337,0.822888,[1 8] ; [11 33],[2.03773585 6.96226415] ; [ 9.96226415 34.03773585],0
s6,1,0.382934,0.76126,[5 4] ; [31 13],[6.11320755 2.88679245] ; [29.88679245 14.11320755],0
v2,1,0.407159,0.68708,[4 5] ; [25 17],[5.11764706 3.88235294] ; [23.88235294 18.11764706],0
v3,1,0.435866,0.607143,[2 7] ; [15 27],[3. 6.] ; [14. 28.],0
v4,1,0.437373,0.603165,[8 1] ; [42  2],[8.49056604 0.50943396] ; [41.50943396  2.49056604],0
n1,1,0.452209,0.56511,[3 1] ; [7 6],[2.35294118 1.64705882] ; [7.64705882 5.35294118],0
a7,1,0.500432,0.454021,[6 3] ; [34 10],[6.79245283 2.20754717] ; [33.20754717 10.79245283],0
a4,1,0.503809,0.446904,[6 3] ; [24 20],[5.09433962 3.90566038] ; [24.90566038 19.09433962],0
s8,1,0.503809,0.446904,[6 3] ; [24 20],[5.09433962 3.90566038] ; [24.90566038 19.09433962],0
a2,1,0.513907,0.426104,[1 8] ; [ 9 35],[1.69811321 7.30188679] ; [ 8.30188679 35.69811321],0
s3,1,0.533825,0.387105,[4 5] ; [24 19],[4.84615385 4.15384615] ; [23.15384615 19.84615385],0
r1,1,0.555094,0.34827,[5 4] ; [29 15],[5.77358491 3.22641509] ; [28.22641509 15.77358491],0
b4,1,0.584832,0.298487,[6 3] ; [25 19],[5.26415094 3.73584906] ; [25.73584906 18.26415094],0
p1,1,0.606724,0.264973,[1 8] ; [ 8 36],[1.52830189 7.47169811] ; [ 7.47169811 36.52830189],0
a8,1,0.608726,0.262034,[1 7] ; [ 3 39],[0.64 7.36] ; [ 3.36 38.64],0
a3,1,0.656771,0.19747,[7 2] ; [31 13],[6.45283019 2.54716981] ; [31.54716981 12.45283019],0
d4,1,0.714106,0.13421,[8 1] ; [37  7],[7.64150943 1.35849057] ; [37.35849057  6.64150943],0
p3,1,0.761303,0.092276,[4 5] ; [22 22],[4.41509434 4.58490566] ; [21.58490566 22.41509434],0
s2,1,0.784879,0.074511,[5 4] ; [26 17],[5.36538462 3.63461538] ; [25.63461538 17.36538462],0
d3,1,0.82156,0.050868,[6 3] ; [31 13],[6.28301887 2.71698113] ; [30.71698113 13.28301887],0
s7,1,0.82625,0.048186,[5 4] ; [25 17],[5.29411765 3.70588235] ; [24.70588235 17.29411765],0
n3,1,0.888153,0.01978,[4 1] ; [10  3],[3.88888889 1.11111111] ; [10.11111111  2.88888889],0
b5,1,0.929297,0.007873,[6 3] ; [30 14],[6.11320755 2.88679245] ; [29.88679245 14.11320755],0
a6,1,0.965123,0.001912,[6 3] ; [29 15],[5.94339623 3.05660377] ; [29.05660377 14.94339623],0
b1,1,0.965123,0.001912,[3 6] ; [15 29],[3.05660377 5.94339623] ; [14.94339623 29.05660377],0
p2,1,0.973685,0.001088,[7 2] ; [34 10],[6.96226415 2.03773585] ; [34.03773585  9.96226415],0
