Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,85.423338,[276   4] ; [17 12],[265.50161812  14.49838188] ; [27.49838188  1.50161812],1
v4,1,0.0,47.491936,[274   6] ; [20  9],[266.40776699  13.59223301] ; [27.59223301  1.40776699],1
r1,1,0.0,44.454063,[246  34] ; [12 18],[233.03225806  46.96774194] ; [24.96774194  5.03225806],1
r2,1,0.0,41.525136,[271   7] ; [21  9],[263.55844156  14.44155844] ; [28.44155844  1.55844156],1
p10,1,0.000184,13.992657,[237  39] ; [17 12],[229.84918033  46.15081967] ; [24.15081967  4.84918033],1
p2,1,0.000406,12.503546,[236  42] ; [17 12],[229.1009772  48.8990228] ; [23.8990228  5.1009772],1
p4,1,0.000897,11.029697,[181  94] ; [10 19],[172.77960526 102.22039474] ; [18.22039474 10.77960526],1
p11,1,0.000972,10.880663,[232  48] ; [18 13],[225.08038585  54.91961415] ; [24.91961415  6.08038585],1
p7,1,0.00202,9.531096,[189  82] ; [12 17],[181.57  89.43] ; [19.43  9.57],0
n6,1,0.00265,9.034265,[248  30] ; [21  9],[242.7987013  35.2012987] ; [26.2012987  3.7987013],0
p8,1,0.00493,7.905111,[164 109] ; [10 20],[156.77227723 116.22772277] ; [17.22772277 12.77227723],0
p3,1,0.005889,7.584038,[160 117] ; [ 9 20],[152.98366013 124.01633987] ; [16.01633987 12.98366013],0
s3,1,0.010162,6.60632,[157 116] ; [ 9 19],[150.55813953 122.44186047] ; [15.44186047 12.55813953],0
s5,1,0.011442,6.395371,[ 99 173] ; [ 4 26],[ 92.76821192 179.23178808] ; [10.23178808 19.76821192],0
p9,1,0.019752,5.43364,[237  38] ; [21  9],[232.62295082  42.37704918] ; [25.37704918  4.62295082],0
v2,1,0.022531,5.204335,[223  52] ; [19 11],[218.19672131  56.80327869] ; [23.80327869  6.19672131],0
v1,1,0.025343,5.00027,[194  83] ; [15 15],[188.57654723  88.42345277] ; [20.42345277  9.57654723],0
a5,1,0.031396,4.631186,[219  60] ; [19 12],[214.2  64.8] ; [23.8  7.2],0
s6,1,0.031628,4.618545,[188  88] ; [14 15],[182.79344262  93.20655738] ; [19.20655738  9.79344262],0
s8,1,0.036438,4.3765,[148 129] ; [10 20],[142.56026059 134.43973941] ; [15.43973941 14.56026059],0
a7,1,0.047646,3.922412,[205  73] ; [17 13],[200.37662338  77.62337662] ; [21.62337662  8.37662338],0
n4,1,0.058623,3.575912,[243  37] ; [23  8],[239.48553055  40.51446945] ; [26.51446945  4.48553055],0
a1,1,0.064361,3.421285,[ 19 261] ; [ 5 26],[ 21.60771704 258.39228296] ; [ 2.39228296 28.60771704],0
u1,1,0.06612,3.376811,[ 56 224] ; [ 2 29],[ 52.21864952 227.78135048] ; [ 5.78135048 25.21864952],0
s2,1,0.096528,2.761997,[151 128] ; [11 18],[146.74675325 132.25324675] ; [15.25324675 13.74675325],0
s7,1,0.144828,2.125894,[150 112] ; [12 16],[146.35862069 115.64137931] ; [15.64137931 12.35862069],0
p6,1,0.167866,1.901897,[108 165] ; [ 8 22],[104.51485149 168.48514851] ; [11.48514851 18.51485149],0
p1,1,0.207172,1.591082,[ 32 246] ; [ 6 25],[ 34.18770227 243.81229773] ; [ 3.81229773 27.18770227],0
n3,1,0.211549,1.560797,[33 10] ; [9 6],[31.13793103 11.86206897] ; [10.86206897  4.13793103],0
d3,1,0.290247,1.118476,[196  82] ; [19 12],[193.43042071  84.56957929] ; [21.56957929  9.43042071],0
s1,1,0.292956,1.105985,[  8 267] ; [ 2 29],[  8.9869281 266.0130719] ; [ 1.0130719 29.9869281],0
p12,1,0.295881,1.092666,[ 37 240] ; [ 2 28],[ 35.18892508 241.81107492] ; [ 3.81107492 26.18892508],0
p5,1,0.309051,1.034729,[ 48 230] ; [ 3 27],[ 46.03246753 231.96753247] ; [ 4.96753247 25.03246753],0
b3,1,0.339315,0.913016,[ 75 108] ; [9 8],[ 76.86 106.14] ; [7.14 9.86],0
b2,1,0.339315,0.913016,[ 75 108] ; [9 8],[ 76.86 106.14] ; [7.14 9.86],0
n5,1,0.339732,0.911443,[234  46] ; [23  7],[232.12903226  47.87096774] ; [24.87096774  5.12903226],0
d1,1,0.382668,0.762114,[176 104] ; [17 14],[173.76205788 106.23794212] ; [19.23794212 11.76205788],0
a3,1,0.420261,0.649586,[205  72] ; [25  6],[206.85064935  70.14935065] ; [23.14935065  7.85064935],0
a6,1,0.433831,0.612546,[189  88] ; [19 12],[187.06493506  89.93506494] ; [20.93506494 10.06493506],0
d2,1,0.586106,0.296467,[143 135] ; [17 13],[144.41558442 133.58441558] ; [15.58441558 14.41558442],0
b5,1,0.633081,0.227905,[166 114] ; [17 14],[164.75884244 115.24115756] ; [18.24115756 12.75884244],0
b1,1,0.657547,0.196516,[106 174] ; [13 18],[107.13826367 172.86173633] ; [11.86173633 19.13826367],0
a2,1,0.6896,0.159519,[ 72 208] ; [ 9 22],[ 72.92604502 207.07395498] ; [ 8.07395498 22.92604502],0
u3,1,0.6992,0.149305,[43 31] ; [3 3],[42.55 31.45] ; [3.45 2.55],0
n1,1,0.774812,0.081845,[15 25] ; [ 5 10],[14.54545455 25.45454545] ; [5.45454545 9.54545455],0
n2,1,0.790388,0.070653,[33 10] ; [11  4],[32.62068966 10.37931034] ; [11.37931034  3.62068966],0
d5,1,0.811333,0.056981,[229  49] ; [25  6],[228.51779935  49.48220065] ; [25.48220065  5.51779935],0
a4,1,0.835605,0.043064,[131 147] ; [14 17],[130.45307443 147.54692557] ; [14.54692557 16.45307443],0
b4,1,0.988029,0.000225,[172 108] ; [19 12],[171.96141479 108.03858521] ; [19.03858521 11.96141479],0
d4,1,0.993289,7.1e-05,[231  46] ; [25  5],[230.98371336  46.01628664] ; [25.01628664  4.98371336],0
u2,1,1.0,0.0,[45 30] ; [3 2],[45. 30.] ; [3. 2.],0
