Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,42.846016,[70 50] ; [ 1 45],[51.3253012 68.6746988] ; [19.6746988 26.3253012],1
d5,1,0.0,32.584709,[98 22] ; [16 29],[82.90909091 37.09090909] ; [31.09090909 13.90909091],1
d3,1,9.1e-05,15.307909,[84 36] ; [16 28],[73.17073171 46.82926829] ; [26.82926829 17.17073171],1
r1,1,0.000102,15.103489,[82 37] ; [16 29],[71.1097561 47.8902439] ; [26.8902439 18.1097561],1
d2,1,0.000421,12.434426,[62 57] ; [10 36],[51.92727273 67.07272727] ; [20.07272727 25.92727273],1
a3,1,0.000757,11.343498,[80 38] ; [17 27],[70.65432099 47.34567901] ; [26.34567901 17.65432099],1
a4,1,0.001144,10.578921,[54 65] ; [ 8 37],[44.98780488 74.01219512] ; [17.01219512 27.98780488],0
r3,1,0.00123,10.444199,[95 23] ; [25 20],[86.87116564 31.12883436] ; [33.12883436 11.87116564],0
s5,1,0.004954,7.896103,[27 88] ; [ 2 43],[20.84375 94.15625] ; [ 8.15625 36.84375],0
s6,1,0.00933,6.758597,[59 61] ; [12 33],[51.63636364 68.36363636] ; [19.36363636 25.63636364],0
r4,1,0.009641,6.700134,[81 39] ; [21 25],[73.73493976 46.26506024] ; [28.26506024 17.73493976],0
a5,1,0.011614,6.368936,[78 42] ; [20 26],[70.84337349 49.15662651] ; [27.15662651 18.84337349],0
v2,1,0.01315,6.148764,[49 67] ; [ 9 34],[42.31446541 73.68553459] ; [15.68553459 27.31446541],0
n5,1,0.015209,5.892076,[59 61] ; [31 13],[65.85365854 54.14634146] ; [24.14634146 19.85365854],0
v4,1,0.019279,5.476067,[98 22] ; [29 16],[92.36363636 27.63636364] ; [34.63636364 10.36363636],0
s2,1,0.026878,4.898618,[42 78] ; [ 8 38],[36.14457831 83.85542169] ; [13.85542169 32.14457831],0
a7,1,0.034662,4.461727,[84 36] ; [23 21],[78.29268293 41.70731707] ; [28.70731707 15.29268293],0
a2,1,0.051911,3.778635,[26 94] ; [ 4 42],[21.68674699 98.31325301] ; [ 8.31325301 37.68674699],0
r2,1,0.071025,3.259172,[102  15] ; [34 11],[98.22222222 18.77777778] ; [37.77777778  7.22222222],0
u1,1,0.07235,3.228889,[ 13 107] ; [ 1 45],[ 10.12048193 109.87951807] ; [ 3.87951807 42.12048193],0
s3,1,0.076837,3.130572,[52 66] ; [13 32],[47.05521472 70.94478528] ; [17.94478528 27.05521472],0
p10,1,0.086127,2.945319,[53 64] ; [13 30],[48.2625 68.7375] ; [17.7375 25.2625],0
b4,1,0.093594,2.811443,[67 53] ; [19 27],[62.1686747 57.8313253] ; [23.8313253 22.1686747],0
u2,1,0.150383,2.068367,[17 21] ; [ 8 21],[14.17910448 23.82089552] ; [10.82089552 18.17910448],0
p9,1,0.194329,1.684491,[60 55] ; [17 25],[56.40127389 58.59872611] ; [20.59872611 21.40127389],0
p3,1,0.202888,1.621459,[40 77] ; [11 35],[36.60736196 80.39263804] ; [14.39263804 31.60736196],0
b5,1,0.244706,1.353279,[77 43] ; [25 21],[73.73493976 46.26506024] ; [28.26506024 17.73493976],0
v3,1,0.247242,1.338819,[35 81] ; [ 9 34],[32.10062893 83.89937107] ; [11.89937107 31.10062893],0
a8,1,0.269048,1.221595,[  7 104] ; [ 5 38],[  8.64935065 102.35064935] ; [ 3.35064935 39.64935065],0
p2,1,0.301145,1.069117,[67 51] ; [22 24],[64.03658537 53.96341463] ; [24.96341463 21.03658537],0
a6,1,0.306196,1.047014,[68 52] ; [22 24],[65.06024096 54.93975904] ; [24.93975904 21.06024096],0
n4,1,0.317937,0.997415,[67 53] ; [29 16],[69.81818182 50.18181818] ; [26.18181818 18.81818182],0
p1,1,0.370424,0.802241,[  6 114] ; [ 4 42],[  7.22891566 112.77108434] ; [ 2.77108434 43.22891566],0
n6,1,0.373761,0.791121,[70 49] ; [23 22],[67.48170732 51.51829268] ; [25.51829268 19.48170732],0
b1,1,0.396152,0.719975,[59 61] ; [26 20],[61.44578313 58.55421687] ; [23.55421687 22.44578313],0
n2,1,0.470563,0.520654,[29 18] ; [11 10],[27.64705882 19.35294118] ; [12.35294118  8.64705882],0
a1,1,0.484417,0.488904,[  9 111] ; [ 5 41],[ 10.12048193 109.87951807] ; [ 3.87951807 42.12048193],0
u3,1,0.525835,0.402434,[16 22] ; [10 19],[14.74626866 23.25373134] ; [11.25373134 17.74626866],0
s7,1,0.534645,0.385555,[26 86] ; [ 8 35],[24.56774194 87.43225806] ; [ 9.43225806 33.56774194],0
p7,1,0.54261,0.370724,[51 65] ; [17 27],[49.3 66.7] ; [18.7 25.3],0
p5,1,0.555918,0.346821,[  5 113] ; [ 1 43],[  4.37037037 113.62962963] ; [ 1.62962963 42.37037037],0
p6,1,0.595307,0.282132,[22 94] ; [10 34],[23.2 92.8] ; [ 8.8 35.2],0
n3,1,0.655803,0.198662,[28 18] ; [11  9],[27.18181818 18.81818182] ; [11.81818182  8.18181818],0
p4,1,0.665427,0.186998,[42 74] ; [15 31],[40.81481481 75.18518519] ; [16.18518519 29.81481481],0
n1,1,0.705315,0.143002,[15 30] ; [ 8 13],[15.68181818 29.31818182] ; [ 7.31818182 13.68181818],0
v1,1,0.744969,0.105807,[42 77] ; [15 31],[41.10909091 77.89090909] ; [15.89090909 30.10909091],0
s4,1,0.792781,0.069012,[23 97] ; [ 8 38],[22.40963855 97.59036145] ; [ 8.59036145 37.40963855],0
p8,1,0.866764,0.028147,[33 84] ; [13 31],[33.42857143 83.57142857] ; [12.57142857 31.42857143],0
s1,1,0.932743,0.007122,[ 10 108] ; [ 4 41],[ 10.13496933 107.86503067] ; [ 3.86503067 41.13496933],0
b2,1,0.948768,0.004129,[20 39] ; [ 9 17],[20.12941176 38.87058824] ; [ 8.87058824 17.12941176],0
b3,1,0.948768,0.004129,[20 39] ; [ 9 17],[20.12941176 38.87058824] ; [ 8.87058824 17.12941176],0
