Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,136.623693,[26 60] ; [238  21],[65.80869565 20.19130435] ; [198.19130435  60.80869565],1
s6,1,0.0,39.479321,[56 31] ; [235  20],[74.02631579 12.97368421] ; [216.97368421  38.02631579],1
s5,1,0.0,29.223129,[18 69] ; [134 113],[39.59281437 47.40718563] ; [112.40718563 134.59281437],1
s4,1,0.002475,9.158646,[ 7 80] ; [ 59 200],[16.59537572 70.40462428] ; [ 49.40462428 209.59537572],0
s8,1,0.002741,8.9725,[51 35] ; [197  62],[61.82028986 24.17971014] ; [186.17971014  72.82028986],0
d1,1,0.004463,8.085253,[45 42] ; [179  82],[56. 31.] ; [168.  93.],0
r4,1,0.032185,4.588608,[74 13] ; [242  19],[79.  8.] ; [237.  24.],0
r2,1,0.041768,4.144578,[80  6] ; [252   6],[83.  3.] ; [249.   9.],0
s1,1,0.04785,3.91524,[ 1 86] ; [ 17 240],[ 4.55232558 82.44767442] ; [ 13.44767442 243.55232558],0
u4,1,0.07618,3.144578,[ 1 86] ; [ 15 246],[ 4. 83.] ; [ 12. 249.],0
r1,1,0.104744,2.631778,[69 18] ; [225  35],[73.71181556 13.28818444] ; [220.28818444  39.71181556],0
r3,1,0.116196,2.467864,[80  7] ; [250  10],[82.73775216  4.26224784] ; [247.26224784  12.73775216],0
d2,1,0.11753,2.449936,[42 45] ; [150 109],[48.27745665 38.72254335] ; [143.72254335 115.27745665],0
n4,1,0.125282,2.350016,[76 11] ; [241  19],[79.47838617  7.52161383] ; [237.52161383  22.47838617],0
a4,1,0.127797,2.319066,[37 49] ; [137 124],[43.12391931 42.87608069] ; [130.87608069 130.12391931],0
a6,1,0.17087,1.875295,[62 25] ; [163  95],[56.73913043 30.26086957] ; [168.26086957  89.73913043],0
p6,1,0.173793,1.849914,[36 51] ; [128 129],[41.47674419 45.52325581] ; [122.52325581 134.47674419],0
p9,1,0.194623,1.682268,[75 11] ; [238  21],[78.02318841  7.97681159] ; [234.97681159  24.02318841],0
a1,1,0.203455,1.617401,[ 3 84] ; [ 19 242],[ 5.5 81.5] ; [ 16.5 244.5],0
n3,1,0.223583,1.481226,[13 11] ; [35 16],[15.36  8.64] ; [32.64 18.36],0
b5,1,0.232966,1.42266,[46 41] ; [157 104],[50.75 36.25] ; [152.25 108.75],0
p2,1,0.244402,1.355021,[72 15] ; [228  32],[75.21613833 11.78386167] ; [224.78386167  35.21613833],0
v2,1,0.247035,1.339993,[48 39] ; [158  96],[52.55718475 34.44281525] ; [153.44281525 100.55718475],0
d4,1,0.248433,1.332095,[70 17] ; [221  37],[73.3826087 13.6173913] ; [217.6173913  40.3826087],0
v4,1,0.269081,1.221424,[83  4] ; [254   6],[84.49279539  2.50720461] ; [252.50720461   7.49279539],0
v1,1,0.270237,1.215545,[47 38] ; [157  96],[51.30177515 33.69822485] ; [152.69822485 100.30177515],0
d5,1,0.277199,1.180773,[68 19] ; [215  43],[71.36521739 15.63478261] ; [211.63478261  46.36521739],0
a3,1,0.310497,1.02856,[68 18] ; [218  42],[71.0867052 14.9132948] ; [214.9132948  45.0867052],0
p1,1,0.316144,1.004833,[ 7 80] ; [ 31 229],[ 9.52737752 77.47262248] ; [ 28.47262248 231.52737752],0
n2,1,0.334224,0.932463,[18  6] ; [43  8],[19.52  4.48] ; [41.48  9.52],0
n6,1,0.337798,0.918772,[79  8] ; [243  16],[80.96531792  6.03468208] ; [241.03468208  17.96531792],0
p7,1,0.348287,0.879688,[57 28] ; [181  69],[60.3880597 24.6119403] ; [177.6119403  72.3880597],0
