Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,113.394998,[296  56] ; [122 157],[233.17908082 118.82091918] ; [184.82091918  94.17908082],1
p4,1,0.0,53.220218,[272  80] ; [140 143],[228.38425197 123.61574803] ; [183.61574803  99.38425197],1
p6,1,0.0,47.968978,[186 164] ; [ 73 209],[143.4335443 206.5664557] ; [115.5664557 166.4335443],1
p2,1,0.0,47.024872,[331  22] ; [211  73],[300.35478807  52.64521193] ; [241.64521193  42.35478807],1
p3,1,0.0,44.593928,[234 117] ; [114 170],[192.35905512 158.64094488] ; [155.64094488 128.35905512],1
p5,1,0.0,26.500748,[ 70 283] ; [ 16 264],[ 47.95892575 305.04107425] ; [ 38.04107425 241.95892575],1
p10,1,6e-06,20.383536,[318  35] ; [217  65],[297.40944882  55.59055118] ; [237.59055118  44.40944882],1
p9,1,9e-06,19.646289,[321  30] ; [224  59],[301.72712934  49.27287066] ; [243.27287066  39.72712934],1
p11,1,0.000352,12.770504,[308  45] ; [217  67],[290.93406593  62.06593407] ; [234.06593407  49.93406593],1
v1,1,0.000394,12.55962,[222 127] ; [135 138],[200.31028939 148.68971061] ; [156.68971061 116.31028939],1
b5,1,0.000543,11.960184,[191 162] ; [192  92],[212.2433281 140.7566719] ; [170.7566719 113.2433281],1
n5,1,0.000619,11.717146,[318  35] ; [228  55],[303.04716981  49.95283019] ; [242.95283019  40.04716981],1
p1,1,0.000961,10.90085,[ 46 306] ; [ 15 268],[ 33.81417323 318.18582677] ; [ 27.18582677 255.81417323],1
n6,1,0.001615,9.942613,[328  24] ; [243  41],[316.02515723  35.97484277] ; [254.97484277  29.02515723],0
s5,1,0.002672,9.018965,[139 200] ; [ 79 191],[121.34975369 217.65024631] ; [ 96.65024631 173.34975369],0
s8,1,0.014485,5.978084,[184 165] ; [122 162],[168.71090047 180.28909953] ; [137.28909953 146.71090047],0
s7,1,0.031204,4.641682,[192 142] ; [133 140],[178.83031301 155.16968699] ; [146.16968699 126.83031301],0
d1,1,0.032499,4.57199,[233 120] ; [164 120],[220.00156986 132.99843014] ; [176.99843014 107.00156986],0
v3,1,0.035147,4.43802,[165 181] ; [105 163],[152.14983713 193.85016287] ; [117.85016287 150.14983713],0
v4,1,0.048026,3.90908,[348   5] ; [272  11],[344.11949686   8.88050314] ; [275.88050314   7.11949686],0
p12,1,0.093739,2.808962,[ 40 312] ; [ 21 262],[ 33.81417323 318.18582677] ; [ 27.18582677 255.81417323],0
r3,1,0.11384,2.500083,[342  10] ; [281   3],[344.80503145   7.19496855] ; [278.19496855   5.80503145],0
v2,1,0.149677,2.075541,[207 136] ; [149 124],[198.22727273 144.77272727] ; [157.77272727 115.22727273],0
r1,1,0.154625,2.026022,[312  40] ; [240  43],[305.99055118  46.00944882] ; [246.00944882  36.99055118],0
a2,1,0.167046,1.909251,[ 86 267] ; [ 83 201],[ 93.65306122 259.34693878] ; [ 75.34693878 208.65306122],0
s6,1,0.19649,1.668271,[246  95] ; [190  92],[238.64526485 102.35473515] ; [197.35473515  84.64526485],0
s1,1,0.221863,1.492279,[ 10 341] ; [ 13 264],[ 12.85509554 338.14490446] ; [ 10.14490446 266.85509554],0
u1,1,0.226537,1.462474,[ 67 286] ; [ 65 219],[ 73.14913658 279.85086342] ; [ 58.85086342 225.14913658],0
a5,1,0.232852,1.423354,[280  73] ; [214  70],[273.75510204  79.24489796] ; [220.24489796  63.75510204],0
a6,1,0.261968,1.258329,[236 115] ; [202  81],[242.48895899 108.51104101] ; [195.51104101  87.48895899],0
a8,1,0.28519,1.142189,[ 60 264] ; [ 38 213],[ 55.22086957 268.77913043] ; [ 42.77913043 208.22086957],0
a4,1,0.297516,1.085296,[164 187] ; [144 139],[170.51735016 180.48264984] ; [137.48264984 145.51735016],0
n3,1,0.305624,1.049493,[33 12] ; [53 12],[35.18181818  9.81818182] ; [50.81818182 14.18181818],0
a1,1,0.371465,0.798756,[ 19 334] ; [ 11 273],[ 16.62480377 336.37519623] ; [ 13.37519623 270.62480377],0
b1,1,0.423548,0.64045,[144 209] ; [107 177],[139.09419152 213.90580848] ; [111.90580848 172.09419152],0
u2,1,0.425916,0.633933,[49 42] ; [45 30],[51.53012048 39.46987952] ; [42.46987952 32.53012048],0
u4,1,0.43475,0.610101,[ 11 342] ; [  6 278],[  9.42072214 343.57927786] ; [  7.57927786 276.42072214],0
d4,1,0.440252,0.595625,[297  54] ; [233  50],[293.42271293  57.57728707] ; [236.57728707  46.42271293],0
u3,1,0.448589,0.574216,[51 40] ; [47 29],[53.4011976 37.5988024] ; [44.5988024 31.4011976],0
s2,1,0.48616,0.485013,[191 159] ; [145 135],[186.66666667 163.33333333] ; [149.33333333 130.66666667],0
b4,1,0.502379,0.449907,[202 151] ; [170 114],[206.14756672 146.85243328] ; [165.85243328 118.14756672],0
n2,1,0.535164,0.384577,[36 10] ; [49 18],[34.60176991 11.39823009] ; [50.39823009 16.60176991],0
s4,1,0.547427,0.361947,[ 53 294] ; [ 38 242],[ 50.36204147 296.63795853] ; [ 40.63795853 239.36204147],0
d3,1,0.562347,0.335657,[250 102] ; [195  88],[246.67716535 105.32283465] ; [198.32283465  84.67716535],0
b2,1,0.571713,0.319825,[ 85 138] ; [ 76 110],[ 87.78239609 135.21760391] ; [ 73.21760391 112.78239609],0
b3,1,0.571713,0.319825,[ 85 138] ; [ 76 110],[ 87.78239609 135.21760391] ; [ 73.21760391 112.78239609],0
a3,1,0.643681,0.21396,[262  88] ; [208  76],[259.4637224  90.5362776] ; [210.5362776  73.4637224],0
n1,1,0.658555,0.195283,[22 23] ; [29 36],[20.86363636 24.13636364] ; [30.13636364 34.86363636],0
r2,1,0.709688,0.138589,[344   6] ; [277   6],[343.36492891   6.63507109] ; [277.63507109   5.36492891],0
s3,1,0.798921,0.064894,[208 142] ; [163 116],[206.43879173 143.56120827] ; [164.56120827 114.43879173],0
d5,1,0.807967,0.059073,[294  57] ; [235  48],[292.86908517  58.13091483] ; [236.13091483  46.86908517],0
a7,1,0.859114,0.031507,[260  92] ; [208  76],[259.01886792  92.98113208] ; [208.98113208  75.01886792],0
d2,1,0.977587,0.000789,[185 167] ; [148 133],[185.17535545 166.82464455] ; [147.82464455 133.17535545],0
