Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,188.112197,[489  85] ; [ 54 115],[419.49125168 154.50874832] ; [123.50874832  45.49125168],1
n6,1,0.0,57.419739,[508  66] ; [108  62],[475.24731183  98.75268817] ; [140.75268817  29.24731183],1
s7,1,0.0,37.567616,[285 261] ; [ 41 123],[250.69859155 295.30140845] ; [75.30140845 88.69859155],1
a5,1,0.0,25.49653,[444 133] ; [98 73],[418.09358289 158.90641711] ; [123.90641711  47.09358289],1
v3,1,1e-06,23.334777,[254 302] ; [ 39 121],[227.52513966 328.47486034] ; [65.47486034 94.52513966],1
p10,1,6e-06,20.650605,[470  98] ; [111  56],[448.99047619 119.00952381] ; [132.00952381  34.99047619],1
p6,1,6e-06,20.592284,[220 345] ; [ 33 133],[195.54719562 369.45280438] ; [ 57.45280438 108.54719562],1
p4,1,9e-06,19.630988,[356 215] ; [73 96],[331.02567568 239.97432432] ; [97.97432432 71.02567568],1
a3,1,5.7e-05,16.200245,[424 151] ; [98 72],[402.88590604 172.11409396] ; [119.11409396  50.88590604],1
p3,1,6.2e-05,16.040716,[297 276] ; [ 58 111],[274.14420485 298.85579515] ; [80.85579515 88.14420485],1
p2,1,8.1e-05,15.530421,[491  82] ; [122  46],[474.02024291  98.97975709] ; [138.97975709  29.02024291],1
p11,1,9.6e-05,15.222028,[478 100] ; [118  53],[459.9305741 118.0694259] ; [136.0694259  34.9305741],1
a4,1,9.9e-05,15.157261,[275 300] ; [ 53 118],[252.8150134 322.1849866] ; [75.1849866 95.8150134],1
d5,1,0.000118,14.817886,[480  95] ; [120  51],[462.46648794 112.53351206] ; [137.53351206  33.46648794],1
s8,1,0.000129,14.652149,[264 311] ; [ 50 120],[242.34899329 332.65100671] ; [71.65100671 98.34899329],1
d2,1,0.000223,13.629593,[297 277] ; [ 61 110],[275.82818792 298.17181208] ; [82.17181208 88.82818792],1
a8,1,0.000445,12.332642,[ 96 425] ; [ 11 149],[ 81.86049927 439.13950073] ; [ 25.13950073 134.86049927],1
v1,1,0.000624,11.704264,[320 239] ; [70 96],[300.70344828 258.29655172] ; [89.29655172 76.70344828],1
s6,1,0.000915,10.992769,[373 196] ; [87 82],[354.66124661 214.33875339] ; [105.33875339  63.66124661],1
d1,1,0.001031,10.771788,[352 226] ; [80 91],[333.37249666 244.62750334] ; [98.62750334 72.37249666],0
r2,1,0.00104,10.754392,[544  25] ; [151  19],[535.1217862  33.8782138] ; [159.8782138  10.1217862],0
r4,1,0.001095,10.659147,[537  41] ; [145  26],[526.29639519  51.70360481] ; [155.70360481  15.29639519],0
p9,1,0.001128,10.604373,[484  84] ; [125  43],[469.98913043  98.01086957] ; [139.01086957  28.98913043],0
a2,1,0.002403,9.213254,[149 429] ; [ 25 146],[134.27503338 443.72496662] ; [ 39.72496662 131.27503338],0
u1,1,0.003421,8.568148,[109 469] ; [ 16 155],[ 96.46194927 481.53805073] ; [ 28.53805073 142.46194927],0
r1,1,0.003799,8.377544,[474 101] ; [123  47],[460.77181208 114.22818792] ; [136.22818792  33.77181208],0
d4,1,0.004694,7.99379,[486  88] ; [128  42],[473.70430108 100.29569892] ; [140.29569892  29.70430108],0
p7,1,0.00568,7.649244,[367 196] ; [88 77],[351.875 211.125] ; [103.125  61.875],0
