Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.472763,[ 3 25] ; [70 23],[16.89256198 11.10743802] ; [56.10743802 36.89256198],1
r3,1,0.0,26.619061,[11 17] ; [80 12],[21.23333333  6.76666667] ; [69.76666667 22.23333333],1
p10,1,0.000103,15.08114,[ 5 22] ; [55 35],[13.84615385 13.15384615] ; [46.15384615 43.84615385],1
s6,1,0.000148,14.395741,[ 3 25] ; [47 45],[11.66666667 16.33333333] ; [38.33333333 53.66666667],1
u2,1,0.000153,14.340741,[ 2 10] ; [28  8],[7.5 4.5] ; [22.5 13.5],1
r2,1,0.000171,14.130039,[15 12] ; [81 11],[21.78151261  5.21848739] ; [74.21848739 17.78151261],1
p2,1,0.000251,13.407288,[ 7 20] ; [61 32],[15.3 11.7] ; [52.7 40.3],1
s2,1,0.000786,11.273292,[ 2 26] ; [38 54],[ 9.33333333 18.66666667] ; [30.66666667 61.33333333],1
p11,1,0.001075,10.693368,[ 7 21] ; [56 37],[14.5785124 13.4214876] ; [48.4214876 44.5785124],0
p9,1,0.001365,10.252614,[ 9 18] ; [61 29],[16.15384615 10.84615385] ; [53.84615385 36.15384615],0
r1,1,0.001499,10.080438,[11 17] ; [67 26],[18.04958678  9.95041322] ; [59.95041322 33.04958678],0
s3,1,0.001689,9.860061,[ 5 22] ; [48 43],[12.12711864 14.87288136] ; [40.87288136 50.12711864],0
a1,1,0.003906,8.327049,[ 6 22] ; [ 4 89],[ 2.31404959 25.68595041] ; [ 7.68595041 85.31404959],0
n3,1,0.006334,7.452685,[ 5 10] ; [28 10],[9.33962264 5.66037736] ; [23.66037736 14.33962264],0
d5,1,0.008351,6.956522,[14 14] ; [70 22],[19.6  8.4] ; [64.4 27.6],0
d3,1,0.011951,6.318115,[11 17] ; [60 31],[16.70588235 11.29411765] ; [54.29411765 36.70588235],0
p7,1,0.031676,4.615925,[ 6 22] ; [38 48],[10.80701754 17.19298246] ; [33.19298246 52.80701754],0
v2,1,0.041165,4.16922,[ 6 21] ; [38 48],[10.51327434 16.48672566] ; [33.48672566 52.51327434],0
s7,1,0.041167,4.169126,[ 3 23] ; [28 60],[ 7.07017544 18.92982456] ; [23.92982456 64.07017544],0
a6,1,0.044835,4.024845,[13 15] ; [62 30],[17.5 10.5] ; [57.5 34.5],0
p1,1,0.047682,3.921145,[ 3 25] ; [ 2 90],[ 1.16666667 26.83333333] ; [ 3.83333333 88.16666667],0
p4,1,0.047868,3.914609,[ 4 24] ; [31 61],[ 8.16666667 19.83333333] ; [26.83333333 65.16666667],0
b5,1,0.066841,3.35895,[12 16] ; [58 35],[16.19834711 11.80165289] ; [53.80165289 39.19834711],0
d4,1,0.06872,3.313325,[16 12] ; [69 23],[19.83333333  8.16666667] ; [65.16666667 26.83333333],0
n2,1,0.072756,3.219725,[7 8] ; [29 11],[9.81818182 5.18181818] ; [26.18181818 13.81818182],0
b3,1,0.095133,2.785297,[ 8 11] ; [10 36],[ 5.26153846 13.73846154] ; [12.73846154 33.26153846],0
b2,1,0.095133,2.785297,[ 8 11] ; [10 36],[ 5.26153846 13.73846154] ; [12.73846154 33.26153846],0
p8,1,0.120653,2.408824,[ 4 22] ; [28 63],[ 7.11111111 18.88888889] ; [24.88888889 66.11111111],0
v1,1,0.180072,1.797027,[ 7 21] ; [35 55],[ 9.96610169 18.03389831] ; [32.03389831 57.96610169],0
