Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,34.602938,[92 10] ; [11 17],[80.81538462 21.18461538] ; [22.18461538  5.81538462],1
p9,1,0.0,34.091835,[95  7] ; [13 15],[84.73846154 17.26153846] ; [23.26153846  4.73846154],1
n5,1,1.4e-05,18.868432,[87 16] ; [12 15],[78.43846154 24.56153846] ; [20.56153846  6.43846154],1
p2,1,0.000724,11.426642,[90 12] ; [17 11],[83.95384615 18.04615385] ; [23.04615385  4.95384615],1
s8,1,0.005171,7.818659,[67 36] ; [10 18],[60.54198473 42.45801527] ; [16.45801527 11.54198473],0
b4,1,0.009883,6.655813,[49 54] ; [21  7],[55.03816794 47.96183206] ; [14.96183206 13.03816794],0
p8,1,0.010072,6.622192,[70 31] ; [12 16],[64.20155039 36.79844961] ; [17.79844961 10.20155039],0
v1,1,0.010122,6.61331,[59 40] ; [ 9 19],[53.00787402 45.99212598] ; [14.99212598 13.00787402],0
n6,1,0.010622,6.52741,[90 13] ; [18  9],[85.56923077 17.43076923] ; [22.43076923  4.56923077],0
n4,1,0.010622,6.52741,[90 13] ; [18  9],[85.56923077 17.43076923] ; [22.43076923  4.56923077],0
r3,1,0.021584,5.279019,[98  5] ; [23  5],[95.13740458  7.86259542] ; [25.86259542  2.13740458],0
b1,1,0.031348,4.633787,[50 53] ; [20  8],[55.03816794 47.96183206] ; [14.96183206 13.03816794],0
a5,1,0.036843,4.357649,[85 18] ; [18 10],[80.98473282 22.01526718] ; [22.01526718  5.98473282],0
v4,1,0.038005,4.304816,[95  8] ; [22  6],[91.99236641 11.00763359] ; [25.00763359  2.99236641],0
r1,1,0.052675,3.754197,[81 22] ; [17 11],[77.05343511 25.94656489] ; [20.94656489  7.05343511],0
n1,1,0.05659,3.634615,[ 7 11] ; [7 2],[9.33333333 8.66666667] ; [4.66666667 4.33333333],0
a3,1,0.069559,3.29339,[80 23] ; [17 11],[76.26717557 26.73282443] ; [20.73282443  7.26717557],0
d2,1,0.151969,2.052379,[50 52] ; [18 10],[53.35384615 48.64615385] ; [14.64615385 13.35384615],0
s7,1,0.1528,2.044074,[67 35] ; [12 12],[63.95238095 38.04761905] ; [15.04761905  8.95238095],0
s1,1,0.154129,2.030901,[ 4 99] ; [ 3 25],[ 5.50381679 97.49618321] ; [ 1.49618321 26.50381679],0
r2,1,0.17197,1.865686,[93  9] ; [23  5],[91.01538462 10.98461538] ; [24.98461538  3.01538462],0
u2,1,0.180476,1.793698,[14  9] ; [4 7],[12.17647059 10.82352941] ; [5.82352941 5.17647059],0
p6,1,0.190458,1.714075,[46 54] ; [ 9 19],[42.96875 57.03125] ; [12.03125 15.96875],0
b2,1,0.195949,1.67231,[37 40] ; [ 6 13],[34.48958333 42.51041667] ; [ 8.51041667 10.48958333],0
b3,1,0.195949,1.67231,[37 40] ; [ 6 13],[34.48958333 42.51041667] ; [ 8.51041667 10.48958333],0
a6,1,0.200801,1.636537,[47 56] ; [ 9 19],[44.03053435 58.96946565] ; [11.96946565 16.03053435],0
p7,1,0.236418,1.401824,[77 25] ; [18 10],[74.53846154 27.46153846] ; [20.46153846  7.53846154],0
r4,1,0.240592,1.37712,[90 13] ; [22  6],[88.0610687 14.9389313] ; [23.9389313  4.0610687],0
p5,1,0.240637,1.376859,[21 82] ; [ 3 25],[18.87022901 84.12977099] ; [ 5.12977099 22.87022901],0
b5,1,0.264034,1.247481,[43 60] ; [15 13],[45.60305344 57.39694656] ; [12.39694656 15.60305344],0
v2,1,0.274401,1.194612,[54 45] ; [12 16],[51.4488189 47.5511811] ; [14.5511811 13.4488189],0
s4,1,0.283901,1.148322,[23 80] ; [ 9 19],[25.16030534 77.83969466] ; [ 6.83969466 21.16030534],0
a2,1,0.299129,1.078074,[10 93] ; [ 1 27],[ 8.64885496 94.35114504] ; [ 2.35114504 25.64885496],0
d3,1,0.306069,1.047563,[44 59] ; [15 13],[46.38931298 56.61068702] ; [12.61068702 15.38931298],0
n3,1,0.386476,0.75,[11  7] ; [7 2],[12.  6.] ; [6. 3.],0
p1,1,0.397001,0.717392,[12 90] ; [ 5 23],[13.33846154 88.66153846] ; [ 3.66153846 24.33846154],0
p12,1,0.417867,0.656305,[ 8 92] ; [ 1 27],[ 7.03125 92.96875] ; [ 1.96875 26.03125],0
d4,1,0.453526,0.561825,[81 21] ; [24  4],[82.38461538 19.61538462] ; [22.61538462  5.38461538],0
s2,1,0.490215,0.476054,[55 48] ; [17 11],[56.61068702 46.38931298] ; [15.38931298 12.61068702],0
p4,1,0.533159,0.388367,[76 27] ; [19  9],[74.69465649 28.30534351] ; [20.30534351  7.69465649],0
d1,1,0.593069,0.285577,[53 50] ; [16 12],[54.2519084 48.7480916] ; [14.7480916 13.2519084],0
d5,1,0.699252,0.149251,[80 22] ; [21  7],[79.24615385 22.75384615] ; [21.75384615  6.24615385],0
s3,1,0.807364,0.059452,[63 39] ; [18 10],[63.55384615 38.44615385] ; [17.44615385 10.55384615],0
a8,1,0.838616,0.041479,[12 87] ; [ 3 25],[11.69291339 87.30708661] ; [ 3.30708661 24.69291339],0
a4,1,0.864758,0.029009,[46 57] ; [12 16],[45.60305344 57.39694656] ; [12.39694656 15.60305344],0
s5,1,0.889663,0.019246,[46 50] ; [13 15],[45.67741935 50.32258065] ; [13.32258065 14.67741935],0
s6,1,0.893,0.018093,[73 26] ; [21  7],[73.27559055 25.72440945] ; [20.72440945  7.27559055],0
u3,1,0.896876,0.016798,[11 12] ; [5 6],[10.82352941 12.17647059] ; [5.17647059 5.82352941],0
u4,1,0.939085,0.00584,[ 4 99] ; [ 1 27],[ 3.93129771 99.06870229] ; [ 1.06870229 26.93129771],0
a1,1,0.948717,0.004137,[ 7 96] ; [ 2 26],[ 7.07633588 95.92366412] ; [ 1.92366412 26.07633588],0
v3,1,0.955644,0.003094,[46 55] ; [12 14],[46.12598425 54.87401575] ; [11.87401575 14.12598425],0
n2,1,1.0,0.0,[12  6] ; [6 3],[12.  6.] ; [6. 3.],0
