Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,34.037155,[19 86] ; [21  7],[31.57894737 73.42105263] ; [ 8.42105263 19.57894737],1
p2,1,0.46,0.545895,[75 34] ; [22  7],[76.61594203 32.38405797] ; [20.38405797  8.61594203],0
b1,1,0.46766,0.5275,[50 60] ; [11 18],[48.27338129 61.72661871] ; [12.72661871 16.27338129],0
v4,1,0.477771,0.503947,[87 22] ; [24  4],[88.31386861 20.68613139] ; [22.68613139  5.31386861],0
b5,1,0.515002,0.423891,[68 42] ; [16 13],[66.47482014 43.52517986] ; [17.52517986 11.47482014],0
u3,1,0.522592,0.408776,[22 43] ; [6 8],[23.03797468 41.96202532] ; [4.96202532 9.03797468],0
s4,1,0.546619,0.363408,[21 89] ; [ 7 22],[22.15827338 87.84172662] ; [ 5.84172662 23.15827338],0
a7,1,0.574694,0.314892,[59 50] ; [14 15],[57.65942029 51.34057971] ; [15.34057971 13.65942029],0
p5,1,0.605268,0.267123,[  8 100] ; [ 3 26],[ 8.67153285 99.32846715] ; [ 2.32846715 26.67153285],0
p12,1,0.614477,0.253706,[  5 104] ; [ 2 27],[  5.52898551 103.47101449] ; [ 1.47101449 27.52898551],0
a6,1,0.68273,0.167069,[56 54] ; [16 13],[56.97841727 53.02158273] ; [15.02158273 13.97841727],0
n4,1,0.704979,0.143344,[64 46] ; [18 11],[64.89208633 45.10791367] ; [17.10791367 11.89208633],0
d4,1,0.734252,0.115243,[53 57] ; [15 14],[53.81294964 56.18705036] ; [14.18705036 14.81294964],0
a4,1,0.820256,0.051627,[21 89] ; [ 5 24],[20.57553957 89.42446043] ; [ 5.42446043 23.57553957],0
n2,1,0.821692,0.050791,[27 11] ; [6 2],[27.26086957 10.73913043] ; [5.73913043 2.26086957],0
n3,1,0.821692,0.050791,[27 11] ; [6 2],[27.26086957 10.73913043] ; [5.73913043 2.26086957],0
b2,1,0.854723,0.033524,[19 40] ; [ 6 14],[18.67088608 40.32911392] ; [ 6.32911392 13.67088608],0
b3,1,0.854723,0.033524,[19 40] ; [ 6 14],[18.67088608 40.32911392] ; [ 6.32911392 13.67088608],0
r2,1,0.867419,0.027868,[79 30] ; [20  7],[79.34558824 29.65441176] ; [19.65441176  7.34558824],0
s5,1,0.933299,0.007005,[20 88] ; [ 5 21],[20.14925373 87.85074627] ; [ 4.85074627 21.14925373],0
n5,1,0.956686,0.00295,[72 37] ; [19 10],[71.87681159 37.12318841] ; [19.12318841  9.87681159],0
a8,1,0.974995,0.000982,[12 94] ; [ 3 23],[12.04545455 93.95454545] ; [ 2.95454545 23.04545455],0
