Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001224,10.453885,[42  7] ; [91 59],[32.74874372 16.25125628] ; [100.25125628  49.74874372],0
a8,1,0.003878,8.340163,[ 6 35] ; [  4 135],[ 2.27777778 38.72222222] ; [  7.72222222 131.27777778],0
p4,1,0.005897,7.581653,[32 17] ; [64 86],[23.63819095 25.36180905] ; [72.36180905 77.63819095],0
p6,1,0.01171,6.35419,[15 33] ; [ 22 126],[ 9.06122449 38.93877551] ; [ 27.93877551 120.06122449],0
p5,1,0.012927,6.179067,[ 7 42] ; [  6 141],[ 3.25 45.75] ; [  9.75 137.25],0
r4,1,0.016322,5.767858,[45  4] ; [114  36],[39.15075377  9.84924623] ; [119.84924623  30.15075377],0
p3,1,0.024758,5.040729,[23 25] ; [ 45 104],[16.56852792 31.43147208] ; [51.43147208 97.56852792],0
a7,1,0.03578,4.407536,[43  6] ; [109  40],[37.61616162 11.38383838] ; [114.38383838  34.61616162],0
n5,1,0.057773,3.600175,[39 10] ; [97 52],[33.65656566 15.34343434] ; [102.34343434  46.65656566],0
v1,1,0.058398,3.582306,[27 21] ; [58 85],[21.36125654 26.63874346] ; [63.63874346 79.36125654],0
p1,1,0.062911,3.458936,[ 8 41] ; [ 11 139],[ 4.67839196 44.32160804] ; [ 14.32160804 135.67839196],0
r1,1,0.073044,3.213266,[42  7] ; [109  40],[37.36868687 11.63131313] ; [113.63131313  35.36868687],0
v4,1,0.089467,2.883933,[47  2] ; [131  19],[43.82914573  5.17085427] ; [134.17085427  15.82914573],0
s2,1,0.09293,2.82287,[29 18] ; [71 78],[23.97959184 23.02040816] ; [76.02040816 72.97959184],0
s8,1,0.094418,2.797383,[24 23] ; [56 94],[19.08629442 27.91370558] ; [60.91370558 89.08629442],0
s7,1,0.114385,2.492563,[25 21] ; [57 82],[20.38918919 25.61081081] ; [61.61081081 77.38918919],0
a4,1,0.134565,2.239034,[25 24] ; [94 55],[29.44949495 19.55050505] ; [89.55050505 59.44949495],0
r3,1,0.159705,1.977017,[47  2] ; [133  16],[44.54545455  4.45454545] ; [135.45454545  13.54545455],0
p9,1,0.164141,1.935659,[39  9] ; [103  42],[35.31606218 12.68393782] ; [106.68393782  38.31606218],0
a5,1,0.177818,1.815767,[42  7] ; [115  35],[38.65829146 10.34170854] ; [118.34170854  31.65829146],0
n1,1,0.184498,1.761014,[9 6] ; [25 36],[6.71052632 8.28947368] ; [27.28947368 33.71052632],0
s3,1,0.190527,1.71354,[30 18] ; [77 72],[26.07106599 21.92893401] ; [80.92893401 68.07106599],0
p10,1,0.193202,1.693028,[36 12] ; [96 52],[32.32653061 15.67346939] ; [99.67346939 48.32653061],0
b4,1,0.200981,1.635233,[26 23] ; [95 55],[29.79396985 19.20603015] ; [91.20603015 58.79396985],0
d5,1,0.234003,1.416361,[47  2] ; [148   2],[48.01507538  0.98492462] ; [146.98492462   3.01507538],0
v3,1,0.25692,1.285276,[20 28] ; [45 93],[16.77419355 31.22580645] ; [48.22580645 89.77419355],0
n2,1,0.306482,1.045777,[11  4] ; [36 25],[9.27631579 5.72368421] ; [37.72368421 23.27631579],0
r2,1,0.336668,0.923077,[47  2] ; [135  12],[45.5  3.5] ; [136.5  10.5],0
n4,1,0.349501,0.875269,[38 11] ; [106  44],[35.45728643 13.54271357] ; [108.54271357  41.45728643],0
u4,1,0.388177,0.744646,[ 3 46] ; [  5 145],[ 1.96984925 47.03015075] ; [  6.03015075 143.96984925],0
s5,1,0.413789,0.667887,[10 36] ; [ 39 101],[12.11827957 33.88172043] ; [ 36.88172043 103.11827957],0
a1,1,0.416553,0.66002,[ 1 48] ; [  7 143],[ 1.96984925 47.03015075] ; [  6.03015075 143.96984925],0
b5,1,0.436702,0.604932,[29 20] ; [98 52],[31.27135678 17.72864322] ; [95.72864322 54.27135678],0
d2,1,0.442965,0.588589,[39 10] ; [109  38],[37. 12.] ; [111.  36.],0
v2,1,0.467873,0.526996,[29 20] ; [75 66],[26.82105263 22.17894737] ; [77.17894737 63.82105263],0
u3,1,0.515316,0.423257,[9 3] ; [24 13],[8.08163265 3.91836735] ; [24.91836735 12.08163265],0
n6,1,0.570041,0.322614,[41  8] ; [120  30],[39.64321608  9.35678392] ; [121.35678392  28.64321608],0
d3,1,0.594748,0.28299,[43  6] ; [127  23],[41.85929648  7.14070352] ; [128.14070352  21.85929648],0
s4,1,0.594789,0.282928,[ 6 42] ; [ 23 124],[ 7.13846154 40.86153846] ; [ 21.86153846 125.13846154],0
b2,1,0.726243,0.12259,[12 18] ; [35 61],[11.19047619 18.80952381] ; [35.80952381 60.19047619],0
b3,1,0.726243,0.12259,[12 18] ; [35 61],[11.19047619 18.80952381] ; [35.80952381 60.19047619],0
d4,1,0.728409,0.120578,[48  1] ; [147   2],[48.25757576  0.74242424] ; [146.74242424   2.25757576],0
p12,1,0.754692,0.09763,[ 5 44] ; [ 13 136],[ 4.45454545 44.54545455] ; [ 13.54545455 135.45454545],0
n3,1,0.811317,0.056991,[9 6] ; [38 22],[9.4 5.6] ; [37.6 22.4],0
u1,1,0.83349,0.044196,[12 37] ; [ 39 111],[12.55778894 36.44221106] ; [ 38.44221106 111.55778894],0
b1,1,0.853851,0.033932,[20 29] ; [59 91],[19.45226131 29.54773869] ; [59.54773869 90.45226131],0
a2,1,0.856117,0.032877,[15 34] ; [ 48 102],[15.51256281 33.48743719] ; [ 47.48743719 102.51256281],0
s6,1,0.894835,0.017474,[29 19] ; [91 57],[29.3877551 18.6122449] ; [90.6122449 57.3877551],0
u2,1,0.945013,0.004757,[7 5] ; [22 15],[7.10204082 4.89795918] ; [21.89795918 15.10204082],0
a3,1,0.980094,0.000623,[37 12] ; [113  37],[36.93467337 12.06532663] ; [113.06532663  36.93467337],0
s1,1,0.98652,0.000285,[ 2 47] ; [  6 143],[ 1.97979798 47.02020202] ; [  6.02020202 142.97979798],0
a6,1,0.994276,5.1e-05,[34 15] ; [104  46],[33.9798995 15.0201005] ; [104.0201005  45.9798995],0
p11,1,0.997228,1.2e-05,[32 17] ; [98 52],[32.01005025 16.98994975] ; [97.98994975 52.01005025],0
