Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,4e-06,21.280986,[24 91] ; [35 29],[37.90502793 77.09497207] ; [21.09497207 42.90502793],1
s2,1,1.9e-05,18.242078,[31 84] ; [38 26],[44.32960894 70.67039106] ; [24.67039106 39.32960894],1
s6,1,0.000154,14.328341,[54 60] ; [49 15],[65.96629213 48.03370787] ; [37.03370787 26.96629213],1
s3,1,0.00016,14.253641,[43 71] ; [43 21],[55.07865169 58.92134831] ; [30.92134831 33.07865169],1
p10,1,0.008136,7.003353,[70 46] ; [51 13],[77.97777778 38.02222222] ; [43.02222222 20.97777778],0
a2,1,0.008141,7.002155,[ 13 103] ; [17 47],[19.33333333 96.66666667] ; [10.66666667 53.33333333],0
a3,1,0.008552,6.913995,[66 50] ; [49 15],[74.11111111 41.88888889] ; [40.88888889 23.11111111],0
n4,1,0.011901,6.325524,[41 75] ; [35 29],[48.97777778 67.02222222] ; [27.02222222 36.97777778],0
s5,1,0.013,6.169101,[22 87] ; [23 38],[28.85294118 80.14705882] ; [16.14705882 44.85294118],0
s4,1,0.018698,5.529502,[ 16 100] ; [18 46],[21.91111111 94.08888889] ; [12.08888889 51.91111111],0
u1,1,0.024501,5.058788,[ 10 106] ; [13 51],[ 14.82222222 101.17777778] ; [ 8.17777778 55.82222222],0
p9,1,0.044579,4.034483,[78 38] ; [52 12],[83.77777778 32.22222222] ; [46.22222222 17.77777778],0
d2,1,0.055254,3.674394,[41 75] ; [32 32],[47.04444444 68.95555556] ; [25.95555556 38.04444444],0
p6,1,0.072407,3.227592,[24 90] ; [21 42],[28.98305085 85.01694915] ; [16.01694915 46.98305085],0
a5,1,0.077246,3.121921,[76 40] ; [50 14],[81.2 34.8] ; [44.8 19.2],0
r4,1,0.083404,2.997285,[104  12] ; [62  2],[106.97777778   9.02222222] ; [59.02222222  4.97777778],0
n6,1,0.089837,2.877291,[68 48] ; [45 18],[73.22905028 42.77094972] ; [39.77094972 23.22905028],0
p5,1,0.09803,2.737297,[  3 113] ; [ 5 58],[  5.18435754 110.81564246] ; [ 2.81564246 60.18435754],0
d5,1,0.113791,2.50077,[86 30] ; [54 10],[90.22222222 25.77777778] ; [49.77777778 14.22222222],0
d3,1,0.123583,2.371317,[76 40] ; [49 15],[80.55555556 35.44444444] ; [44.44444444 19.55555556],0
a8,1,0.141315,2.163585,[  6 101] ; [ 7 51],[ 8.43030303 98.56969697] ; [ 4.56969697 53.43030303],0
v1,1,0.154442,2.027822,[41 71] ; [30 33],[45.44 66.56] ; [25.56 37.44],0
p7,1,0.160068,1.973585,[57 57] ; [39 25],[61.48314607 52.51685393] ; [34.51685393 29.48314607],0
b2,1,0.180094,1.796845,[14 44] ; [15 26],[16.98989899 41.01010101] ; [12.01010101 28.98989899],0
b3,1,0.180094,1.796845,[14 44] ; [15 26],[16.98989899 41.01010101] ; [12.01010101 28.98989899],0
p4,1,0.219747,1.506022,[47 69] ; [32 32],[50.91111111 65.08888889] ; [28.08888889 35.91111111],0
u2,1,0.220671,1.5,[26 23] ; [10  4],[28. 21.] ; [8. 6.],0
u3,1,0.237822,1.393461,[27 21] ; [11  4],[28.95238095 19.04761905] ; [9.04761905 5.95238095],0
p3,1,0.306017,1.047788,[40 76] ; [27 37],[43.17777778 72.82222222] ; [23.82222222 40.17777778],0
p8,1,0.409219,0.681068,[47 69] ; [30 34],[49.62222222 66.37777778] ; [27.37777778 36.62222222],0
a4,1,0.429541,0.624063,[42 74] ; [27 37],[44.46666667 71.53333333] ; [24.53333333 39.46666667],0
b4,1,0.433335,0.613869,[73 43] ; [44 20],[75.4 40.6] ; [41.6 22.4],0
n3,1,0.436656,0.605054,[28  9] ; [12  2],[29.01960784  7.98039216] ; [10.98039216  3.01960784],0
d1,1,0.500342,0.454211,[61 55] ; [37 27],[63.15555556 52.84444444] ; [34.84444444 29.15555556],0
n1,1,0.506983,0.44029,[ 9 28] ; [ 5 10],[ 9.96153846 27.03846154] ; [ 4.03846154 10.96153846],0
b1,1,0.511781,0.430425,[40 76] ; [19 45],[38.02222222 77.97777778] ; [20.97777778 43.02222222],0
n2,1,0.514453,0.425,[25 11] ; [9 6],[24. 12.] ; [10.  5.],0
s1,1,0.523444,0.407102,[  6 110] ; [ 2 62],[  5.15555556 110.84444444] ; [ 2.84444444 61.15555556],0
