Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,106.041671,[  5 105] ; [181 111],[50.89552239 59.10447761] ; [135.10447761 156.89552239],1
v2,1,0.071456,3.249247,[31 73] ; [113 171],[38.59793814 65.40206186] ; [105.40206186 178.59793814],0
p8,1,0.07953,3.07448,[40 67] ; [137 153],[47.70528967 59.29471033] ; [129.29471033 160.70528967],0
s2,1,0.080246,3.059919,[30 80] ; [106 184],[37.4 72.6] ; [ 98.6 191.4],0
n3,1,0.104377,2.637363,[32 10] ; [48 30],[28. 14.] ; [52. 26.],0
s7,1,0.11081,2.542631,[28 79] ; [ 97 183],[34.56072351 72.43927649] ; [ 90.43927649 189.56072351],0
p6,1,0.139691,2.181357,[23 85] ; [ 82 204],[28.78172589 79.21827411] ; [ 76.21827411 209.78172589],0
p1,1,0.148279,2.089864,[ 10 100] ; [ 15 275],[  6.875 103.125] ; [ 18.125 271.875],0
s1,1,0.178043,1.813887,[  6 102] ; [  8 282],[  3.79899497 104.20100503] ; [ 10.20100503 279.79899497],0
s3,1,0.180141,1.79646,[42 66] ; [135 156],[47.90977444 60.09022556] ; [129.09022556 161.90977444],0
n6,1,0.188567,1.728777,[78 32] ; [224  66],[83.05 26.95] ; [218.95  71.05],0
p2,1,0.27307,1.201258,[80 30] ; [226  64],[84.15 25.85] ; [221.85  68.15],0
p3,1,0.291824,1.111186,[35 74] ; [110 181],[39.5125 69.4875] ; [105.4875 185.5125],0
s4,1,0.382184,0.763667,[18 91] ; [ 38 252],[15.29824561 93.70175439] ; [ 40.70175439 249.29824561],0
p5,1,0.451077,0.567943,[  4 105] ; [ 16 274],[  5.46365915 103.53634085] ; [ 14.53634085 275.46365915],0
b1,1,0.573983,0.316064,[49 61] ; [121 171],[46.51741294 63.48258706] ; [123.48258706 168.51741294],0
s8,1,0.586057,0.296545,[29 81] ; [ 85 207],[31.19402985 78.80597015] ; [ 82.80597015 209.19402985],0
b5,1,0.605663,0.266538,[67 43] ; [186 106],[69.22885572 40.77114428] ; [183.77114428 108.22885572],0
v1,1,0.643337,0.214404,[42 65] ; [105 181],[40.02290076 66.97709924] ; [106.97709924 179.02290076],0
p7,1,0.684255,0.165376,[57 52] ; [155 129],[58.79898219 50.20101781] ; [153.20101781 130.79898219],0
n1,1,0.793086,0.068804,[15 26] ; [27 52],[14.35 26.65] ; [27.65 51.35],0
n5,1,0.799537,0.064489,[75 34] ; [195  94],[73.94472362 35.05527638] ; [196.05527638  92.94472362],0
a8,1,0.908315,0.013263,[11 90] ; [ 31 243],[11.312 89.688] ; [ 30.688 243.312],0
a1,1,0.950826,0.003803,[  4 106] ; [ 11 281],[  4.10447761 105.89552239] ; [ 10.89552239 281.10447761],0
p12,1,0.982214,0.000497,[  3 107] ; [  8 281],[  3.03258145 106.96741855] ; [  7.96741855 281.03258145],0
n2,1,0.984078,0.000398,[27 15] ; [50 28],[26.95 15.05] ; [50.05 27.95],0
