Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,163.527231,[26 57] ; [274  16],[66.75603217 16.24396783] ; [233.24396783  56.75603217],1
p11,1,0.0,39.738307,[48 37] ; [255  37],[68.31564987 16.68435013] ; [234.68435013  57.31564987],1
p2,1,0.0,30.806288,[50 35] ; [250  40],[68. 17.] ; [232.  58.],1
p8,1,2.5e-05,17.749956,[23 61] ; [154 134],[39.96774194 44.03225806] ; [137.03225806 150.96774194],1
a5,1,2.7e-05,17.646209,[40 45] ; [209  83],[56.14058355 28.85941645] ; [192.85941645  99.14058355],1
d5,1,0.000118,14.831555,[53 32] ; [239  52],[66.0106383 18.9893617] ; [225.9893617  65.0106383],1
p4,1,0.000226,13.60175,[27 57] ; [160 131],[41.888 42.112] ; [145.112 145.888],1
d4,1,0.000561,11.901206,[55 29] ; [242  50],[66.35106383 17.64893617] ; [230.64893617  61.35106383],1
a7,1,0.000617,11.722957,[48 36] ; [221  69],[60.4171123 23.5828877] ; [208.5828877  81.4171123],1
r4,1,0.00069,11.514753,[65 20] ; [264  28],[74.17771883 10.82228117] ; [254.82228117  37.17771883],1
a6,1,0.000998,10.83132,[45 40] ; [210  82],[57.4933687 27.5066313] ; [197.5066313  94.4933687],1
v1,1,0.001148,10.572868,[28 56] ; [152 132],[41.08695652 42.91304348] ; [138.91304348 145.08695652],0
r2,1,0.002075,9.481759,[71 14] ; [269  17],[77.89757412  7.10242588] ; [262.10242588  23.89757412],0
n4,1,0.00227,9.317174,[51 34] ; [224  68],[62.00265252 22.99734748] ; [212.99734748  79.00265252],0
n5,1,0.003053,8.775474,[51 34] ; [222  69],[61.71542553 23.28457447] ; [211.28457447  79.71542553],0
d1,1,0.003619,8.4659,[34 51] ; [169 123],[45.76923077 39.23076923] ; [157.23076923 134.76923077],0
r3,1,0.007549,7.137528,[73 11] ; [276  14],[78.38502674  5.61497326] ; [270.61497326  19.38502674],0
p3,1,0.007878,7.060964,[24 61] ; [129 162],[34.58776596 50.41223404] ; [118.41223404 172.58776596],0
v2,1,0.010195,6.600555,[33 50] ; [153 121],[43.24369748 39.75630252] ; [142.75630252 131.24369748],0
d3,1,0.012715,6.208315,[46 39] ; [200  91],[55.61170213 29.38829787] ; [190.38829787 100.61170213],0
r1,1,0.013831,6.059605,[53 31] ; [222  68],[61.76470588 22.23529412] ; [213.23529412  76.76470588],0
s6,1,0.014849,5.934267,[33 51] ; [154 129],[42.80108992 41.19891008] ; [144.19891008 138.80108992],0
u2,1,0.015992,5.803709,[13 30] ; [57 53],[19.67320261 23.32679739] ; [50.32679739 59.67320261],0
p5,1,0.01777,5.618666,[ 1 84] ; [ 25 266],[ 5.87765957 79.12234043] ; [ 20.12234043 270.87765957],0
a3,1,0.024193,5.080776,[40 43] ; [181 111],[48.91466667 34.08533333] ; [172.08533333 119.91466667],0
b1,1,0.024249,5.076765,[38 47] ; [ 92 200],[29.31034483 55.68965517] ; [100.68965517 191.31034483],0
p7,1,0.038337,4.290018,[40 45] ; [172 116],[48.31099196 36.68900804] ; [163.68900804 124.31099196],0
p6,1,0.041551,4.153408,[15 68] ; [ 85 205],[22.25201072 60.74798928] ; [ 77.74798928 212.25201072],0
s5,1,0.043597,4.072084,[13 70] ; [ 74 206],[19.89256198 63.10743802] ; [ 67.10743802 212.89256198],0
v4,1,0.051592,3.788964,[76  9] ; [276  14],[79.78666667  5.21333333] ; [272.21333333  17.78666667],0
s2,1,0.056398,3.640263,[17 66] ; [ 90 198],[23.93800539 59.06199461] ; [ 83.06199461 204.93800539],0
s8,1,0.063687,3.438672,[10 74] ; [ 61 231],[15.86170213 68.13829787] ; [ 55.13829787 236.86170213],0
p12,1,0.1183,2.439684,[ 2 83] ; [ 20 271],[ 4.97340426 80.02659574] ; [ 17.02659574 273.97340426],0
s3,1,0.141685,2.159563,[24 58] ; [109 177],[29.63586957 52.36413043] ; [103.36413043 182.63586957],0
b2,1,0.144058,2.134064,[12 37] ; [53 95],[16.16751269 32.83248731] ; [48.83248731 99.16751269],0
b3,1,0.144058,2.134064,[12 37] ; [53 95],[16.16751269 32.83248731] ; [48.83248731 99.16751269],0
v3,1,0.160071,1.973559,[21 63] ; [ 93 188],[26.23561644 57.76438356] ; [ 87.76438356 193.23561644],0
b4,1,0.192094,1.70148,[46 39] ; [181 111],[51.18037135 33.81962865] ; [175.81962865 116.18037135],0
b5,1,0.234561,1.412991,[57 28] ; [175 117],[52.30769231 32.69230769] ; [179.69230769 112.30769231],0
u3,1,0.235095,1.409769,[19 26] ; [58 52],[22.35483871 22.64516129] ; [54.64516129 55.35483871],0
a4,1,0.247784,1.335755,[28 55] ; [119 173],[32.536 50.464] ; [114.464 177.536],0
s4,1,0.267056,1.231806,[ 9 74] ; [ 45 241],[12.14634146 70.85365854] ; [ 41.85365854 244.14634146],0
s1,1,0.346166,0.887461,[ 2 82] ; [  3 286],[ 1.12600536 82.87399464] ; [  3.87399464 285.12600536],0
a2,1,0.350192,0.87276,[12 73] ; [ 54 238],[14.8806366 70.1193634] ; [ 51.1193634 240.8806366],0
p1,1,0.3738,0.790993,[ 4 80] ; [ 22 269],[ 5.824 78.176] ; [ 20.176 270.824],0
u1,1,0.414658,0.665405,[ 8 77] ; [ 37 255],[10.14588859 74.85411141] ; [ 34.85411141 257.14588859],0
n2,1,0.564133,0.332599,[22  7] ; [42 18],[20.85393258  8.14606742] ; [43.14606742 16.85393258],0
u4,1,0.655617,0.198892,[ 1 84] ; [  2 289],[ 0.67819149 84.32180851] ; [  2.32180851 288.67819149],0
d2,1,0.770456,0.085134,[34 49] ; [124 166],[35.15817694 47.84182306] ; [122.84182306 167.15817694],0
n3,1,0.798407,0.065234,[22  7] ; [44 16],[21.50561798  7.49438202] ; [44.49438202 15.50561798],0
a8,1,0.902716,0.01494,[ 8 70] ; [ 29 241],[ 8.29310345 69.70689655] ; [ 28.70689655 241.29310345],0
n1,1,0.920743,0.0099,[ 9 20] ; [18 42],[ 8.79775281 20.20224719] ; [18.20224719 41.79775281],0
a1,1,0.962846,0.00217,[ 3 82] ; [ 10 282],[ 2.93103448 82.06896552] ; [ 10.06896552 281.93103448],0
