Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.022119,5.236439,[1 5] ; [17  8],[3.48387097 2.51612903] ; [14.51612903 10.48387097],0
p6,1,0.044136,4.051339,[1 5] ; [15  9],[3.2 2.8] ; [12.8 11.2],0
d3,1,0.044672,4.030984,[2 4] ; [19  6],[4.06451613 1.93548387] ; [16.93548387  8.06451613],0
a7,1,0.056468,3.638194,[1 5] ; [15 10],[3.09677419 2.90322581] ; [12.90322581 12.09677419],0
b1,1,0.056468,3.638194,[1 5] ; [15 10],[3.09677419 2.90322581] ; [12.90322581 12.09677419],0
p9,1,0.103332,2.653345,[2 4] ; [16  7],[3.72413793 2.27586207] ; [14.27586207  8.72413793],0
s7,1,0.121315,2.400259,[2 4] ; [15  7],[3.64285714 2.35714286] ; [13.35714286  8.64285714],0
d5,1,0.131521,2.274457,[3 3] ; [20  5],[4.4516129 1.5483871] ; [18.5483871  6.4516129],0
d2,1,0.162483,1.950969,[1 5] ; [12 13],[2.51612903 3.48387097] ; [10.48387097 14.51612903],0
s8,1,0.162483,1.950969,[1 5] ; [12 13],[2.51612903 3.48387097] ; [10.48387097 14.51612903],0
n3,1,0.20686,1.593266,[1 2] ; [8 3],[1.92857143 1.07142857] ; [7.07142857 3.92857143],0
r3,1,0.220671,1.5,[4 2] ; [21  3],[5. 1.] ; [20.  4.],0
p7,1,0.227107,1.458891,[2 4] ; [14  9],[3.31034483 2.68965517] ; [12.68965517 10.31034483],0
n4,1,0.238514,1.389356,[4 2] ; [10 15],[2.70967742 3.29032258] ; [11.29032258 13.70967742],0
u2,1,0.252244,1.310833,[3 2] ; [7 1],[3.84615385 1.15384615] ; [6.15384615 1.84615385],0
a4,1,0.283391,1.150758,[1 5] ; [10 15],[2.12903226 3.87096774] ; [ 8.87096774 16.12903226],0
v1,1,0.283391,1.150758,[1 5] ; [10 15],[2.12903226 3.87096774] ; [ 8.87096774 16.12903226],0
p8,1,0.302557,1.062891,[1 5] ; [ 9 14],[2.06896552 3.93103448] ; [ 7.93103448 15.06896552],0
b4,1,0.318415,0.995444,[4 2] ; [11 14],[2.90322581 3.09677419] ; [12.09677419 12.90322581],0
p11,1,0.318415,0.995444,[4 2] ; [11 14],[2.90322581 3.09677419] ; [12.09677419 12.90322581],0
r2,1,0.36131,0.833333,[4 2] ; [20  4],[4.8 1.2] ; [19.2  4.8],0
r4,1,0.407933,0.684818,[3 3] ; [17  8],[3.87096774 2.12903226] ; [16.12903226  8.87096774],0
n5,1,0.407933,0.684818,[3 3] ; [ 8 17],[2.12903226 3.87096774] ; [ 8.87096774 16.12903226],0
s2,1,0.407933,0.684818,[3 3] ; [17  8],[3.87096774 2.12903226] ; [16.12903226  8.87096774],0
b5,1,0.411275,0.675111,[4 2] ; [12 13],[3.09677419 2.90322581] ; [12.90322581 12.09677419],0
p3,1,0.411275,0.675111,[2 4] ; [13 12],[2.90322581 3.09677419] ; [12.09677419 12.90322581],0
r1,1,0.516797,0.42028,[4 2] ; [13 12],[3.29032258 2.70967742] ; [13.70967742 11.29032258],0
p1,1,0.519043,0.415794,[1 5] ; [ 2 23],[0.58064516 5.41935484] ; [ 2.41935484 22.58064516],0
s5,1,0.594853,0.282828,[2 4] ; [10 12],[2.57142857 3.42857143] ; [ 9.42857143 12.57142857],0
p10,1,0.630209,0.231777,[3 3] ; [14  9],[3.51724138 2.48275862] ; [13.48275862  9.51724138],0
a6,1,0.634433,0.226097,[4 2] ; [14 11],[3.48387097 2.51612903] ; [14.51612903 10.48387097],0
s3,1,0.63893,0.220145,[4 2] ; [19  6],[4.4516129 1.5483871] ; [18.5483871  6.4516129],0
p4,1,0.763361,0.090643,[2 4] ; [10 15],[2.32258065 3.67741935] ; [ 9.67741935 15.32258065],0
a5,1,0.763361,0.090643,[2 4] ; [10 15],[2.32258065 3.67741935] ; [ 9.67741935 15.32258065],0
v3,1,0.819477,0.052083,[1 5] ; [ 5 19],[1.2 4.8] ; [ 4.8 19.2],0
v4,1,0.826581,0.048,[4 1] ; [21  4],[4.16666667 0.83333333] ; [20.83333333  4.16666667],0
n2,1,0.836813,0.042424,[2 1] ; [8 3],[2.14285714 0.85714286] ; [7.85714286 3.14285714],0
s6,1,1.0,0.0,[4 2] ; [16  8],[4. 2.] ; [16.  8.],0
