Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,25.176056,[36  8] ; [36 63],[22.15384615 21.84615385] ; [49.84615385 49.15384615],1
p4,1,1e-06,24.135946,[30 14] ; [25 75],[16.80555556 27.19444444] ; [38.19444444 61.80555556],1
p8,1,9.1e-05,15.320104,[29 15] ; [31 69],[18.33333333 25.66666667] ; [41.66666667 58.33333333],1
s7,1,0.000516,12.056891,[16 26] ; [12 85],[ 8.46043165 33.53956835] ; [19.53956835 77.46043165],1
s6,1,0.001676,9.87468,[24 20] ; [27 72],[15.69230769 28.30769231] ; [35.30769231 63.69230769],0
a5,1,0.002891,8.875043,[31 13] ; [44 57],[22.75862069 21.24137931] ; [52.24137931 48.75862069],0
r4,1,0.003917,8.321955,[39  5] ; [66 35],[31.86206897 12.13793103] ; [73.13793103 27.86206897],0
v1,1,0.011176,6.437176,[22 21] ; [29 71],[15.33566434 27.66433566] ; [35.66433566 64.33566434],0
p2,1,0.015238,5.888769,[36  7] ; [64 37],[29.86111111 13.13888889] ; [70.13888889 30.86111111],0
p9,1,0.016989,5.697495,[36  8] ; [61 38],[29.84615385 14.15384615] ; [67.15384615 31.84615385],0
n2,1,0.022169,5.232474,[10  1] ; [24 21],[6.67857143 4.32142857] ; [27.32142857 17.67857143],0
r2,1,0.02672,4.908805,[41  3] ; [78 22],[36.36111111  7.63888889] ; [82.63888889 17.36111111],0
p5,1,0.043559,4.073583,[ 5 39] ; [ 3 97],[ 2.44444444 41.55555556] ; [ 5.55555556 94.44444444],0
p10,1,0.045092,4.015179,[32 12] ; [55 45],[26.58333333 17.41666667] ; [60.41666667 39.58333333],0
s4,1,0.062614,3.466765,[10 34] ; [11 90],[ 6.37241379 37.62758621] ; [14.62758621 86.37241379],0
p6,1,0.091337,2.850658,[10 31] ; [13 88],[ 6.64084507 34.35915493] ; [16.35915493 84.64084507],0
a7,1,0.100003,2.705496,[34 10] ; [64 37],[29.73793103 14.26206897] ; [68.26206897 32.73793103],0
u3,1,0.11128,2.535949,[11  5] ; [21 25],[8.25806452 7.74193548] ; [23.74193548 22.25806452],0
v4,1,0.128698,2.308138,[41  3] ; [83 16],[38.15384615  5.84615385] ; [85.84615385 13.15384615],0
s8,1,0.130737,2.28373,[ 9 35] ; [11 89],[ 6.11111111 37.88888889] ; [13.88888889 86.11111111],0
p1,1,0.133917,2.246505,[ 3 40] ; [ 2 99],[ 1.49305556 41.50694444] ; [ 3.50694444 97.49305556],0
r1,1,0.139543,2.182993,[33 11] ; [63 38],[29.13103448 14.86896552] ; [66.86896552 34.13103448],0
s5,1,0.149414,2.078221,[10 34] ; [13 86],[ 7.07692308 36.92307692] ; [15.92307692 83.07692308],0
p11,1,0.154613,2.026137,[32 12] ; [61 40],[28.22068966 15.77931034] ; [64.77931034 36.22068966],0
b5,1,0.164179,1.935304,[22 22] ; [63 38],[25.79310345 18.20689655] ; [59.20689655 41.79310345],0
