Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.00046,12.272891,[93 10] ; [17 10],[87.15384615 15.84615385] ; [22.84615385  4.15384615],1
p2,1,0.001367,10.250344,[92 11] ; [18 10],[86.48854962 16.51145038] ; [23.51145038  4.48854962],0
p10,1,0.003974,8.295693,[87 15] ; [17 11],[81.6 20.4] ; [22.4  5.6],0
u3,1,0.006719,7.346671,[20 18] ; [ 1 11],[15.96 22.04] ; [5.04 6.96],0
s8,1,0.02839,4.804248,[46 58] ; [ 6 22],[40.96969697 63.03030303] ; [11.03030303 16.96969697],0
p7,1,0.044579,4.034483,[72 26] ; [15 13],[67.66666667 30.33333333] ; [19.33333333  8.66666667],0
v2,1,0.062716,3.464076,[53 46] ; [ 9 18],[48.71428571 50.28571429] ; [13.28571429 13.71428571],0
s6,1,0.079389,3.077361,[62 39] ; [12 16],[57.9379845 43.0620155] ; [16.0620155 11.9379845],0
n5,1,0.11203,2.525354,[69 35] ; [14 14],[65.39393939 38.60606061] ; [17.60606061 10.39393939],0
r3,1,0.150004,2.072214,[100   4] ; [25  3],[98.48484848  5.51515152] ; [26.51515152  1.48484848],0
n2,1,0.151191,2.06019,[14  6] ; [11  1],[15.625  4.375] ; [9.375 2.625],0
s7,1,0.161938,1.956035,[45 56] ; [ 8 19],[41.8203125 59.1796875] ; [11.1796875 15.8203125],0
n1,1,0.179452,1.802153,[ 6 14] ; [6 5],[ 7.74193548 12.25806452] ; [4.25806452 6.74193548],0
n6,1,0.183444,1.769502,[86 18] ; [20  8],[83.51515152 20.48484848] ; [22.48484848  5.51515152],0
p3,1,0.214651,1.539775,[35 69] ; [ 6 22],[32.3030303 71.6969697] ; [ 8.6969697 19.3030303],0
r4,1,0.222567,1.487743,[94 10] ; [23  5],[92.18181818 11.81818182] ; [24.81818182  3.18181818],0
u2,1,0.223733,1.480263,[17 21] ; [3 9],[15.2 22.8] ; [4.8 7.2],0
a8,1,0.246771,1.341494,[18 78] ; [ 2 21],[16.13445378 79.86554622] ; [ 3.86554622 19.13445378],0
a5,1,0.270253,1.21546,[71 33] ; [16 12],[68.54545455 35.45454545] ; [18.45454545  9.54545455],0
b5,1,0.291438,1.112968,[63 41] ; [20  8],[65.39393939 38.60606061] ; [17.60606061 10.39393939],0
b1,1,0.291957,1.110577,[37 67] ; [ 7 21],[34.66666667 69.33333333] ; [ 9.33333333 18.66666667],0
s4,1,0.300185,1.073371,[15 88] ; [ 2 26],[13.36641221 89.63358779] ; [ 3.63358779 24.36641221],0
s2,1,0.323177,0.976045,[48 56] ; [10 18],[45.6969697 58.3030303] ; [12.3030303 15.6969697],0
a4,1,0.325534,0.966583,[32 72] ; [11 16],[34.13740458 69.86259542] ; [ 8.86259542 18.13740458],0
a7,1,0.434054,0.611951,[74 30] ; [22  6],[75.63636364 28.36363636] ; [20.36363636  7.63636364],0
p5,1,0.436418,0.605682,[ 8 95] ; [ 1 27],[ 7.07633588 95.92366412] ; [ 1.92366412 26.07633588],0
r2,1,0.436418,0.605682,[95  8] ; [27  1],[95.92366412  7.07633588] ; [26.07633588  1.92366412],0
n3,1,0.501138,0.452525,[14  6] ; [7 5],[13.125  6.875] ; [7.875 4.125],0
d5,1,0.51447,0.424966,[77 27] ; [19  9],[75.63636364 28.36363636] ; [20.36363636  7.63636364],0
a2,1,0.529136,0.396051,[17 87] ; [ 6 22],[18.12121212 85.87878788] ; [ 4.87878788 23.12121212],0
a6,1,0.535193,0.384523,[69 34] ; [17 11],[67.61832061 35.38167939] ; [18.38167939  9.61832061],0
s5,1,0.539072,0.377263,[31 69] ; [ 7 21],[29.6875 70.3125] ; [ 8.3125 19.6875],0
d2,1,0.540663,0.374313,[38 66] ; [12 16],[39.39393939 64.60606061] ; [10.60606061 17.39393939],0
d1,1,0.544022,0.368137,[49 55] ; [15 13],[50.42424242 53.57575758] ; [13.57575758 14.42424242],0
r1,1,0.550973,0.355577,[79 25] ; [19  8],[77.80152672 26.19847328] ; [20.19847328  6.80152672],0
p1,1,0.569401,0.323685,[11 91] ; [ 2 26],[10.2 91.8] ; [ 2.8 25.2],0
s1,1,0.633046,0.227952,[ 5 98] ; [ 2 26],[ 5.50381679 97.49618321] ; [ 1.49618321 26.50381679],0
v4,1,0.633046,0.227952,[98  5] ; [26  2],[97.49618321  5.50381679] ; [26.50381679  1.49618321],0
a3,1,0.644229,0.213254,[66 37] ; [16 11],[64.96923077 38.03076923] ; [17.03076923  9.96923077],0
v3,1,0.646153,0.210784,[35 67] ; [ 8 19],[34. 68.] ; [ 9. 18.],0
u1,1,0.692578,0.156309,[12 92] ; [ 4 24],[12.60606061 91.39393939] ; [ 3.39393939 24.60606061],0
