Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.002989,8.814292,[21 45] ; [11  4],[26.07407407 39.92592593] ; [5.92592593 9.07407407],0
d3,1,0.004427,8.1,[22 44] ; [11  4],[26.88888889 39.11111111] ; [6.11111111 8.88888889],0
s5,1,0.004889,7.919911,[13 51] ; [8 6],[17.23076923 46.76923077] ; [ 3.76923077 10.23076923],0
d2,1,0.005168,7.819549,[26 39] ; [12  3],[30.875 34.125] ; [7.125 7.875],0
n5,1,0.009637,6.700855,[45 20] ; [ 5 10],[40.625 24.375] ; [9.375 5.625],0
p3,1,0.024317,5.071851,[19 46] ; [9 6],[22.75 42.25] ; [5.25 9.75],0
a4,1,0.033773,4.506163,[20 45] ; [9 6],[23.5625 41.4375] ; [5.4375 9.5625],0
p1,1,0.039108,4.256182,[ 3 63] ; [ 3 12],[ 4.88888889 61.11111111] ; [ 1.11111111 13.88888889],0
p6,1,0.052979,3.744583,[11 53] ; [6 9],[13.7721519 50.2278481] ; [ 3.2278481 11.7721519],0
d5,1,0.056068,3.650023,[35 31] ; [12  3],[38.2962963 27.7037037] ; [8.7037037 6.2962963],0
s6,1,0.067497,3.342857,[27 38] ; [9 4],[30. 35.] ; [6. 7.],0
s1,1,0.082854,3.008003,[ 4 62] ; [ 3 12],[ 5.7037037 60.2962963] ; [ 1.2962963 13.7037037],0
n4,1,0.098632,2.727529,[45 20] ; [7 8],[42.25 22.75] ; [9.75 5.25],0
r4,1,0.151894,2.053128,[35 31] ; [11  4],[37.48148148 28.51851852] ; [8.51851852 6.48148148],0
u2,1,0.172848,1.858065,[ 9 22] ; [3 2],[10.33333333 20.66666667] ; [1.66666667 3.33333333],0
b3,1,0.179738,1.799793,[16 21] ; [2 8],[14.17021277 22.82978723] ; [3.82978723 6.17021277],0
b2,1,0.179738,1.799793,[16 21] ; [2 8],[14.17021277 22.82978723] ; [3.82978723 6.17021277],0
s2,1,0.183661,1.767748,[23 43] ; [8 7],[25.25925926 40.74074074] ; [5.74074074 9.25925926],0
s3,1,0.21248,1.554451,[27 37] ; [9 6],[29.16455696 34.83544304] ; [6.83544304 8.16455696],0
n6,1,0.214267,1.54236,[41 23] ; [7 8],[38.88607595 25.11392405] ; [9.11392405 5.88607595],0
a6,1,0.224916,1.472727,[24 42] ; [ 3 12],[22. 44.] ; [ 5. 10.],0
u3,1,0.230744,1.436271,[10 21] ; [3 2],[11.19444444 19.80555556] ; [1.80555556 3.19444444],0
d4,1,0.251505,1.314924,[42 23] ; [12  3],[43.875 21.125] ; [10.125  4.875],0
n2,1,0.281984,1.157503,[18 10] ; [5 6],[16.51282051 11.48717949] ; [6.48717949 4.51282051],0
v3,1,0.314836,1.01028,[18 44] ; [6 8],[19.57894737 42.42105263] ; [4.42105263 9.57894737],0
b1,1,0.35684,0.848984,[40 26] ; [11  4],[41.55555556 24.44444444] ; [9.44444444 5.55555556],0
a5,1,0.362213,0.830205,[31 35] ; [9 6],[32.59259259 33.40740741] ; [7.40740741 7.59259259],0
b5,1,0.362213,0.830205,[35 31] ; [6 9],[33.40740741 32.59259259] ; [7.59259259 7.40740741],0
a3,1,0.36694,0.814001,[35 30] ; [10  5],[36.5625 28.4375] ; [8.4375 6.5625],0
b4,1,0.380577,0.768837,[39 27] ; [7 8],[37.48148148 28.51851852] ; [8.51851852 6.48148148],0
v1,1,0.39169,0.73369,[25 40] ; [ 4 11],[23.5625 41.4375] ; [5.4375 9.5625],0
v4,1,0.408295,0.683761,[50 15] ; [10  5],[48.75 16.25] ; [11.25  3.75],0
s7,1,0.416632,0.659796,[20 41] ; [5 6],[21.18055556 39.81944444] ; [3.81944444 7.18055556],0
p7,1,0.434114,0.61179,[27 37] ; [8 7],[28.35443038 35.64556962] ; [6.64556962 8.35443038],0
n3,1,0.446805,0.578743,[13 13] ; [7 4],[14.05405405 11.94594595] ; [5.94594595 5.05405405],0
p10,1,0.491343,0.473584,[26 39] ; [7 7],[27.15189873 37.84810127] ; [5.84810127 8.15189873],0
p2,1,0.541586,0.372609,[36 29] ; [7 8],[34.9375 30.0625] ; [8.0625 6.9375],0
s8,1,0.574575,0.315087,[17 48] ; [ 5 10],[17.875 47.125] ; [ 4.125 10.875],0
a1,1,0.644355,0.213092,[ 7 59] ; [ 1 14],[ 6.51851852 59.48148148] ; [ 1.48148148 13.51851852],0
p9,1,0.667124,0.184985,[31 32] ; [6 8],[30.27272727 32.72727273] ; [6.72727273 7.27272727],0
p4,1,0.669349,0.182364,[26 38] ; [7 8],[26.73417722 37.26582278] ; [6.26582278 8.73417722],0
n1,1,0.710644,0.137634,[12 16] ; [4 7],[11.48717949 16.51282051] ; [4.51282051 6.48717949],0
p8,1,0.754632,0.09768,[19 46] ; [ 5 10],[19.5 45.5] ; [ 4.5 10.5],0
v2,1,0.857491,0.032245,[24 40] ; [6 9],[24.30379747 39.69620253] ; [5.69620253 9.30379747],0
r2,1,0.893895,0.01779,[50 15] ; [11  3],[50.18987342 14.81012658] ; [10.81012658  3.18987342],0
a2,1,0.929844,0.007751,[ 4 62] ; [ 1 14],[ 4.07407407 61.92592593] ; [ 0.92592593 14.07407407],0
r1,1,0.983063,0.000451,[35 31] ; [8 7],[35.03703704 30.96296296] ; [7.96296296 7.03703704],0
r3,1,1.0,0.0,[44 22] ; [10  5],[44. 22.] ; [10.  5.],0
