Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.008902,6.842396,[18 10] ; [ 9 21],[13.03448276 14.96551724] ; [13.96551724 16.03448276],0
d5,1,0.016172,5.784066,[20  8] ; [12 18],[15.44827586 12.55172414] ; [16.55172414 13.44827586],0
a6,1,0.01841,5.556689,[18 10] ; [10 20],[13.51724138 14.48275862] ; [14.48275862 15.51724138],0
d3,1,0.036707,4.363942,[17 11] ; [10 20],[13.03448276 14.96551724] ; [13.96551724 16.03448276],0
d4,1,0.086221,2.943544,[21  7] ; [16 14],[17.86206897 10.13793103] ; [19.13793103 10.86206897],0
a4,1,0.106875,2.599836,[11 17] ; [ 6 24],[ 8.20689655 19.79310345] ; [ 8.79310345 21.20689655],0
n3,1,0.133348,2.253089,[7 3] ; [5 8],[5.2173913 4.7826087] ; [6.7826087 6.2173913],0
s2,1,0.151552,2.056557,[ 4 24] ; [ 9 21],[ 6.27586207 21.72413793] ; [ 6.72413793 23.27586207],0
s5,1,0.155913,2.013429,[ 2 26] ; [ 6 24],[ 3.86206897 24.13793103] ; [ 4.13793103 25.86206897],0
u3,1,0.15789,1.994317,[4 8] ; [ 2 15],[2.48275862 9.51724138] ; [ 3.51724138 13.48275862],0
p11,1,0.177574,1.817811,[18 10] ; [14 16],[15.44827586 12.55172414] ; [16.55172414 13.44827586],0
d1,1,0.180889,1.790306,[10 18] ; [ 6 24],[ 7.72413793 20.27586207] ; [ 8.27586207 21.72413793],0
p1,1,0.185627,1.751986,[ 1 27] ; [ 4 26],[ 2.4137931 25.5862069] ; [ 2.5862069 27.4137931],0
r3,1,0.187084,1.740433,[19  8] ; [16 14],[16.57894737 10.42105263] ; [18.42105263 11.57894737],0
v2,1,0.188311,1.730779,[12 15] ; [ 8 21],[ 9.64285714 17.35714286] ; [10.35714286 18.64285714],0
n4,1,0.191702,1.70449,[12 16] ; [18 12],[14.48275862 13.51724138] ; [15.51724138 14.48275862],0
a8,1,0.224213,1.477204,[ 5 22] ; [ 2 25],[ 3.5 23.5] ; [ 3.5 23.5],0
p6,1,0.226556,1.462352,[ 6 21] ; [ 3 26],[ 4.33928571 22.66071429] ; [ 4.66071429 24.33928571],0
a3,1,0.22979,1.442159,[16 11] ; [13 17],[13.73684211 13.26315789] ; [15.26315789 14.73684211],0
p10,1,0.235533,1.407132,[14 14] ; [10 19],[11.78947368 16.21052632] ; [12.21052632 16.78947368],0
p8,1,0.258822,1.275049,[10 17] ; [ 7 23],[ 8.05263158 18.94736842] ; [ 8.94736842 21.05263158],0
p12,1,0.267642,1.228792,[ 3 25] ; [ 1 29],[ 1.93103448 26.06896552] ; [ 2.06896552 27.93103448],0
a1,1,0.341052,0.906471,[ 4 24] ; [ 2 28],[ 2.89655172 25.10344828] ; [ 3.10344828 26.89655172],0
