Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,49.775007,[ 77 172] ; [67 24],[105.45882353 143.54117647] ; [38.54117647 52.45882353],1
a3,1,0.003523,8.514806,[171  84] ; [78 16],[181.93409742  73.06590258] ; [67.06590258 26.93409742],0
s8,1,0.011373,6.406008,[ 78 177] ; [42 51],[ 87.93103448 167.06896552] ; [32.06896552 60.93103448],0
p12,1,0.0177,5.625626,[  7 247] ; [ 8 85],[ 10.97982709 243.02017291] ; [ 4.02017291 88.97982709],0
r3,1,0.035884,4.402589,[227  26] ; [90  3],[231.79479769  21.20520231] ; [85.20520231  7.79479769],0
n4,1,0.045268,4.008633,[175  80] ; [74 19],[182.45689655  72.54310345] ; [66.54310345 26.45689655],0
a2,1,0.052592,3.756839,[ 51 204] ; [28 66],[ 57.72206304 197.27793696] ; [21.27793696 72.72206304],0
n3,1,0.080435,3.056096,[50 29] ; [22  5],[53.66037736 25.33962264] ; [18.33962264  8.66037736],0
n2,1,0.087072,2.927695,[51 29] ; [22  5],[54.57943925 25.42056075] ; [18.42056075  8.57943925],0
b4,1,0.098664,2.727005,[146 109] ; [63 31],[152.70773639 102.29226361] ; [56.29226361 37.70773639],0
s7,1,0.122934,2.379532,[ 98 147] ; [44 45],[104.16167665 140.83832335] ; [37.83832335 51.16167665],0
n6,1,0.135235,2.23136,[197  56] ; [80 14],[201.96253602  51.03746398] ; [75.03746398 18.96253602],0
n5,1,0.143664,2.138269,[154  97] ; [65 28],[159.79360465  91.20639535] ; [59.20639535 33.79360465],0
p10,1,0.150935,2.062777,[182  72] ; [73 19],[187.19653179  66.80346821] ; [67.80346821 24.19653179],0
d2,1,0.162393,1.951804,[124 129] ; [54 40],[129.78097983 123.21902017] ; [48.21902017 45.78097983],0
v4,1,0.173677,1.850914,[225  29] ; [87  6],[228.38040346  25.61959654] ; [83.61959654  9.38040346],0
p1,1,0.17872,1.808236,[ 14 239] ; [ 9 85],[ 16.76945245 236.23054755] ; [ 6.23054755 87.76945245],0
b3,1,0.185113,1.756086,[43 96] ; [24 35],[47.03535354 91.96464646] ; [19.96464646 39.03535354],0
b2,1,0.185113,1.756086,[43 96] ; [24 35],[47.03535354 91.96464646] ; [19.96464646 39.03535354],0
p7,1,0.199151,1.648587,[131 118] ; [55 36],[136.21764706 112.78235294] ; [49.78235294 41.21764706],0
p3,1,0.233176,1.421383,[ 96 159] ; [42 52],[100.83094556 154.16905444] ; [37.16905444 56.83094556],0
a1,1,0.240395,1.378278,[ 11 244] ; [ 7 87],[ 13.15186246 241.84813754] ; [ 4.84813754 89.15186246],0
u1,1,0.273497,1.199124,[ 39 216] ; [19 75],[ 42.3782235 212.6217765] ; [15.6217765 78.3782235],0
r4,1,0.273824,1.197489,[210  45] ; [82 12],[213.35243553  41.64756447] ; [78.64756447 15.35243553],0
b1,1,0.27396,1.196813,[106 149] ; [33 61],[101.56160458 153.43839542] ; [37.43839542 56.56160458],0
s2,1,0.277091,1.181301,[109 145] ; [46 47],[113.45821326 140.54178674] ; [41.54178674 51.45821326],0
p5,1,0.288915,1.124671,[ 16 239] ; [ 9 85],[ 18.26647564 236.73352436] ; [ 6.73352436 87.26647564],0
r2,1,0.303706,1.057849,[224  25] ; [87  6],[226.42982456  22.57017544] ; [84.57017544  8.42982456],0
d1,1,0.328726,0.953909,[162  93] ; [65 29],[165.85959885  89.14040115] ; [61.14040115 32.85959885],0
s6,1,0.334069,0.933062,[146 106] ; [58 33],[149.87755102 102.12244898] ; [54.12244898 36.87755102],0
a6,1,0.340481,0.908619,[168  87] ; [67 27],[171.70487106  83.29512894] ; [63.29512894 30.70487106],0
r1,1,0.370293,0.802682,[191  63] ; [75 19],[194.14942529  59.85057471] ; [71.85057471 22.14942529],0
n1,1,0.37896,0.774073,[28 53] ; [ 6 18],[26.22857143 54.77142857] ; [ 7.77142857 16.22857143],0
a5,1,0.433609,0.613138,[179  76] ; [70 24],[181.93409742  73.06590258] ; [67.06590258 26.93409742],0
s1,1,0.440403,0.595233,[ 10 245] ; [ 2 89],[  8.84393064 246.15606936] ; [ 3.15606936 87.84393064],0
a4,1,0.446755,0.578871,[110 144] ; [45 49],[113.13218391 140.86781609] ; [41.86781609 52.13218391],0
a8,1,0.486089,0.485171,[ 25 217] ; [11 73],[ 26.72392638 215.27607362] ; [ 9.27607362 74.72392638],0
s5,1,0.515474,0.422939,[ 64 181] ; [27 64],[ 66.35416667 178.64583333] ; [24.64583333 66.35416667],0
p9,1,0.576212,0.312398,[190  63] ; [71 20],[191.95639535  61.04360465] ; [69.04360465 21.95639535],0
p8,1,0.592896,0.285844,[109 145] ; [42 49],[111.17101449 142.82898551] ; [39.82898551 51.17101449],0
p4,1,0.623651,0.24077,[129 125] ; [43 47],[127. 127.] ; [45. 45.],0
u2,1,0.672658,0.178508,[46 35] ; [10  6],[46.7628866 34.2371134] ; [9.2371134 6.7628866],0
p2,1,0.732648,0.116694,[191  63] ; [69 25],[189.77011494  64.22988506] ; [70.22988506 23.77011494],0
d5,1,0.73325,0.116148,[216  39] ; [81 13],[217.00573066  37.99426934] ; [79.99426934 14.00573066],0
