Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000159,14.265756,[46 46] ; [56 15],[57.57055215 34.42944785] ; [44.42944785 26.57055215],1
a1,1,0.025471,4.991575,[ 2 96] ; [ 7 64],[ 5.21893491 92.78106509] ; [ 3.78106509 67.21893491],0
p1,1,0.038498,4.282888,[ 4 94] ; [ 9 62],[ 7.53846154 90.46153846] ; [ 5.46153846 65.53846154],0
n2,1,0.044277,4.045954,[30  5] ; [9 6],[27.3  7.7] ; [11.7  3.3],0
s7,1,0.045219,4.010446,[35 61] ; [35 32],[41.22699387 54.77300613] ; [28.77300613 38.22699387],0
s1,1,0.067095,3.352694,[ 3 94] ; [ 7 64],[ 5.77380952 91.22619048] ; [ 4.22619048 66.77380952],0
s8,1,0.07618,3.144561,[32 65] ; [33 38],[37.5297619 59.4702381] ; [27.4702381 43.5297619],0
r2,1,0.07842,3.097337,[89  7] ; [70  1],[91.4011976  4.5988024] ; [67.5988024  3.4011976],0
n6,1,0.079773,3.069512,[67 29] ; [58 13],[71.85628743 24.14371257] ; [53.14371257 17.85628743],0
s2,1,0.114787,2.48704,[40 57] ; [38 33],[45.03571429 51.96428571] ; [32.96428571 38.03571429],0
s5,1,0.130854,2.282346,[34 60] ; [17 51],[29.59259259 64.40740741] ; [21.40740741 46.59259259],0
d3,1,0.14656,2.107689,[54 44] ; [47 24],[58.56804734 39.43195266] ; [42.43195266 28.56804734],0
p11,1,0.149963,2.072626,[66 32] ; [55 16],[70.16568047 27.83431953] ; [50.83431953 20.16568047],0
n1,1,0.150401,2.068184,[17 18] ; [ 4 11],[14.7 20.3] ; [6.3 8.7],0
a3,1,0.153843,2.033727,[76 21] ; [48 22],[72.0239521 24.9760479] ; [51.9760479 18.0239521],0
b4,1,0.163097,1.945278,[53 45] ; [46 25],[57.40828402 40.59171598] ; [41.59171598 29.40828402],0
p3,1,0.166346,1.915572,[25 72] ; [25 45],[29.04191617 67.95808383] ; [20.95808383 49.04191617],0
s4,1,0.187349,1.73834,[18 78] ; [ 8 63],[14.94610778 81.05389222] ; [11.05389222 59.94610778],0
p7,1,0.209759,1.573089,[44 50] ; [37 28],[47.88679245 46.11320755] ; [33.11320755 31.88679245],0
u2,1,0.220015,1.504274,[11 11] ; [15  7],[13.  9.] ; [13.  9.],0
n4,1,0.227401,1.457041,[64 33] ; [53 18],[67.55357143 29.44642857] ; [49.44642857 21.55357143],0
a7,1,0.239186,1.385382,[59 39] ; [49 22],[62.62721893 35.37278107] ; [45.37278107 25.62721893],0
b5,1,0.242946,1.363416,[62 36] ; [51 20],[65.52662722 32.47337278] ; [47.47337278 23.52662722],0
a4,1,0.259671,1.27051,[38 59] ; [34 37],[41.57142857 55.42857143] ; [30.42857143 40.57142857],0
p2,1,0.268861,1.222549,[76 22] ; [49 21],[72.91666667 25.08333333] ; [52.08333333 17.91666667],0
r4,1,0.318904,0.993437,[80 18] ; [62  9],[82.34319527 15.65680473] ; [59.65680473 11.34319527],0
a5,1,0.336521,0.923641,[65 33] ; [52 19],[67.84615385 30.15384615] ; [49.15384615 21.84615385],0
p10,1,0.342178,0.902256,[67 28] ; [54 16],[69.66666667 25.33333333] ; [51.33333333 18.66666667],0
d5,1,0.377447,0.779001,[70 28] ; [55 16],[72.4852071 25.5147929] ; [52.5147929 18.4852071],0
s6,1,0.378795,0.77461,[59 37] ; [47 22],[61.67272727 34.32727273] ; [44.32727273 24.67272727],0
u4,1,0.382683,0.762067,[ 1 97] ; [ 2 69],[ 1.73964497 96.26035503] ; [ 1.26035503 69.73964497],0
b1,1,0.414359,0.666259,[34 64] ; [29 42],[36.53254438 61.46745562] ; [26.46745562 44.53254438],0
p6,1,0.463765,0.536794,[17 75] ; [16 53],[18.85714286 73.14285714] ; [14.14285714 54.85714286],0
d4,1,0.51221,0.429551,[76 22] ; [58 13],[77.70414201 20.29585799] ; [56.29585799 14.70414201],0
r1,1,0.526072,0.401973,[79 18] ; [55 16],[77.36904762 19.63095238] ; [56.63095238 14.36904762],0
a8,1,0.557165,0.344636,[13 77] ; [12 55],[14.33121019 75.66878981] ; [10.66878981 56.33121019],0
p12,1,0.581007,0.30461,[ 6 90] ; [ 3 67],[ 5.20481928 90.79518072] ; [ 3.79518072 66.20481928],0
n5,1,0.597695,0.278487,[66 31] ; [51 20],[67.55357143 29.44642857] ; [49.44642857 21.55357143],0
d1,1,0.605426,0.26689,[43 55] ; [34 37],[44.65088757 53.34911243] ; [32.34911243 38.65088757],0
p5,1,0.624206,0.24,[ 4 94] ; [ 4 66],[ 4.66666667 93.33333333] ; [ 3.33333333 66.66666667],0
n3,1,0.640131,0.218571,[24 11] ; [12  4],[24.70588235 10.29411765] ; [11.29411765  4.70588235],0
a6,1,0.667436,0.184615,[62 36] ; [42 28],[60.66666667 37.33333333] ; [43.33333333 26.66666667],0
p9,1,0.743722,0.106883,[74 21] ; [56 14],[74.84848485 20.15151515] ; [55.15151515 14.84848485],0
b2,1,0.76324,0.090739,[28 29] ; [17 20],[27.28723404 29.71276596] ; [17.71276596 19.28723404],0
b3,1,0.76324,0.090739,[28 29] ; [17 20],[27.28723404 29.71276596] ; [17.71276596 19.28723404],0
u1,1,0.773082,0.083144,[11 87] ; [ 9 62],[11.59763314 86.40236686] ; [ 8.40236686 62.59763314],0
a2,1,0.780749,0.077475,[19 79] ; [15 56],[19.71597633 78.28402367] ; [14.28402367 56.71597633],0
r3,1,0.836383,0.042651,[87  9] ; [65  6],[87.37724551  8.62275449] ; [64.62275449  6.37724551],0
s3,1,0.843157,0.039147,[52 44] ; [39 31],[52.62650602 43.37349398] ; [38.37349398 31.62650602],0
u3,1,0.884055,0.021267,[11 11] ; [12 11],[11.24444444 10.75555556] ; [11.75555556 11.24444444],0
p8,1,0.889144,0.019429,[33 63] ; [23 46],[32.58181818 63.41818182] ; [23.41818182 45.58181818],0
d2,1,0.921482,0.009715,[38 60] ; [27 44],[37.69230769 60.30769231] ; [27.30769231 43.69230769],0
v4,1,0.950802,0.003807,[89  7] ; [66  5],[89.10179641  6.89820359] ; [65.89820359  5.10179641],0
