Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,41.59851,[66 14] ; [ 8 30],[50.16949153 29.83050847] ; [23.83050847 14.16949153],1
r3,1,0.0,37.336465,[76  4] ; [17 20],[63.58974359 16.41025641] ; [29.41025641  7.58974359],1
r2,1,0.0,36.331652,[77  3] ; [19 19],[65.08474576 14.91525424] ; [30.91525424  7.08474576],1
p11,1,3e-06,21.787144,[65 15] ; [15 24],[53.78151261 26.21848739] ; [26.21848739 12.78151261],1
s3,1,0.000179,14.044449,[44 33] ; [ 8 31],[34.51724138 42.48275862] ; [17.48275862 21.51724138],1
a6,1,0.000266,13.298946,[49 31] ; [10 29],[39.66386555 40.33613445] ; [19.33613445 19.66386555],1
n6,1,0.000701,11.486222,[62 18] ; [17 20],[54.01709402 25.98290598] ; [24.98290598 12.01709402],1
v2,1,0.000759,11.337764,[35 40] ; [ 5 31],[27.02702703 47.97297297] ; [12.97297297 23.02702703],1
s6,1,0.001912,9.631741,[42 37] ; [ 9 30],[34.1440678 44.8559322] ; [16.8559322 22.1440678],0
p9,1,0.003917,8.321759,[58 21] ; [17 20],[51.07758621 27.92241379] ; [23.92241379 13.07758621],0
u3,1,0.005591,7.677643,[24 19] ; [ 5 19],[18.6119403 24.3880597] ; [10.3880597 13.6119403],0
a5,1,0.010521,6.544432,[38 42] ; [ 9 30],[31.59663866 48.40336134] ; [15.40336134 23.59663866],0
v3,1,0.010843,6.490939,[28 50] ; [ 5 33],[22.18965517 55.81034483] ; [10.81034483 27.18965517],0
n2,1,0.010888,6.483519,[20  1] ; [14  8],[16.60465116  4.39534884] ; [17.39534884  4.60465116],0
a7,1,0.018069,5.589474,[46 34] ; [13 25],[40. 40.] ; [19. 19.],0
s2,1,0.024492,5.059459,[30 48] ; [ 7 32],[24.66666667 53.33333333] ; [12.33333333 26.66666667],0
p7,1,0.025045,5.02079,[36 42] ; [ 9 28],[30.52173913 47.47826087] ; [14.47826087 22.52173913],0
p10,1,0.026574,4.918302,[51 29] ; [16 22],[45.42372881 34.57627119] ; [21.57627119 16.42372881],0
s8,1,0.031854,4.606356,[19 60] ; [ 3 36],[14.72881356 64.27118644] ; [ 7.27118644 31.72881356],0
p3,1,0.034171,4.486146,[19 61] ; [ 3 36],[14.78991597 65.21008403] ; [ 7.21008403 31.78991597],0
p6,1,0.04625,3.972482,[18 60] ; [ 3 35],[14.12068966 63.87931034] ; [ 6.87931034 31.12068966],0
d3,1,0.046653,3.957877,[31 49] ; [ 8 31],[26.21848739 53.78151261] ; [12.78151261 26.21848739],0
s5,1,0.048358,3.897513,[20 57] ; [ 4 35],[15.93103448 61.06896552] ; [ 8.06896552 30.93103448],0
u2,1,0.049523,3.857531,[22 21] ; [ 6 17],[18.24242424 24.75757576] ; [ 9.75757576 13.24242424],0
s7,1,0.082868,3.007739,[25 50] ; [ 7 32],[21.05263158 53.94736842] ; [10.94736842 28.05263158],0
p8,1,0.097541,2.745299,[28 51] ; [ 8 31],[24.10169492 54.89830508] ; [11.89830508 27.10169492],0
v1,1,0.154831,2.024002,[34 44] ; [11 26],[30.52173913 47.47826087] ; [14.47826087 22.52173913],0
s1,1,0.156175,2.010878,[ 3 75] ; [ 4 34],[ 4.70689655 73.29310345] ; [ 2.29310345 35.70689655],0
a1,1,0.156803,2.004788,[ 3 77] ; [ 4 35],[ 4.70588235 75.29411765] ; [ 2.29411765 36.70588235],0
n3,1,0.204545,1.609618,[14  5] ; [12 10],[12.04878049  6.95121951] ; [13.95121951  8.04878049],0
a8,1,0.209381,1.5757,[10 66] ; [ 2 35],[ 8.07079646 67.92920354] ; [ 3.92920354 33.07079646],0
d4,1,0.212494,1.554353,[40 39] ; [15 24],[36.8220339 42.1779661] ; [18.1779661 20.8220339],0
p1,1,0.225262,1.470529,[ 5 75] ; [ 5 34],[ 6.72268908 73.27731092] ; [ 3.27731092 35.72268908],0
b2,1,0.226466,1.46292,[15 28] ; [12 12],[17.32835821 25.67164179] ; [ 9.67164179 14.32835821],0
b3,1,0.226466,1.46292,[15 28] ; [12 12],[17.32835821 25.67164179] ; [ 9.67164179 14.32835821],0
a4,1,0.367016,0.813742,[13 66] ; [ 4 35],[11.38135593 67.61864407] ; [ 5.61864407 33.38135593],0
d2,1,0.36786,0.810881,[13 67] ; [ 9 30],[14.78991597 65.21008403] ; [ 7.21008403 31.78991597],0
n1,1,0.454107,0.560381,[ 9 12] ; [ 7 15],[ 7.81395349 13.18604651] ; [ 8.18604651 13.81395349],0
p2,1,0.523218,0.407545,[48 32] ; [21 18],[46.38655462 33.61344538] ; [22.61344538 16.38655462],0
a3,1,0.525174,0.403721,[37 42] ; [15 22],[35.4137931 43.5862069] ; [16.5862069 20.4137931],0
u1,1,0.534147,0.386496,[ 4 76] ; [ 1 38],[ 3.36134454 76.63865546] ; [ 1.63865546 37.36134454],0
n4,1,0.540626,0.37438,[51 29] ; [22 16],[49.49152542 30.50847458] ; [23.50847458 14.49152542],0
b5,1,0.601736,0.272385,[41 39] ; [18 21],[39.66386555 40.33613445] ; [19.33613445 19.66386555],0
b4,1,0.60601,0.266027,[43 37] ; [19 20],[41.68067227 38.31932773] ; [20.31932773 18.68067227],0
b1,1,0.706031,0.142273,[34 46] ; [18 21],[34.95798319 45.04201681] ; [17.04201681 21.95798319],0
p5,1,0.736182,0.113511,[ 3 77] ; [ 1 38],[ 2.68907563 77.31092437] ; [ 1.31092437 37.68907563],0
d1,1,0.736182,0.113511,[ 3 77] ; [ 1 38],[ 2.68907563 77.31092437] ; [ 1.31092437 37.68907563],0
p12,1,0.753756,0.098401,[ 3 77] ; [ 1 37],[ 2.71186441 77.28813559] ; [ 1.28813559 36.71186441],0
s4,1,0.790242,0.070754,[16 64] ; [ 7 32],[15.46218487 64.53781513] ; [ 7.53781513 31.46218487],0
n5,1,0.932933,0.007082,[52 28] ; [25 13],[52.20338983 27.79661017] ; [24.79661017 13.20338983],0
a2,1,0.983295,0.000438,[ 2 78] ; [ 1 38],[ 2.01680672 77.98319328] ; [ 0.98319328 38.01680672],0
