Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000814,11.209821,[575 139] ; [10 10],[569.0599455 144.9400545] ; [15.9400545  4.0599455],1
b1,1,0.008728,6.87774,[262 460] ; [13  7],[267.58760108 454.41239892] ; [ 7.41239892 12.58760108],0
p11,1,0.010378,6.568779,[570 152] ; [11  9],[565.33962264 156.66037736] ; [15.66037736  4.33962264],0
s2,1,0.02338,5.140056,[362 352] ; [ 5 15],[357. 357.] ; [10. 10.],0
p9,1,0.0244,5.065992,[597 114] ; [13  7],[593.31053352 117.68946648] ; [16.68946648  3.31053352],0
p7,1,0.035682,4.412255,[444 260] ; [ 8 12],[439.51381215 264.48618785] ; [12.48618785  7.51381215],0
p2,1,0.039916,4.22144,[596 124] ; [13  7],[592.54054054 127.45945946] ; [16.45945946  3.54054054],0
v1,1,0.045164,4.012508,[372 334] ; [ 6 14],[367.58677686 338.41322314] ; [10.41322314  9.58677686],0
n1,1,0.051171,3.802656,[58 99] ; [4 1],[60.08641975 96.91358025] ; [1.91358025 3.08641975],0
r1,1,0.054641,3.693006,[614 104] ; [14  6],[610.98102981 107.01897019] ; [17.01897019  2.98102981],0
a5,1,0.058202,3.587904,[534 188] ; [11  9],[530.30997305 191.69002695] ; [14.69002695  5.30997305],0
n5,1,0.076451,3.138778,[523 194] ; [11  9],[519.50881954 197.49118046] ; [14.49118046  5.50881954],0
u3,1,0.081476,3.035216,[130  82] ; [2 5],[127.78082192  84.21917808] ; [4.21917808 2.78082192],0
n6,1,0.086483,2.938649,[606 113] ; [14  6],[603.22056834 115.77943166] ; [16.77943166  3.22056834],0
a2,1,0.120292,2.413511,[182 540] ; [ 2 18],[179.04043127 542.95956873] ; [ 4.95956873 15.04043127],0
a8,1,0.121305,2.400388,[ 90 564] ; [ 5 14],[ 92.3179792 561.6820208] ; [ 2.6820208 16.3179792],0
a6,1,0.154634,2.025934,[503 217] ; [11  9],[500.10810811 219.89189189] ; [13.89189189  6.10810811],0
s7,1,0.210438,1.568407,[318 372] ; [ 6 13],[315.31734838 374.68265162] ; [ 8.68265162 10.31734838],0
r2,1,0.239789,1.381833,[707  12] ; [18  1],[706.33468835  12.66531165] ; [18.66531165  0.33468835],0
s8,1,0.240174,1.379573,[310 408] ; [ 6 14],[307.43631436 410.56368564] ; [ 8.56368564 11.43631436],0
b4,1,0.289611,1.12143,[420 302] ; [14  6],[422.30188679 299.69811321] ; [11.69811321  8.30188679],0
u4,1,0.299567,1.076121,[ 13 709] ; [ 1 19],[ 13.62264151 708.37735849] ; [ 0.37735849 19.62264151],0
p4,1,0.304599,1.053951,[406 312] ; [ 9 11],[403.75338753 314.24661247] ; [11.24661247  8.75338753],0
s6,1,0.330992,0.945012,[473 238] ; [10  8],[471.07407407 239.92592593] ; [11.92592593  6.07407407],0
d5,1,0.338561,0.915871,[587 132] ; [18  2],[588.62652233 130.37347767] ; [16.37347767  3.62652233],0
a4,1,0.352956,0.862801,[327 392] ; [ 7 13],[324.96075778 394.03924222] ; [ 9.03924222 10.96075778],0
a7,1,0.357076,0.84815,[534 186] ; [13  7],[532.21621622 187.78378378] ; [14.78378378  5.21621622],0
p8,1,0.371045,0.80016,[356 354] ; [ 8 12],[354.02739726 355.97260274] ; [ 9.97260274 10.02739726],0
s5,1,0.428333,0.627338,[216 482] ; [ 4 14],[214.46927374 483.53072626] ; [ 5.53072626 12.46927374],0
v2,1,0.442056,0.590939,[390 302] ; [13  7],[391.67977528 300.32022472] ; [11.32022472  8.67977528],0
u2,1,0.47771,0.504086,[119  92] ; [3 4],[118.08256881  92.91743119] ; [3.91743119 3.08256881],0
b5,1,0.488615,0.479575,[452 270] ; [11  9],[450.52021563 271.47978437] ; [12.47978437  7.52021563],0
p3,1,0.543004,0.370001,[338 383] ; [ 8 12],[336.66126856 384.33873144] ; [ 9.33873144 10.66126856],0
d2,1,0.543772,0.368593,[346 373] ; [11  9],[347.33829499 371.66170501] ; [ 9.66170501 10.33829499],0
v3,1,0.563567,0.333566,[264 429] ; [ 6 13],[262.79494382 430.20505618] ; [ 7.20505618 11.79494382],0
n4,1,0.571851,0.319595,[543 176] ; [14  6],[541.9255751 177.0744249] ; [15.0744249  4.9255751],0
a3,1,0.584466,0.29907,[508 211] ; [13  7],[506.89986468 212.10013532] ; [14.10013532  5.89986468],0
d3,1,0.650661,0.205068,[502 218] ; [13  7],[501.08108108 218.91891892] ; [13.91891892  6.08108108],0
b2,1,0.675276,0.175493,[151 271] ; [5 7],[151.68663594 270.31336406] ; [4.31336406 7.68663594],0
b3,1,0.675276,0.175493,[151 271] ; [5 7],[151.68663594 270.31336406] ; [4.31336406 7.68663594],0
p6,1,0.703678,0.144674,[242 468] ; [ 6 14],[241.20547945 468.79452055] ; [ 6.79452055 13.20547945],0
d1,1,0.738588,0.111371,[424 298] ; [11  9],[423.27493261 298.72506739] ; [11.72506739  8.27493261],0
d4,1,0.748185,0.103062,[592 128] ; [17  3],[592.54054054 127.45945946] ; [16.45945946  3.54054054],0
s4,1,0.780489,0.077663,[124 589] ; [ 3 17],[123.53478854 589.46521146] ; [ 3.46521146 16.53478854],0
p1,1,0.834132,0.043851,[ 44 673] ; [ 1 19],[ 43.77883311 673.22116689] ; [ 1.22116689 18.77883311],0
p12,1,0.932731,0.007125,[ 41 676] ; [ 1 18],[ 40.91576087 676.08423913] ; [ 1.08423913 17.91576087],0
s3,1,0.950712,0.003821,[396 315] ; [11  9],[395.86456908 315.13543092] ; [11.13543092  8.86456908],0
