Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000438,12.363769,[17  8] ; [19 49],[ 9.67741935 15.32258065] ; [26.32258065 41.67741935],1
s2,1,0.002448,9.179187,[14 12] ; [15 54],[ 7.93684211 18.06315789] ; [21.06315789 47.93684211],0
s7,1,0.037953,4.307149,[10 13] ; [13 49],[ 6.22352941 16.77647059] ; [16.77647059 45.22352941],0
s6,1,0.043214,4.087009,[14 10] ; [24 45],[ 9.80645161 14.19354839] ; [28.19354839 40.80645161],0
n3,1,0.046588,3.960221,[11  3] ; [14 16],[7.95454545 6.04545455] ; [17.04545455 12.95454545],0
b4,1,0.046697,3.956274,[ 8 18] ; [37 32],[12.31578947 13.68421053] ; [32.68421053 36.31578947],0
s8,1,0.056644,3.63301,[ 8 17] ; [10 59],[ 4.78723404 20.21276596] ; [13.21276596 55.78723404],0
p9,1,0.068535,3.317754,[13 12] ; [20 44],[ 9.26966292 15.73033708] ; [23.73033708 40.26966292],0
u3,1,0.084433,2.977444,[6 3] ; [ 8 16],[3.81818182 5.18181818] ; [10.18181818 13.81818182],0
p1,1,0.089698,2.879779,[ 5 21] ; [ 5 64],[ 2.73684211 23.26315789] ; [ 7.26315789 61.73684211],0
r3,1,0.110131,2.552346,[19  6] ; [40 29],[15.69148936  9.30851064] ; [43.30851064 25.69148936],0
d3,1,0.14293,2.146127,[17  9] ; [33 35],[13.82978723 12.17021277] ; [36.17021277 31.82978723],0
p6,1,0.143506,2.13996,[ 6 19] ; [ 8 60],[ 3.76344086 21.23655914] ; [10.23655914 57.76344086],0
v2,1,0.160512,1.969394,[12 12] ; [23 45],[ 9.13043478 14.86956522] ; [25.86956522 42.13043478],0
a4,1,0.160573,1.968822,[14 11] ; [27 41],[11.02150538 13.97849462] ; [29.97849462 38.02150538],0
v4,1,0.170359,1.879783,[20  5] ; [45 24],[17.28723404  7.71276596] ; [47.71276596 21.28723404],0
d5,1,0.196957,1.664796,[16 10] ; [51 17],[18.53191489  7.46808511] ; [48.46808511 19.53191489],0
r4,1,0.200586,1.638102,[17  9] ; [35 34],[14.23157895 11.76842105] ; [37.76842105 31.23157895],0
n2,1,0.206677,1.594549,[10  4] ; [17 16],[8.04255319 5.95744681] ; [18.95744681 14.04255319],0
p7,1,0.229123,1.446295,[ 9 16] ; [16 52],[ 6.72043011 18.27956989] ; [18.27956989 49.72043011],0
r1,1,0.261019,1.263343,[17  8] ; [38 31],[14.62765957 10.37234043] ; [40.37234043 28.62765957],0
a8,1,0.277715,1.178236,[ 4 19] ; [ 6 60],[ 2.58426966 20.41573034] ; [ 7.41573034 58.58426966],0
b5,1,0.302112,1.06485,[17  9] ; [37 32],[14.77894737 11.22105263] ; [39.22105263 29.77894737],0
r2,1,0.314211,1.012894,[22  3] ; [52 14],[20.32967033  4.67032967] ; [53.67032967 12.32967033],0
a5,1,0.326163,0.964074,[19  7] ; [43 26],[16.96842105  9.03157895] ; [45.03157895 23.96842105],0
v3,1,0.371753,0.797798,[ 9 15] ; [18 47],[ 7.28089888 16.71910112] ; [19.71910112 45.28089888],0
a2,1,0.388943,0.742243,[ 7 19] ; [13 56],[ 5.47368421 20.52631579] ; [14.52631579 54.47368421],0
n4,1,0.390255,0.738147,[12 13] ; [40 29],[13.82978723 11.17021277] ; [38.17021277 30.82978723],0
s5,1,0.397642,0.715445,[ 6 17] ; [12 55],[ 4.6 18.4] ; [13.4 53.6],0
n6,1,0.425856,0.634097,[15 10] ; [35 34],[13.29787234 11.70212766] ; [36.70212766 32.29787234],0
p4,1,0.428268,0.627516,[ 7 19] ; [13 54],[ 5.59139785 20.40860215] ; [14.40860215 52.59139785],0
d4,1,0.434998,0.609441,[17  9] ; [50 18],[18.53191489  7.46808511] ; [48.46808511 19.53191489],0
p8,1,0.436851,0.604541,[ 6 20] ; [11 57],[ 4.70212766 21.29787234] ; [12.29787234 55.70212766],0
u1,1,0.476706,0.50639,[ 4 22] ; [ 7 62],[ 3.01052632 22.98947368] ; [ 7.98947368 61.01052632],0
u2,1,0.554563,0.349206,[4 5] ; [ 8 16],[3.27272727 5.72727273] ; [ 8.72727273 15.27272727],0
n1,1,0.555067,0.348317,[7 7] ; [13 19],[6.08695652 7.91304348] ; [13.91304348 18.08695652],0
s1,1,0.571687,0.319868,[ 4 21] ; [ 8 61],[ 3.19148936 21.80851064] ; [ 8.80851064 60.19148936],0
a7,1,0.688003,0.161256,[16  9] ; [41 28],[15.15957447  9.84042553] ; [41.84042553 27.15957447],0
p10,1,0.704841,0.143484,[ 9 16] ; [21 45],[ 8.24175824 16.75824176] ; [21.75824176 44.24175824],0
p3,1,0.816133,0.054066,[ 6 19] ; [15 54],[ 5.58510638 19.41489362] ; [15.41489362 53.58510638],0
a6,1,0.836605,0.042534,[14 12] ; [35 33],[13.55319149 12.44680851] ; [35.44680851 32.55319149],0
a1,1,0.843927,0.038759,[ 3 23] ; [ 9 60],[ 3.28421053 22.71578947] ; [ 8.71578947 60.28421053],0
a3,1,0.868639,0.027353,[17  8] ; [45 23],[16.66666667  8.33333333] ; [45.33333333 22.66666667],0
d1,1,0.884285,0.021182,[12 14] ; [33 36],[12.31578947 13.68421053] ; [32.68421053 36.31578947],0
b2,1,0.898203,0.016367,[5 8] ; [19 28],[5.2 7.8] ; [18.8 28.2],0
b3,1,0.898203,0.016367,[5 8] ; [19 28],[5.2 7.8] ; [18.8 28.2],0
b1,1,0.914739,0.011462,[14 12] ; [38 31],[14.23157895 11.76842105] ; [37.76842105 31.23157895],0
n5,1,0.9363,0.006387,[14 11] ; [38 31],[13.82978723 11.17021277] ; [38.17021277 30.82978723],0
d2,1,0.948492,0.004173,[13 13] ; [34 33],[13.13978495 12.86021505] ; [33.86021505 33.13978495],0
s4,1,0.965488,0.001872,[ 5 21] ; [13 56],[ 4.92631579 21.07368421] ; [13.07368421 55.92631579],0
