Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3.6e-05,17.048989,[ 1 53] ; [4 6],[ 4.21875 49.78125] ; [0.78125 9.21875],1
s7,1,0.001665,9.886268,[ 7 43] ; [5 3],[10.34482759 39.65517241] ; [1.65517241 6.34482759],0
s2,1,0.002964,8.829388,[ 9 45] ; [6 4],[12.65625 41.34375] ; [2.34375 7.65625],0
p2,1,0.008392,6.947866,[19 35] ; [8 2],[22.78125 31.21875] ; [4.21875 5.78125],0
r3,1,0.011131,6.444265,[19 33] ; [8 2],[22.64516129 29.35483871] ; [4.35483871 5.64516129],0
p11,1,0.032732,4.559731,[14 40] ; [6 4],[16.875 37.125] ; [3.125 6.875],0
s3,1,0.036378,4.379315,[14 39] ; [6 4],[16.82539683 36.17460317] ; [3.17460317 6.82539683],0
p8,1,0.040656,4.190302,[ 7 46] ; [4 6],[ 9.25396825 43.74603175] ; [1.74603175 8.25396825],0
v4,1,0.05657,3.635197,[25 28] ; [8 2],[27.76190476 25.23809524] ; [5.23809524 4.76190476],0
p7,1,0.073823,3.195906,[12 41] ; [5 5],[14.3015873 38.6984127] ; [2.6984127 7.3015873],0
p4,1,0.093941,2.805511,[13 41] ; [5 5],[15.1875 38.8125] ; [2.8125 7.1875],0
p3,1,0.131199,2.278265,[10 44] ; [4 6],[11.8125 42.1875] ; [2.1875 7.8125],0
v2,1,0.173459,1.852792,[17 36] ; [5 4],[18.80645161 34.19354839] ; [3.19354839 5.80645161],0
b5,1,0.178597,1.809261,[31 23] ; [8 2],[32.90625 21.09375] ; [6.09375 3.90625],0
u2,1,0.235605,1.406699,[ 8 17] ; [3 2],[ 9.16666667 15.83333333] ; [1.83333333 3.16666667],0
d4,1,0.237147,1.397473,[32 21] ; [8 2],[33.65079365 19.34920635] ; [6.34920635 3.65079365],0
s4,1,0.242341,1.366927,[ 8 46] ; [3 7],[ 9.28125 44.71875] ; [1.71875 8.28125],0
p9,1,0.262692,1.254515,[12 40] ; [4 6],[13.41935484 38.58064516] ; [2.58064516 7.41935484],0
n3,1,0.368261,0.809524,[13 15] ; [4 2],[14. 14.] ; [3. 3.],0
r2,1,0.384488,0.756303,[26 25] ; [6 3],[27.2 23.8] ; [4.8 4.2],0
n6,1,0.422321,0.643846,[24 28] ; [6 4],[25.16129032 26.83870968] ; [4.83870968 5.16129032],0
v3,1,0.424951,0.636583,[10 43] ; [3 7],[10.93650794 42.06349206] ; [2.06349206 7.93650794],0
a2,1,0.434967,0.609524,[ 6 48] ; [2 8],[ 6.75 47.25] ; [1.25 8.75],0
d1,1,0.44025,0.595632,[20 34] ; [5 5],[21.09375 32.90625] ; [3.90625 6.09375],0
b1,1,0.456409,0.554686,[31 23] ; [7 3],[32.0625 21.9375] ; [5.9375 4.0625],0
d5,1,0.456409,0.554686,[31 23] ; [7 3],[32.0625 21.9375] ; [5.9375 4.0625],0
b4,1,0.491119,0.474074,[28 26] ; [4 6],[27. 27.] ; [5. 5.],0
a5,1,0.491119,0.474074,[28 26] ; [4 6],[27. 27.] ; [5. 5.],0
d3,1,0.491119,0.474074,[28 26] ; [4 6],[27. 27.] ; [5. 5.],0
s6,1,0.515763,0.422357,[16 38] ; [4 6],[16.875 37.125] ; [3.125 6.875],0
a6,1,0.561085,0.33783,[27 27] ; [6 4],[27.84375 26.15625] ; [5.15625 4.84375],0
a1,1,0.593803,0.284444,[ 9 45] ; [1 9],[ 8.4375 45.5625] ; [1.5625 8.4375],0
d2,1,0.653214,0.201872,[22 30] ; [5 5],[22.64516129 29.35483871] ; [4.35483871 5.64516129],0
a7,1,0.653214,0.201872,[22 30] ; [5 5],[22.64516129 29.35483871] ; [4.35483871 5.64516129],0
v1,1,0.692093,0.156828,[14 38] ; [3 6],[14.49180328 37.50819672] ; [2.50819672 6.49180328],0
b3,1,0.708992,0.139286,[12 23] ; [1 3],[11.66666667 23.33333333] ; [1.33333333 2.66666667],0
b2,1,0.708992,0.139286,[12 23] ; [1 3],[11.66666667 23.33333333] ; [1.33333333 2.66666667],0
a4,1,0.713359,0.134945,[18 35] ; [4 6],[18.50793651 34.49206349] ; [3.49206349 6.50793651],0
u3,1,0.745939,0.104975,[ 7 19] ; [1 4],[ 6.70967742 19.29032258] ; [1.29032258 3.70967742],0
n2,1,0.749139,0.102256,[12 16] ; [3 3],[12.35294118 15.64705882] ; [2.64705882 3.35294118],0
n5,1,0.757798,0.095094,[29 24] ; [6 4],[29.44444444 23.55555556] ; [5.55555556 4.44444444],0
r1,1,0.757798,0.095094,[13 40] ; [2 8],[12.61904762 40.38095238] ; [2.38095238 7.61904762],0
u1,1,0.779006,0.078745,[ 4 50] ; [1 9],[ 4.21875 49.78125] ; [0.78125 9.21875],0
a3,1,0.82335,0.049835,[28 24] ; [5 5],[27.67741935 24.32258065] ; [5.32258065 4.67741935],0
s5,1,0.862291,0.030088,[ 8 46] ; [1 7],[ 7.83870968 46.16129032] ; [1.16129032 6.83870968],0
n4,1,0.92914,0.007908,[31 22] ; [6 4],[31.12698413 21.87301587] ; [5.87301587 4.12698413],0
n1,1,0.954891,0.0032,[ 9 19] ; [2 4],[ 9.05882353 18.94117647] ; [1.94117647 4.05882353],0
s1,1,0.955398,0.003128,[ 5 48] ; [1 9],[ 5.04761905 47.95238095] ; [0.95238095 9.04761905],0
