Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2.6e-05,17.655952,[45  1] ; [6 5],[41.15789474  4.84210526] ; [9.84210526 1.15789474],1
r1,1,0.0001,15.14153,[39  7] ; [3 8],[33.89473684 12.10526316] ; [8.10526316 2.89473684],1
r2,1,0.00019,13.924608,[44  2] ; [6 5],[40.35087719  5.64912281] ; [9.64912281 1.35087719],1
v4,1,0.00019,13.924608,[44  2] ; [6 5],[40.35087719  5.64912281] ; [9.64912281 1.35087719],1
u3,1,0.018028,5.59339,[15  8] ; [1 6],[12.26666667 10.73333333] ; [3.73333333 3.26666667],0
a5,1,0.07972,3.0706,[30 16] ; [4 7],[27.43859649 18.56140351] ; [6.56140351 4.43859649],0
n2,1,0.142041,2.155711,[10  1] ; [3 2],[8.9375 2.0625] ; [4.0625 0.9375],0
d5,1,0.153189,2.040204,[35 11] ; [6 5],[33.0877193 12.9122807] ; [7.9122807 3.0877193],0
v2,1,0.155286,2.019539,[23 22] ; [3 8],[20.89285714 24.10714286] ; [5.10714286 5.89285714],0
p11,1,0.173975,1.848353,[23 23] ; [3 8],[20.98245614 25.01754386] ; [5.01754386 5.98245614],0
s8,1,0.174038,1.847811,[13 32] ; [ 1 10],[11.25 33.75] ; [2.75 8.25],0
s6,1,0.201749,1.629671,[26 19] ; [4 7],[24.10714286 20.89285714] ; [5.89285714 5.10714286],0
d3,1,0.217165,1.523004,[24 22] ; [8 3],[25.8245614 20.1754386] ; [6.1754386 4.8245614],0
a7,1,0.226459,1.462964,[30 16] ; [5 6],[28.24561404 17.75438596] ; [6.75438596 4.24561404],0
p10,1,0.22748,1.456549,[12 34] ; [ 1 10],[10.49122807 35.50877193] ; [2.50877193 8.49122807],0
d4,1,0.22748,1.456549,[34 12] ; [10  1],[35.50877193 10.49122807] ; [8.49122807 2.50877193],0
u2,1,0.228052,1.452972,[10 13] ; [1 5],[ 8.72413793 14.27586207] ; [2.27586207 3.72413793],0
n5,1,0.229025,1.446904,[26 20] ; [4 7],[24.21052632 21.78947368] ; [5.78947368 5.21052632],0
a4,1,0.235372,1.408103,[17 29] ; [2 9],[15.33333333 30.66666667] ; [3.66666667 7.33333333],0
d2,1,0.267374,1.23017,[21 25] ; [3 8],[19.36842105 26.63157895] ; [4.63157895 6.36842105],0
s5,1,0.317128,1.000754,[11 34] ; [1 9],[ 9.81818182 35.18181818] ; [2.18181818 7.81818182],0
n3,1,0.350201,0.872727,[9 2] ; [3 2],[8.25 2.75] ; [3.75 1.25],0
a6,1,0.352248,0.865343,[28 18] ; [5 6],[26.63157895 19.36842105] ; [6.36842105 4.63157895],0
n1,1,0.377026,0.780375,[4 7] ; [3 2],[4.8125 6.1875] ; [2.1875 2.8125],0
a3,1,0.415812,0.662121,[23 23] ; [4 7],[21.78947368 24.21052632] ; [5.21052632 5.78947368],0
b1,1,0.422569,0.64316,[31 15] ; [6 5],[29.85964912 16.14035088] ; [7.14035088 3.85964912],0
p8,1,0.492914,0.47016,[22 24] ; [4 7],[20.98245614 25.01754386] ; [5.01754386 5.98245614],0
s1,1,0.506826,0.440615,[ 5 41] ; [2 9],[ 5.64912281 40.35087719] ; [1.35087719 9.64912281],0
b4,1,0.509789,0.4345,[30 16] ; [6 5],[29.05263158 16.94736842] ; [6.94736842 4.05263158],0
p7,1,0.543243,0.369562,[29 16] ; [6 5],[28.125 16.875] ; [6.875 4.125],0
n4,1,0.597704,0.278473,[33 13] ; [7 4],[32.28070175 13.71929825] ; [7.71929825 3.28070175],0
a2,1,0.599229,0.276161,[ 7 39] ; [ 1 10],[ 6.45614035 39.54385965] ; [1.54385965 9.45614035],0
s3,1,0.639222,0.219761,[24 21] ; [5 6],[23.30357143 21.69642857] ; [5.69642857 5.30357143],0
b3,1,0.67563,0.175087,[ 9 22] ; [1 4],[ 8.61111111 22.38888889] ; [1.38888889 3.61111111],0
b2,1,0.67563,0.175087,[ 9 22] ; [1 4],[ 8.61111111 22.38888889] ; [1.38888889 3.61111111],0
b5,1,0.764136,0.090032,[27 19] ; [7 4],[27.43859649 18.56140351] ; [6.56140351 4.43859649],0
d1,1,0.80224,0.062725,[19 27] ; [5 6],[19.36842105 26.63157895] ; [4.63157895 6.36842105],0
v1,1,0.80224,0.062725,[19 27] ; [5 6],[19.36842105 26.63157895] ; [4.63157895 6.36842105],0
v3,1,0.824807,0.049003,[18 27] ; [4 7],[17.67857143 27.32142857] ; [4.32142857 6.67857143],0
s4,1,0.846026,0.03771,[11 34] ; [3 8],[11.25 33.75] ; [2.75 8.25],0
s7,1,0.854578,0.033592,[13 30] ; [3 6],[13.23076923 29.76923077] ; [2.76923077 6.23076923],0
n6,1,0.872809,0.025629,[31 15] ; [7 3],[31.21428571 14.78571429] ; [6.78571429 3.21428571],0
p2,1,0.921373,0.009743,[30 16] ; [7 4],[29.85964912 16.14035088] ; [7.14035088 3.85964912],0
p6,1,0.966571,0.001756,[12 31] ; [3 8],[11.94444444 31.05555556] ; [3.05555556 7.94444444],0
p1,1,0.966794,0.001733,[ 4 42] ; [ 1 10],[ 4.03508772 41.96491228] ; [ 0.96491228 10.03508772],0
p5,1,0.966794,0.001733,[ 4 42] ; [ 1 10],[ 4.03508772 41.96491228] ; [ 0.96491228 10.03508772],0
p4,1,0.970788,0.001341,[29 17] ; [7 4],[29.05263158 16.94736842] ; [6.94736842 4.05263158],0
s2,1,1.0,0.0,[20 24] ; [5 6],[20. 24.] ; [5. 6.],0
