Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,62.648902,[40 51] ; [289  55],[68.82528736 22.17471264] ; [260.17471264  83.82528736],1
a4,1,0.0,38.805333,[18 74] ; [193 151],[44.52293578 47.47706422] ; [166.47706422 177.52293578],1
d2,1,0.0,36.649638,[23 69] ; [208 136],[48.74311927 43.25688073] ; [182.25688073 161.74311927],1
d1,1,0.0,30.834463,[36 56] ; [243 102],[58.73684211 33.26315789] ; [220.26315789 124.73684211],1
u1,1,9e-06,19.720199,[ 5 87] ; [ 94 251],[20.84210526 71.15789474] ; [ 78.15789474 266.84210526],1
d4,1,3.5e-05,17.126704,[64 28] ; [301  43],[77.01834862 14.98165138] ; [287.98165138  56.01834862],1
v2,1,0.000234,13.534838,[39 49] ; [221 115],[53.96226415 34.03773585] ; [206.03773585 129.96226415],1
d5,1,0.00033,12.889733,[66 26] ; [300  44],[77.2293578 14.7706422] ; [288.7706422  55.2293578],1
r1,1,0.000714,11.453378,[65 26] ; [297  47],[75.72873563 15.27126437] ; [286.27126437  57.72873563],1
a6,1,0.000751,11.358894,[50 42] ; [250  94],[63.30275229 28.69724771] ; [236.69724771 107.30275229],1
s8,1,0.004704,7.989903,[36 56] ; [190 151],[48.01847575 43.98152425] ; [177.98152425 163.01847575],0
d3,1,0.00503,7.868601,[53 39] ; [251  94],[64. 28.] ; [240. 105.],0
p10,1,0.006776,7.331386,[70 21] ; [303  41],[78.02988506 12.97011494] ; [294.97011494  49.02988506],0
s5,1,0.008102,7.010812,[24 62] ; [144 186],[34.73076923 51.26923077] ; [133.26923077 196.73076923],0
b3,1,0.009676,6.693516,[13 39] ; [102 127],[21.28113879 30.71886121] ; [ 93.71886121 135.28113879],0
b2,1,0.009676,6.693516,[13 39] ; [102 127],[21.28113879 30.71886121] ; [ 93.71886121 135.28113879],0
s7,1,0.011595,6.37176,[39 47] ; [196 128],[49.29268293 36.70731707] ; [185.70731707 138.29268293],0
p9,1,0.016101,5.791777,[74 17] ; [310  33],[80.51612903 10.48387097] ; [303.48387097  39.51612903],0
p1,1,0.025179,5.011535,[18 74] ; [ 37 305],[11.65898618 80.34101382] ; [ 43.34101382 298.65898618],0
n4,1,0.037679,4.319472,[69 23] ; [290  54],[75.75229358 16.24770642] ; [283.24770642  60.75229358],0
p11,1,0.042901,4.099283,[68 24] ; [287  58],[74.73684211 17.26315789] ; [280.26315789  64.73684211],0
s2,1,0.064264,3.423784,[42 49] ; [195 147],[49.80831409 41.19168591] ; [187.19168591 154.80831409],0
r4,1,0.097034,2.753623,[84  8] ; [330  15],[87.15789474  4.84210526] ; [326.84210526  18.15789474],0
v1,1,0.132586,2.261957,[48 41] ; [210 125],[54.15566038 34.84433962] ; [203.84433962 131.15566038],0
u3,1,0.135749,2.225493,[29 23] ; [39 17],[32.74074074 19.25925926] ; [35.25925926 20.74074074],0
r3,1,0.137147,2.209687,[85  6] ; [333  11],[87.44367816  3.55632184] ; [330.55632184  13.44367816],0
p4,1,0.161739,1.95789,[68 24] ; [278  67],[72.84210526 19.15789474] ; [273.15789474  71.84210526],0
a8,1,0.18504,1.756677,[ 7 78] ; [ 42 267],[10.57106599 74.42893401] ; [ 38.42893401 270.57106599],0
a1,1,0.219811,1.505604,[ 3 89] ; [ 23 322],[ 5.47368421 86.52631579] ; [ 20.52631579 324.47368421],0
p6,1,0.235831,1.405344,[37 51] ; [168 174],[41.95348837 46.04651163] ; [163.04651163 178.95348837],0
p8,1,0.269595,1.218808,[55 37] ; [225 116],[59.49191686 32.50808314] ; [220.50808314 120.49191686],0
u4,1,0.273115,1.201036,[ 1 91] ; [ 11 334],[ 2.52631579 89.47368421] ; [  9.47368421 335.52631579],0
v3,1,0.318304,0.995903,[35 51] ; [156 178],[39.10952381 46.89047619] ; [151.89047619 182.10952381],0
p12,1,0.327963,0.956923,[ 7 85] ; [ 38 304],[ 9.53917051 82.46082949] ; [ 35.46082949 306.53917051],0
b1,1,0.343746,0.89641,[36 56] ; [154 191],[40. 52.] ; [150. 195.],0
a7,1,0.39182,0.733287,[70 21] ; [250  95],[66.78899083 24.21100917] ; [253.21100917  91.78899083],0
p2,1,0.402872,0.699738,[78 14] ; [302  41],[80.36781609 11.63218391] ; [299.63218391  43.36781609],0
b4,1,0.435403,0.608369,[58 34] ; [202 143],[54.73684211 37.26315789] ; [205.26315789 139.73684211],0
v4,1,0.453061,0.562982,[90  2] ; [331  13],[88.83486239  3.16513761] ; [332.16513761  11.83486239],0
p7,1,0.455088,0.557949,[66 25] ; [261  81],[68.72286374 22.27713626] ; [258.27713626  83.72286374],0
s6,1,0.677241,0.173248,[64 27] ; [243  92],[65.57981221 25.42018779] ; [241.42018779  93.57981221],0
n6,1,0.692442,0.156455,[79 13] ; [299  43],[80.12903226 11.87096774] ; [297.87096774  44.12903226],0
s3,1,0.709859,0.138418,[52 38] ; [205 137],[53.54166667 36.45833333] ; [203.45833333 138.54166667],0
n1,1,0.750902,0.100774,[7 8] ; [24 33],[6.45833333 8.54166667] ; [24.54166667 32.45833333],0
n3,1,0.816018,0.054135,[12  3] ; [44 13],[11.66666667  3.33333333] ; [44.33333333 12.66666667],0
b5,1,0.860989,0.030665,[54 38] ; [199 146],[53.26315789 38.73684211] ; [199.73684211 145.26315789],0
n5,1,0.876047,0.02433,[72 20] ; [271  72],[72.54252874 19.45747126] ; [270.45747126  72.54252874],0
p5,1,0.879412,0.023018,[16 75] ; [ 58 285],[15.51612903 75.48387097] ; [ 58.48387097 284.51612903],0
n2,1,0.914011,0.01166,[11  4] ; [41 16],[10.83333333  4.16666667] ; [41.16666667 15.83333333],0
u2,1,0.92898,0.007944,[29 21] ; [32 24],[28.77358491 21.22641509] ; [32.22641509 23.77358491],0
s1,1,0.962036,0.002266,[ 3 88] ; [ 11 333],[ 2.92873563 88.07126437] ; [ 11.07126437 332.92873563],0
s4,1,0.997711,8e-06,[16 75] ; [ 60 281],[16.00925926 74.99074074] ; [ 59.99074074 281.00925926],0
