Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,33.159423,[142  29] ; [135 106],[114.9684466  56.0315534] ; [162.0315534  78.9684466],1
p7,1,0.0,30.498991,[145  23] ; [147  93],[120.23529412  47.76470588] ; [171.76470588  68.23529412],1
p3,1,2e-06,22.860662,[120  51] ; [113 130],[96.23913043 74.76086957] ; [136.76086957 106.23913043],1
s8,1,0.00025,13.410931,[101  69] ; [ 99 142],[82.72506083 87.27493917] ; [117.27493917 123.72506083],1
s7,1,0.000369,12.684107,[104  56] ; [109 124],[86.71755725 73.28244275] ; [126.28244275 106.71755725],1
p8,1,0.00039,12.580254,[117  52] ; [123 115],[99.65601966 69.34398034] ; [140.34398034  97.65601966],1
p5,1,0.00052,12.04267,[ 33 138] ; [ 19 224],[ 21.47826087 149.52173913] ; [ 30.52173913 212.47826087],1
v1,1,0.000706,11.472864,[130  38] ; [145  91],[114.35643564  53.64356436] ; [160.64356436  75.35643564],1
p12,1,0.000707,11.471111,[ 26 144] ; [ 13 229],[ 16.09223301 153.90776699] ; [ 22.90776699 219.09223301],1
n4,1,0.002752,8.964972,[150  21] ; [183  58],[138.21116505  32.78883495] ; [194.78883495  46.21116505],0
s2,1,0.005683,7.648046,[103  66] ; [113 127],[89.25183374 79.74816626] ; [126.74816626 113.25183374],0
n2,1,0.008129,7.004767,[19 11] ; [40  5],[23.6  6.4] ; [35.4  9.6],0
p1,1,0.010908,6.480273,[ 22 148] ; [ 14 229],[ 14.81840194 155.18159806] ; [ 21.18159806 221.81840194],0
u1,1,0.012851,6.189441,[ 47 124] ; [ 42 201],[ 36.76086957 134.23913043] ; [ 52.23913043 190.76086957],0
a1,1,0.015405,5.86953,[ 14 157] ; [  7 236],[  8.67391304 162.32608696] ; [ 12.32608696 230.67391304],0
n5,1,0.018268,5.57026,[143  27] ; [177  61],[133.33333333  36.66666667] ; [186.66666667  51.33333333],0
b1,1,0.025242,5.007182,[ 68 103] ; [ 71 172],[ 57.41304348 113.58695652] ; [ 81.58695652 161.41304348],0
b2,1,0.026834,4.901484,[51 57] ; [50 99],[42.44357977 65.55642023] ; [58.55642023 90.44357977],0
b3,1,0.026834,4.901484,[51 57] ; [50 99],[42.44357977 65.55642023] ; [58.55642023 90.44357977],0
r3,1,0.062656,3.465648,[163   7] ; [238   3],[165.86374696   4.13625304] ; [235.13625304   5.86374696],0
s6,1,0.091179,2.853439,[122  45] ; [155  83],[114.21975309  52.78024691] ; [162.78024691  75.21975309],0
s1,1,0.107164,2.595552,[  5 165] ; [  2 236],[  2.91666667 167.08333333] ; [  4.08333333 233.91666667],0
u4,1,0.118202,2.440979,[  6 165] ; [  3 240],[  3.7173913 167.2826087] ; [  5.2826087 237.7173913],0
n6,1,0.123057,2.377981,[153  16] ; [205  35],[147.92665037  21.07334963] ; [210.07334963  29.92665037],0
s5,1,0.126575,2.33402,[66 95] ; [ 79 157],[ 58.80352645 102.19647355] ; [ 86.19647355 149.80352645],0
r1,1,0.148508,2.087511,[141  30] ; [211  30],[146.09708738  24.90291262] ; [205.90291262  35.09708738],0
b4,1,0.209749,1.573159,[109  62] ; [140 103],[102.84782609  68.15217391] ; [146.15217391  96.84782609],0
s4,1,0.229298,1.445209,[ 25 145] ; [ 26 216],[ 21.04368932 148.95631068] ; [ 29.95631068 212.04368932],0
s3,1,0.247955,1.334792,[100  69] ; [126 110],[94.30617284 74.69382716] ; [131.69382716 104.30617284],0
a2,1,0.286947,1.13389,[ 51 120] ; [ 61 182],[ 46.26086957 124.73913043] ; [ 65.73913043 177.26086957],0
u2,1,0.292428,1.10841,[24 16] ; [27 28],[21.47368421 18.52631579] ; [29.52631579 25.47368421],0
b5,1,0.293541,1.103307,[108  63] ; [141 102],[102.84782609  68.15217391] ; [146.15217391  96.84782609],0
p10,1,0.299972,1.074317,[150  20] ; [204  37],[146.42335766  23.57664234] ; [207.57664234  33.42335766],0
p9,1,0.316127,1.004902,[156  14] ; [213  27],[153.  17.] ; [216.  24.],0
v4,1,0.33096,0.945136,[161   9] ; [231   8],[162.93398533   7.06601467] ; [229.06601467   9.93398533],0
n1,1,0.332103,0.94068,[12 17] ; [14 32],[10.05333333 18.94666667] ; [15.94666667 30.05333333],0
