Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,43.086374,[12 93] ; [23 11],[26.43884892 78.56115108] ; [ 8.56115108 25.43884892],1
s3,1,0.000204,13.796796,[36 69] ; [24 10],[45.32374101 59.67625899] ; [14.67625899 19.32374101],1
s5,1,0.000214,13.706793,[18 85] ; [16 16],[25.94074074 77.05925926] ; [ 8.05925926 23.94074074],1
s4,1,0.000386,12.597061,[20 85] ; [17 17],[27.94964029 77.05035971] ; [ 9.05035971 24.94964029],1
s2,1,0.000843,11.143508,[31 73] ; [21 13],[39.1884058 64.8115942] ; [12.8115942 21.1884058],1
s6,1,0.001348,10.27513,[44 61] ; [25  9],[52.12230216 52.87769784] ; [16.87769784 17.12230216],0
p4,1,0.009261,6.77183,[35 69] ; [20 14],[41.44927536 62.55072464] ; [13.55072464 20.44927536],0
p7,1,0.01504,5.911765,[45 57] ; [22 10],[51. 51.] ; [16. 16.],0
p10,1,0.036366,4.379844,[58 45] ; [26  8],[63.15328467 39.84671533] ; [20.84671533 13.15328467],0
b3,1,0.03875,4.271795,[ 8 40] ; [ 8 12],[11.29411765 36.70588235] ; [ 4.70588235 15.29411765],0
b2,1,0.03875,4.271795,[ 8 40] ; [ 8 12],[11.29411765 36.70588235] ; [ 4.70588235 15.29411765],0
r2,1,0.045512,3.999549,[88 17] ; [33  1],[91.4028777 13.5971223] ; [29.5971223  4.4028777],0
p6,1,0.050483,3.825329,[20 85] ; [12 22],[24.17266187 80.82733813] ; [ 7.82733813 26.17266187],0
a3,1,0.067424,3.344653,[49 56] ; [22 12],[53.63309353 51.36690647] ; [17.36690647 16.63309353],0
n1,1,0.095012,2.78733,[11 33] ; [6 6],[13.35714286 30.64285714] ; [3.64285714 8.35714286],0
n5,1,0.116875,2.45871,[28 76] ; [14 20],[31.65217391 72.34782609] ; [10.34782609 23.65217391],0
p1,1,0.140443,2.173103,[  3 101] ; [ 3 31],[ 4.52173913 99.47826087] ; [ 1.47826087 32.52173913],0
