Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,43.086374,[12 93] ; [23 11],[26.43884892 78.56115108] ; [ 8.56115108 25.43884892],1
p5,1,0.14419,2.132665,[  3 100] ; [ 3 31],[ 4.51094891 98.48905109] ; [ 1.48905109 32.51094891],0
p3,1,0.15022,2.070012,[24 81] ; [12 22],[27.1942446 77.8057554] ; [ 8.8057554 25.1942446],0
u2,1,0.182968,1.773348,[25 30] ; [8 4],[27.08955224 27.91044776] ; [5.91044776 6.08955224],0
a6,1,0.184022,1.764842,[66 39] ; [17 17],[62.69784173 42.30215827] ; [20.30215827 13.69784173],0
n6,1,0.217534,1.520562,[65 40] ; [25  9],[67.98561151 37.01438849] ; [22.01438849 11.98561151],0
b5,1,0.219957,1.504651,[65 40] ; [17 17],[61.94244604 43.05755396] ; [20.05755396 13.94244604],0
b1,1,0.254779,1.296905,[35 70] ; [15 19],[37.76978417 67.23021583] ; [12.23021583 21.76978417],0
a8,1,0.268434,1.224733,[ 4 94] ; [ 3 30],[ 5.23664122 92.76335878] ; [ 1.76335878 31.23664122],0
a4,1,0.289924,1.119974,[19 86] ; [ 9 25],[21.15107914 83.84892086] ; [ 6.84892086 27.15107914],0
b4,1,0.293285,1.104481,[54 51] ; [21 13],[56.65467626 48.34532374] ; [18.34532374 15.65467626],0
u3,1,0.295381,1.094931,[27 27] ; [8 4],[28.63636364 25.36363636] ; [6.36363636 5.63636364],0
p2,1,0.313446,1.0161,[70 34] ; [26  8],[72.34782609 31.65217391] ; [23.65217391 10.34782609],0
p8,1,0.357488,0.846699,[41 63] ; [16 17],[43.27007299 60.72992701] ; [13.72992701 19.27007299],0
d5,1,0.379139,0.773493,[68 36] ; [25  9],[70.08695652 33.91304348] ; [22.91304348 11.08695652],0
d2,1,0.400688,0.706262,[32 73] ; [13 21],[33.99280576 71.00719424] ; [11.00719424 22.99280576],0
p11,1,0.424928,0.636645,[63 42] ; [23 11],[64.96402878 40.03597122] ; [21.03597122 12.96402878],0
n2,1,0.473058,0.514823,[25 18] ; [9 4],[26.10714286 16.89285714] ; [7.89285714 5.10714286],0
r4,1,0.477883,0.503692,[77 28] ; [27  7],[78.56115108 26.43884892] ; [25.43884892  8.56115108],0
p9,1,0.513008,0.427927,[66 38] ; [23 10],[67.5620438 36.4379562] ; [21.4379562 11.5620438],0
d1,1,0.532527,0.389566,[40 65] ; [15 19],[41.54676259 63.45323741] ; [13.45323741 20.54676259],0
n3,1,0.550034,0.357257,[29 15] ; [9 3],[29.85714286 14.14285714] ; [8.14285714 3.85714286],0
r1,1,0.597512,0.278765,[62 42] ; [22 12],[63.30434783 40.69565217] ; [20.69565217 13.30434783],0
v2,1,0.610702,0.259153,[36 65] ; [13 19],[37.21052632 63.78947368] ; [11.78947368 20.21052632],0
d4,1,0.656213,0.198157,[73 32] ; [25  9],[74.02877698 30.97122302] ; [23.97122302 10.02877698],0
v3,1,0.728907,0.120118,[17 85] ; [ 6 25],[17.63909774 84.36090226] ; [ 5.36090226 25.63909774],0
a2,1,0.73339,0.116022,[ 8 97] ; [ 2 32],[ 7.55395683 97.44604317] ; [ 2.44604317 31.55395683],0
r3,1,0.780785,0.077448,[94 11] ; [31  3],[94.42446043 10.57553957] ; [30.57553957  3.42446043],0
a5,1,0.815113,0.054679,[47 58] ; [16 18],[47.58992806 57.41007194] ; [15.41007194 18.58992806],0
u1,1,0.87168,0.02609,[ 7 98] ; [ 2 32],[ 6.79856115 98.20143885] ; [ 2.20143885 31.79856115],0
a7,1,0.965019,0.001923,[73 31] ; [24 10],[73.10144928 30.89855072] ; [23.89855072 10.10144928],0
d3,1,0.969149,0.001496,[64 39] ; [21 13],[63.90510949 39.09489051] ; [21.09489051 12.90510949],0
v4,1,0.971465,0.00128,[92 12] ; [30  4],[91.94202899 12.05797101] ; [30.05797101  3.94202899],0
