Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.017402,5.655406,[ 5 46] ; [3 4],[ 7.03448276 43.96551724] ; [0.96551724 6.03448276],0
b5,1,0.025721,4.974676,[28 23] ; [1 7],[25.06779661 25.93220339] ; [3.93220339 4.06779661],0
b1,1,0.033196,4.535655,[27 24] ; [1 7],[24.20338983 26.79661017] ; [3.79661017 4.20338983],0
s6,1,0.044573,4.034729,[19 32] ; [6 2],[21.61016949 29.38983051] ; [3.38983051 4.61016949],0
a7,1,0.059762,3.543976,[26 24] ; [7 1],[28.44827586 21.55172414] ; [4.55172414 3.44827586],0
r1,1,0.093357,2.815521,[22 29] ; [6 2],[24.20338983 26.79661017] ; [3.79661017 4.20338983],0
s4,1,0.140782,2.169392,[ 8 43] ; [3 5],[ 9.50847458 41.49152542] ; [1.49152542 6.50847458],0
p11,1,0.142293,2.15299,[31 20] ; [7 1],[32.84745763 18.15254237] ; [5.15254237 2.84745763],0
p8,1,0.154843,2.023876,[18 32] ; [5 3],[19.82758621 30.17241379] ; [3.17241379 4.82758621],0
b4,1,0.215305,1.535395,[20 31] ; [5 3],[21.61016949 29.38983051] ; [3.38983051 4.61016949],0
p9,1,0.222298,1.489472,[33 17] ; [7 1],[34.48275862 15.51724138] ; [5.51724138 2.48275862],0
r4,1,0.234111,1.415707,[34 17] ; [7 1],[35.44067797 15.55932203] ; [5.55932203 2.44067797],0
p5,1,0.253692,1.302857,[ 2 48] ; [1 6],[ 2.63157895 47.36842105] ; [0.36842105 6.63157895],0
a6,1,0.258703,1.275684,[21 30] ; [5 3],[22.47457627 28.52542373] ; [3.52542373 4.47457627],0
v1,1,0.273159,1.200812,[16 35] ; [1 7],[14.69491525 36.30508475] ; [2.30508475 5.69491525],0
a4,1,0.309333,1.033521,[ 6 45] ; [2 6],[ 6.91525424 44.08474576] ; [1.08474576 6.91525424],0
v2,1,0.340485,0.908605,[16 33] ; [4 4],[17.19298246 31.80701754] ; [2.80701754 5.19298246],0
s7,1,0.35257,0.864186,[13 37] ; [3 4],[14.03508772 35.96491228] ; [1.96491228 5.03508772],0
p7,1,0.356383,0.850598,[27 24] ; [5 2],[28.13793103 22.86206897] ; [3.86206897 3.13793103],0
s2,1,0.35999,0.837928,[17 34] ; [4 4],[18.15254237 32.84745763] ; [2.84745763 5.15254237],0
u2,1,0.380804,0.768103,[14 15] ; [1 3],[13.18181818 15.81818182] ; [1.81818182 2.18181818],0
p1,1,0.410643,0.676937,[ 3 48] ; [1 6],[ 3.51724138 47.48275862] ; [0.48275862 6.51724138],0
s3,1,0.423876,0.639543,[18 33] ; [4 4],[19.01694915 31.98305085] ; [2.98305085 5.01694915],0
n1,1,0.443789,0.586466,[ 6 18] ; [1 1],[ 6.46153846 17.53846154] ; [0.53846154 1.46153846],0
b2,1,0.458875,0.548638,[ 4 21] ; [1 2],[ 4.46428571 20.53571429] ; [0.53571429 2.46428571],0
b3,1,0.458875,0.548638,[ 4 21] ; [1 2],[ 4.46428571 20.53571429] ; [0.53571429 2.46428571],0
s8,1,0.559566,0.340456,[14 37] ; [3 5],[14.69491525 36.30508475] ; [2.30508475 5.69491525],0
a8,1,0.581905,0.303165,[ 4 46] ; [1 6],[ 4.38596491 45.61403509] ; [0.61403509 6.38596491],0
d3,1,0.599229,0.276161,[10 39] ; [1 7],[ 9.45614035 39.54385965] ; [1.54385965 6.45614035],0
p4,1,0.638671,0.220484,[21 30] ; [4 4],[21.61016949 29.38983051] ; [3.38983051 4.61016949],0
d5,1,0.671394,0.179976,[21 29] ; [4 4],[21.55172414 28.44827586] ; [3.44827586 4.55172414],0
a3,1,0.716228,0.132136,[22 29] ; [4 4],[22.47457627 28.52542373] ; [3.52542373 4.47457627],0
n5,1,0.730326,0.118812,[22 28] ; [3 5],[21.55172414 28.44827586] ; [3.44827586 4.55172414],0
p3,1,0.797824,0.06562,[15 36] ; [2 6],[14.69491525 36.30508475] ; [2.30508475 5.69491525],0
p2,1,0.801257,0.063364,[34 17] ; [5 2],[34.29310345 16.70689655] ; [4.70689655 2.29310345],0
d2,1,0.827657,0.047397,[11 40] ; [2 6],[11.23728814 39.76271186] ; [1.76271186 6.23728814],0
p6,1,0.827657,0.047397,[11 40] ; [2 6],[11.23728814 39.76271186] ; [1.76271186 6.23728814],0
a5,1,0.926295,0.008558,[20 31] ; [3 5],[19.88135593 31.11864407] ; [3.11864407 4.88135593],0
u3,1,0.948428,0.004184,[14 15] ; [2 2],[14.06060606 14.93939394] ; [1.93939394 2.06060606],0
