Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.003424,8.566434,[5 4] ; [60  6],[7.8 1.2] ; [57.2  8.8],0
r4,1,0.004578,8.038971,[7 3] ; [65  3],[9.23076923 0.76923077] ; [62.76923077  5.23076923],0
n5,1,0.01835,5.562388,[4 6] ; [51 16],[7.14285714 2.85714286] ; [47.85714286 19.14285714],0
n4,1,0.01835,5.562388,[4 6] ; [51 16],[7.14285714 2.85714286] ; [47.85714286 19.14285714],0
p4,1,0.032658,4.563611,[9 1] ; [37 31],[5.8974359 4.1025641] ; [40.1025641 27.8974359],0
b4,1,0.036261,4.384804,[3 7] ; [44 24],[6.02564103 3.97435897] ; [40.97435897 27.02564103],0
a3,1,0.058842,3.569726,[5 5] ; [53 15],[7.43589744 2.56410256] ; [50.56410256 17.43589744],0
d5,1,0.081793,3.02891,[7 3] ; [61  7],[8.71794872 1.28205128] ; [59.28205128  8.71794872],0
v4,1,0.111092,2.538622,[9 1] ; [67  1],[9.74358974 0.25641026] ; [66.25641026  1.74358974],0
v3,1,0.154852,2.023788,[2 8] ; [28 36],[4.05405405 5.94594595] ; [25.94594595 38.05405405],0
a5,1,0.158192,1.991422,[5 5] ; [49 19],[6.92307692 3.07692308] ; [47.07692308 20.92307692],0
r3,1,0.191379,1.706971,[8 2] ; [63  5],[9.1025641 0.8974359] ; [61.8974359  6.1025641],0
b5,1,0.228617,1.449443,[8 2] ; [41 27],[6.28205128 3.71794872] ; [42.71794872 25.28205128],0
r2,1,0.233921,1.416858,[8 1] ; [66  2],[8.64935065 0.35064935] ; [65.35064935  2.64935065],0
s7,1,0.255287,1.294135,[7 3] ; [50  9],[8.26086957 1.73913043] ; [48.73913043 10.26086957],0
s4,1,0.265393,1.240406,[4 6] ; [16 52],[2.56410256 7.43589744] ; [17.43589744 50.56410256],0
d1,1,0.273414,1.199539,[5 5] ; [46 22],[6.53846154 3.46153846] ; [44.46153846 23.53846154],0
p10,1,0.29164,1.112035,[6 4] ; [50 16],[7.36842105 2.63157895] ; [48.63157895 17.36842105],0
d4,1,0.354728,0.856471,[7 3] ; [56 12],[8.07692308 1.92307692] ; [54.92307692 13.07692308],0
u2,1,0.36308,0.827211,[4 1] ; [8 6],[3.15789474 1.84210526] ; [8.84210526 5.15789474],0
a7,1,0.374692,0.788044,[6 4] ; [50 18],[7.17948718 2.82051282] ; [48.82051282 19.17948718],0
p9,1,0.406455,0.689147,[9 1] ; [52 14],[8.02631579 1.97368421] ; [52.97368421 13.02631579],0
d2,1,0.421827,0.645221,[5 5] ; [43 25],[6.15384615 3.84615385] ; [41.84615385 26.15384615],0
a2,1,0.481022,0.496545,[2 8] ; [21 47],[2.94871795 7.05128205] ; [20.05128205 47.94871795],0
a4,1,0.498174,0.458824,[4 6] ; [35 33],[5. 5.] ; [34. 34.],0
u1,1,0.536876,0.38136,[2 8] ; [20 48],[2.82051282 7.17948718] ; [19.17948718 48.82051282],0
n3,1,0.547947,0.361008,[1 1] ; [19  8],[1.37931034 0.62068966] ; [18.62068966  8.37931034],0
s3,1,0.564028,0.332777,[6 4] ; [47 21],[6.79487179 3.20512821] ; [46.20512821 21.79487179],0
p7,1,0.584827,0.298495,[4 6] ; [33 34],[4.80519481 5.19480519] ; [32.19480519 34.80519481],0
v2,1,0.587401,0.294421,[5 5] ; [39 27],[5.78947368 4.21052632] ; [38.21052632 27.78947368],0
p1,1,0.601705,0.272432,[1 9] ; [11 56],[1.55844156 8.44155844] ; [10.44155844 56.55844156],0
n6,1,0.695179,0.153535,[8 2] ; [56 10],[8.42105263 1.57894737] ; [55.57894737 10.42105263],0
a6,1,0.701474,0.146943,[6 4] ; [45 23],[6.53846154 3.46153846] ; [44.46153846 23.53846154],0
v1,1,0.710367,0.13791,[6 4] ; [36 31],[5.45454545 4.54545455] ; [36.54545455 30.45454545],0
b1,1,0.726933,0.121946,[5 5] ; [38 30],[5.51282051 4.48717949] ; [37.48717949 30.51282051],0
p8,1,0.74248,0.107958,[3 7] ; [24 44],[3.46153846 6.53846154] ; [23.53846154 44.46153846],0
a8,1,0.743743,0.106864,[1 8] ; [ 9 50],[1.32352941 7.67647059] ; [ 8.67647059 50.32352941],0
b2,1,0.758798,0.094286,[1 3] ; [13 27],[1.27272727 2.72727273] ; [12.72727273 27.27272727],0
b3,1,0.758798,0.094286,[1 3] ; [13 27],[1.27272727 2.72727273] ; [12.72727273 27.27272727],0
p5,1,0.775082,0.081644,[1 9] ; [ 9 59],[1.28205128 8.71794872] ; [ 8.71794872 59.28205128],0
s2,1,0.804646,0.061176,[8 2] ; [52 16],[7.69230769 2.30769231] ; [52.30769231 15.69230769],0
s5,1,0.807638,0.059279,[4 3] ; [34 31],[3.69444444 3.30555556] ; [34.30555556 30.69444444],0
p3,1,0.861934,0.030245,[5 5] ; [32 36],[4.74358974 5.25641026] ; [32.25641026 35.74358974],0
p6,1,0.8743,0.025027,[4 6] ; [29 39],[4.23076923 5.76923077] ; [28.76923077 39.23076923],0
n1,1,0.922085,0.009566,[1 1] ; [15 13],[1.06666667 0.93333333] ; [14.93333333 13.06666667],0
d3,1,0.954986,0.003186,[7 3] ; [47 21],[6.92307692 3.07692308] ; [47.07692308 20.92307692],0
