Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.265636,[19 38] ; [89 36],[33.82417582 23.17582418] ; [74.17582418 50.82417582],1
n4,1,3e-05,17.404426,[24 34] ; [91 33],[36.64835165 21.35164835] ; [78.35164835 45.64835165],1
r4,1,7.2e-05,15.746389,[35 23] ; [108  17],[45.32240437 12.67759563] ; [97.67759563 27.32240437],1
s6,1,0.000221,13.641265,[25 32] ; [87 33],[36.06779661 20.93220339] ; [75.93220339 44.06779661],1
v4,1,0.000694,11.505431,[45 13] ; [118   7],[51.66120219  6.33879781] ; [111.33879781  13.66120219],1
s7,1,0.001191,10.504332,[13 38] ; [59 53],[22.52760736 28.47239264] ; [49.47239264 62.52760736],0
s8,1,0.001785,9.758599,[12 46] ; [55 68],[21.46961326 36.53038674] ; [45.53038674 77.46961326],0
u2,1,0.003826,8.364756,[13  4] ; [11 22],[8.16 8.84] ; [15.84 17.16],0
p4,1,0.003915,8.322612,[17 40] ; [65 58],[25.96666667 31.03333333] ; [56.03333333 66.96666667],0
p10,1,0.005516,7.702004,[21 33] ; [75 47],[29.45454545 24.54545455] ; [66.54545455 55.45454545],0
u1,1,0.005642,7.661102,[ 4 54] ; [30 95],[10.77595628 47.22404372] ; [ 23.22404372 101.77595628],0
p9,1,0.005716,7.637867,[25 29] ; [82 38],[33.20689655 20.79310345] ; [73.79310345 46.20689655],0
r3,1,0.006221,7.485016,[42 15] ; [111  13],[48.18232044  8.81767956] ; [104.81767956  19.18232044],0
r2,1,0.00665,7.365249,[48  9] ; [117   5],[52.54189944  4.45810056] ; [112.45810056   9.54189944],0
n2,1,0.007423,7.167746,[11 16] ; [32 12],[16.35211268 10.64788732] ; [26.64788732 17.35211268],0
n1,1,0.016135,5.788114,[ 6 21] ; [22 21],[10.8 16.2] ; [17.2 25.8],0
s2,1,0.018274,5.5697,[20 38] ; [66 58],[27.40659341 30.59340659] ; [58.59340659 65.40659341],0
p2,1,0.022197,5.230308,[29 28] ; [85 39],[35.90055249 21.09944751] ; [78.09944751 45.90055249],0
p7,1,0.023257,5.149214,[17 38] ; [60 62],[23.92655367 31.07344633] ; [53.07344633 68.92655367],0
b5,1,0.044191,4.049241,[31 27] ; [86 39],[37.08196721 20.91803279] ; [79.91803279 45.08196721],0
a6,1,0.084265,2.980652,[42 16] ; [74 51],[36.76502732 21.23497268] ; [79.23497268 45.76502732],0
p3,1,0.093655,2.810405,[17 39] ; [54 70],[22.08888889 33.91111111] ; [48.91111111 75.08888889],0
p5,1,0.103506,2.650674,[ 1 55] ; [ 10 114],[ 3.42222222 52.57777778] ; [  7.57777778 116.42222222],0
v3,1,0.154551,2.026747,[13 39] ; [44 78],[17.03448276 34.96551724] ; [39.96551724 82.03448276],0
s3,1,0.15896,1.984089,[23 34] ; [64 60],[27.39779006 29.60220994] ; [59.60220994 64.39779006],0
a5,1,0.17592,1.831761,[37 21] ; [92 33],[40.8852459 17.1147541] ; [88.1147541 36.8852459],0
d1,1,0.177497,1.818461,[34 24] ; [86 39],[38.03278689 19.96721311] ; [81.96721311 43.03278689],0
p6,1,0.199512,1.645943,[12 42] ; [39 84],[15.55932203 38.44067797] ; [35.44067797 87.55932203],0
s5,1,0.225816,1.46702,[14 38] ; [43 75],[17.43529412 34.56470588] ; [39.56470588 78.43529412],0
r1,1,0.22801,1.453232,[41 17] ; [97 26],[44.22099448 13.77900552] ; [93.77900552 29.22099448],0
d4,1,0.336754,0.922748,[48 10] ; [110  15],[50.07650273  7.92349727] ; [107.92349727  17.07650273],0
p8,1,0.360214,0.837145,[14 41] ; [40 84],[16.59217877 38.40782123] ; [37.40782123 86.59217877],0
u3,1,0.373405,0.7923,[11  6] ; [17 16],[9.52 7.48] ; [18.48 14.52],0
a4,1,0.401303,0.704419,[27 31] ; [66 58],[29.63736264 28.36263736] ; [63.36263736 60.63736264],0
b1,1,0.412896,0.670447,[33 25] ; [63 62],[30.42622951 27.57377049] ; [65.57377049 59.42622951],0
v1,1,0.413723,0.668076,[22 36] ; [55 69],[24.53846154 33.46153846] ; [52.46153846 71.53846154],0
d2,1,0.428016,0.6282,[31 27] ; [74 50],[33.46153846 24.53846154] ; [71.53846154 52.46153846],0
a3,1,0.461577,0.542068,[40 18] ; [92 32],[42.06593407 15.93406593] ; [89.93406593 34.06593407],0
a2,1,0.51021,0.433636,[14 44] ; [36 89],[15.84699454 42.15300546] ; [34.15300546 90.84699454],0
a8,1,0.532692,0.389253,[ 4 52] ; [11 98],[ 5.09090909 50.90909091] ; [ 9.90909091 99.09090909],0
p1,1,0.601321,0.273007,[ 6 52] ; [ 10 115],[ 5.07103825 52.92896175] ; [ 10.92896175 114.07103825],0
n3,1,0.65885,0.194923,[17  9] ; [31 13],[17.82857143  8.17142857] ; [30.17142857 13.82857143],0
b2,1,0.674067,0.176882,[ 9 22] ; [21 42],[ 9.89361702 21.10638298] ; [20.10638298 42.89361702],0
b3,1,0.674067,0.176882,[ 9 22] ; [21 42],[ 9.89361702 21.10638298] ; [20.10638298 42.89361702],0
s4,1,0.704157,0.144184,[13 45] ; [31 93],[14.02197802 43.97802198] ; [29.97802198 94.02197802],0
d3,1,0.729271,0.119782,[42 15] ; [89 36],[41.02747253 15.97252747] ; [89.97252747 35.02747253],0
s1,1,0.729634,0.119448,[ 4 53] ; [  7 116],[ 3.48333333 53.51666667] ; [  7.51666667 115.48333333],0
a1,1,0.731343,0.117882,[ 4 54] ; [  7 118],[ 3.4863388 54.5136612] ; [  7.5136612 117.4863388],0
v2,1,0.820725,0.051353,[26 28] ; [61 61],[26.69318182 27.30681818] ; [60.30681818 61.69318182],0
a7,1,0.877529,0.023747,[43 15] ; [94 31],[43.42076503 14.57923497] ; [93.57923497 31.42076503],0
b4,1,0.977512,0.000795,[34 24] ; [73 52],[33.91256831 24.08743169] ; [73.08743169 51.91256831],0
