Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.3e-05,17.908012,[18 35] ; [28  7],[27.70454545 25.29545455] ; [18.29545455 16.70454545],1
p4,1,7.2e-05,15.7592,[23 30] ; [30  5],[31.92045455 21.07954545] ; [21.07954545 13.92045455],1
p7,1,0.000233,13.545973,[22 30] ; [28  6],[30.23255814 21.76744186] ; [19.76744186 14.23255814],1
d1,1,0.002651,9.033066,[19 34] ; [24 11],[25.89772727 27.10227273] ; [17.10227273 17.89772727],0
p3,1,0.007839,7.069788,[21 32] ; [24 11],[27.10227273 25.89772727] ; [17.89772727 17.10227273],0
s5,1,0.010078,6.621093,[18 33] ; [20 11],[23.63414634 27.36585366] ; [14.36585366 16.63414634],0
d4,1,0.010782,6.500839,[32 21] ; [30  5],[37.34090909 15.65909091] ; [24.65909091 10.34090909],0
b2,1,0.014408,5.987406,[ 3 26] ; [ 9 14],[ 6.69230769 22.30769231] ; [ 5.30769231 17.69230769],0
b3,1,0.014408,5.987406,[ 3 26] ; [ 9 14],[ 6.69230769 22.30769231] ; [ 5.30769231 17.69230769],0
p9,1,0.014692,5.953012,[34 18] ; [31  4],[38.85057471 13.14942529] ; [26.14942529  8.85057471],0
s7,1,0.014757,5.945266,[25 25] ; [26  8],[30.35714286 19.64285714] ; [20.64285714 13.35714286],0
s8,1,0.016106,5.79125,[18 35] ; [21 14],[23.48863636 29.51136364] ; [15.51136364 19.48863636],0
a4,1,0.01697,5.699499,[14 39] ; [18 17],[19.27272727 33.72727273] ; [12.72727273 22.27272727],0
d3,1,0.020094,5.403701,[31 22] ; [28  6],[35.94252874 17.05747126] ; [23.05747126 10.94252874],0
p2,1,0.021611,5.276859,[40 13] ; [33  2],[43.96590909  9.03409091] ; [29.03409091  5.96590909],0
p1,1,0.038037,4.303358,[ 3 50] ; [ 7 28],[ 6.02272727 46.97727273] ; [ 3.97727273 31.02272727],0
r1,1,0.070819,3.263937,[31 22] ; [27  8],[34.93181818 18.06818182] ; [23.06818182 11.93181818],0
n1,1,0.076309,3.141818,[ 6 16] ; [6 4],[ 8.25 13.75] ; [3.75 6.25],0
s2,1,0.089019,2.892033,[31 21] ; [27  8],[34.66666667 17.33333333] ; [23.33333333 11.66666667],0
d2,1,0.102884,2.660253,[18 35] ; [18 17],[21.68181818 31.31818182] ; [14.31818182 20.68181818],0
p10,1,0.118672,2.434765,[36 17] ; [29  6],[39.14772727 13.85227273] ; [25.85227273  9.14772727],0
p12,1,0.140643,2.170915,[ 1 52] ; [ 3 32],[ 2.40909091 50.59090909] ; [ 1.59090909 33.40909091],0
r2,1,0.153992,2.032255,[46  6] ; [33  1],[47.76744186  4.23255814] ; [31.23255814  2.76744186],0
p5,1,0.163209,1.944242,[ 2 51] ; [ 4 31],[ 3.61363636 49.38636364] ; [ 2.38636364 32.61363636],0
a5,1,0.177933,1.814801,[32 21] ; [26  9],[34.93181818 18.06818182] ; [23.06818182 11.93181818],0
n2,1,0.186449,1.745455,[15  7] ; [9 1],[16.5  5.5] ; [7.5 2.5],0
p11,1,0.195866,1.672936,[34 19] ; [27  8],[36.73863636 16.26136364] ; [24.26136364 10.73863636],0
a2,1,0.261423,1.261206,[ 6 47] ; [ 7 28],[ 7.82954545 45.17045455] ; [ 5.17045455 29.82954545],0
s3,1,0.317787,0.998034,[34 19] ; [26  9],[36.13636364 16.86363636] ; [23.86363636 11.13636364],0
d5,1,0.321796,0.981632,[37 16] ; [27  7],[38.98850575 14.01149425] ; [25.01149425  8.98850575],0
r4,1,0.331183,0.944267,[41 12] ; [30  5],[42.76136364 10.23863636] ; [28.23863636  6.76136364],0
n4,1,0.339056,0.913998,[31 22] ; [24 11],[33.125 19.875] ; [21.875 13.125],0
u2,1,0.352957,0.862797,[ 9 11] ; [8 5],[10.3030303  9.6969697] ; [6.6969697 6.3030303],0
n6,1,0.44489,0.583638,[43 10] ; [26  9],[41.55681818 11.44318182] ; [27.44318182  7.55681818],0
b5,1,0.456249,0.555081,[33 20] ; [19 16],[31.31818182 21.68181818] ; [20.68181818 14.31818182],0
n3,1,0.471548,0.518347,[16  6] ; [6 4],[15.125  6.875] ; [6.875 3.125],0
r3,1,0.660333,0.193119,[45  8] ; [30  4],[45.68965517  7.31034483] ; [29.31034483  4.68965517],0
u1,1,0.680622,0.169426,[ 6 47] ; [ 5 30],[ 6.625 46.375] ; [ 4.375 30.625],0
n5,1,0.727204,0.121695,[36 17] ; [25 10],[36.73863636 16.26136364] ; [24.26136364 10.73863636],0
v3,1,0.735103,0.114477,[ 9 44] ; [ 5 30],[ 8.43181818 44.56818182] ; [ 5.56818182 29.43181818],0
s1,1,0.738484,0.111463,[ 4 49] ; [ 2 33],[ 3.61363636 49.38636364] ; [ 2.38636364 32.61363636],0
b4,1,0.758672,0.094388,[27 26] ; [19 16],[27.70454545 25.29545455] ; [18.29545455 16.70454545],0
a7,1,0.761221,0.092342,[31 22] ; [21 13],[31.67816092 21.32183908] ; [20.32183908 13.67816092],0
a1,1,0.764989,0.089363,[ 1 52] ; [ 1 34],[ 1.20454545 51.79545455] ; [ 0.79545455 34.20454545],0
u3,1,0.801106,0.063462,[13  7] ; [9 4],[13.33333333  6.66666667] ; [8.66666667 4.33333333],0
v1,1,0.830943,0.045579,[20 33] ; [14 21],[20.47727273 32.52272727] ; [13.52272727 21.47727273],0
a6,1,0.887907,0.019868,[31 22] ; [21 14],[31.31818182 21.68181818] ; [20.68181818 14.31818182],0
a3,1,0.955153,0.003163,[33 20] ; [22 13],[33.125 19.875] ; [21.875 13.125],0
b1,1,0.971761,0.001253,[21 32] ; [14 21],[21.07954545 31.92045455] ; [13.92045455 21.07954545],0
s6,1,0.994887,4.1e-05,[41 11] ; [26  7],[40.98823529 11.01176471] ; [26.01176471  6.98823529],0
