Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,7.3e-05,15.732146,[34 11] ; [30 48],[23.41463415 21.58536585] ; [40.58536585 37.41463415],1
s2,1,0.005328,7.764574,[38  7] ; [49 32],[31.07142857 13.92857143] ; [55.92857143 25.07142857],0
p4,1,0.006349,7.448598,[26 18] ; [27 53],[18.80645161 25.19354839] ; [34.19354839 45.80645161],0
p5,1,0.007741,7.092444,[ 9 36] ; [ 4 77],[ 4.64285714 40.35714286] ; [ 8.35714286 72.64285714],0
p8,1,0.009283,6.767553,[24 19] ; [25 54],[17.2704918 25.7295082] ; [31.7295082 47.2704918],0
v1,1,0.012233,6.276846,[31 14] ; [36 43],[24.31451613 20.68548387] ; [42.68548387 36.31451613],0
s7,1,0.022479,5.208333,[33 12] ; [42 38],[27. 18.] ; [48. 32.],0
d3,1,0.026125,4.947697,[34 11] ; [45 36],[28.21428571 16.78571429] ; [50.78571429 30.21428571],0
s8,1,0.054951,3.683559,[28 16] ; [37 44],[22.88 21.12] ; [42.12 38.88],0
n4,1,0.056256,3.644455,[37  8] ; [53 27],[32.4 12.6] ; [57.6 22.4],0
p12,1,0.075927,3.15,[ 8 37] ; [ 6 75],[ 5. 40.] ; [ 9. 72.],0
a6,1,0.107364,2.592593,[30 15] ; [42 39],[25.71428571 19.28571429] ; [46.28571429 34.71428571],0
a2,1,0.128217,2.313954,[13 32] ; [14 67],[ 9.64285714 35.35714286] ; [17.35714286 63.64285714],0
n6,1,0.13387,2.247043,[41  3] ; [67 13],[38.32258065  5.67741935] ; [69.67741935 10.32258065],0
s3,1,0.140334,2.174293,[32  9] ; [52 28],[28.46280992 12.53719008] ; [55.53719008 24.46280992],0
b2,1,0.145243,2.121508,[13 12] ; [18 34],[10.06493506 14.93506494] ; [20.93506494 31.06493506],0
b3,1,0.145243,2.121508,[13 12] ; [18 34],[10.06493506 14.93506494] ; [20.93506494 31.06493506],0
n5,1,0.153909,2.033072,[35  9] ; [54 26],[31.58064516 12.41935484] ; [57.41935484 22.58064516],0
