Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.019773,5.431803,[11  3] ; [1 4],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
n5,1,0.019773,5.431803,[11  3] ; [1 4],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
n4,1,0.046301,3.970612,[12  2] ; [2 3],[10.31578947  3.68421053] ; [3.68421053 1.31578947],0
p11,1,0.083709,2.991369,[13  1] ; [3 2],[11.78947368  2.21052632] ; [4.21052632 0.78947368],0
d3,1,0.153338,2.03873,[6 8] ; [4 1],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
r4,1,0.211088,1.563946,[ 4 10] ; [3 2],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
v2,1,0.243498,1.360227,[7 7] ; [1 4],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
p8,1,0.243498,1.360227,[7 7] ; [4 1],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
p7,1,0.243498,1.360227,[7 7] ; [4 1],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
v4,1,0.243498,1.360227,[7 7] ; [4 1],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
a6,1,0.345099,0.891396,[5 9] ; [3 2],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
d4,1,0.418222,0.655306,[11  3] ; [3 2],[10.31578947  3.68421053] ; [3.68421053 1.31578947],0
d1,1,0.418222,0.655306,[ 3 11] ; [2 3],[ 3.68421053 10.31578947] ; [1.31578947 3.68421053],0
s1,1,0.421317,0.646639,[ 1 13] ; [1 4],[ 1.47368421 12.52631579] ; [0.52631579 4.47368421],0
r3,1,0.421317,0.646639,[13  1] ; [4 1],[12.52631579  1.47368421] ; [4.47368421 0.52631579],0
p9,1,0.45675,0.553846,[12  1] ; [4 1],[11.55555556  1.44444444] ; [4.44444444 0.55555556],0
a7,1,0.509893,0.434286,[8 6] ; [2 3],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
p3,1,0.636982,0.222711,[ 4 10] ; [2 3],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
p6,1,0.636982,0.222711,[ 4 10] ; [2 3],[4.42105263 9.57894737] ; [1.57894737 3.42105263],0
p4,1,0.636982,0.222711,[10  4] ; [3 2],[9.57894737 4.42105263] ; [3.42105263 1.57894737],0
s7,1,0.681777,0.168132,[8 5] ; [2 2],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
b5,1,0.700668,0.147778,[7 7] ; [3 2],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
v3,1,0.700668,0.147778,[7 7] ; [3 2],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
s5,1,0.708687,0.139592,[ 4 10] ; [1 4],[ 3.68421053 10.31578947] ; [1.31578947 3.68421053],0
s4,1,0.763573,0.090476,[ 2 12] ; [1 4],[ 2.21052632 11.78947368] ; [0.78947368 4.21052632],0
a8,1,0.813945,0.055385,[ 2 11] ; [1 4],[ 2.16666667 10.83333333] ; [0.83333333 4.16666667],0
s3,1,0.813945,0.055385,[6 7] ; [2 3],[5.77777778 7.22222222] ; [2.22222222 2.77777778],0
d2,1,0.864591,0.029082,[5 9] ; [2 3],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
v1,1,0.864591,0.029082,[5 9] ; [2 3],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
d5,1,0.911557,0.012338,[8 6] ; [3 2],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
r1,1,0.911557,0.012338,[8 6] ; [3 2],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
a5,1,0.911557,0.012338,[8 6] ; [3 2],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
a4,1,0.946375,0.004524,[ 3 11] ; [1 4],[ 2.94736842 11.05263158] ; [1.05263158 3.94736842],0
s2,1,0.95218,0.003596,[5 8] ; [2 3],[5.05555556 7.94444444] ; [1.94444444 3.05555556],0
u3,1,1.0,0.0,[3 2] ; [3 2],[3. 2.] ; [3. 2.],0
