Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.004882,7.922737,[18 10] ; [32 61],[11.57024793 16.42975207] ; [38.42975207 54.57024793],0
a5,1,0.011319,6.414524,[23  7] ; [50 49],[16.97674419 13.02325581] ; [56.02325581 42.97674419],0
r2,1,0.042227,4.126096,[28  2] ; [75 23],[24.140625  5.859375] ; [78.859375 19.140625],0
s2,1,0.042829,4.102134,[13 17] ; [24 75],[ 8.60465116 21.39534884] ; [28.39534884 70.60465116],0
r1,1,0.100107,2.703844,[23  7] ; [59 39],[19.21875 10.78125] ; [62.78125 35.21875],0
p6,1,0.103617,2.648972,[ 2 26] ; [19 74],[ 4.85950413 23.14049587] ; [16.14049587 76.85950413],0
p8,1,0.111156,2.537711,[12 16] ; [26 70],[ 8.58064516 19.41935484] ; [29.41935484 66.58064516],0
p1,1,0.122843,2.380696,[ 4 26] ; [ 5 93],[ 2.109375 27.890625] ; [ 6.890625 91.109375],0
a7,1,0.172667,1.859633,[22  8] ; [59 40],[18.8372093 11.1627907] ; [62.1627907 36.8372093],0
r4,1,0.188798,1.726971,[21  9] ; [56 43],[17.90697674 12.09302326] ; [59.09302326 39.90697674],0
v1,1,0.209935,1.571877,[14 16] ; [33 64],[11.1023622 18.8976378] ; [35.8976378 61.1023622],0
s5,1,0.248738,1.330376,[ 2 28] ; [14 81],[ 3.84 26.16] ; [12.16 82.84],0
b4,1,0.255004,1.295679,[19 11] ; [51 48],[16.27906977 13.72093023] ; [53.72093023 45.27906977],0
b5,1,0.351837,0.866819,[15 15] ; [59 40],[17.20930233 12.79069767] ; [56.79069767 42.20930233],0
v4,1,0.392439,0.731373,[24  6] ; [70 27],[22.20472441  7.79527559] ; [71.79527559 25.20472441],0
p9,1,0.421099,0.647245,[18 11] ; [52 45],[16.11111111 12.88888889] ; [53.88888889 43.11111111],0
p4,1,0.448682,0.57398,[11 17] ; [31 67],[ 9.33333333 18.66666667] ; [32.66666667 65.33333333],0
