Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.001062,10.716424,[22 18] ; [36  5],[28.64197531 11.35802469] ; [29.35802469 11.64197531],0
v3,1,0.005854,7.594697,[ 4 35] ; [14 24],[ 9.11688312 29.88311688] ; [ 8.88311688 29.11688312],0
v4,1,0.01486,5.933003,[33  8] ; [39  1],[36.44444444  4.55555556] ; [35.55555556  4.44444444],0
a3,1,0.03444,4.472727,[23 18] ; [32  9],[27.5 13.5] ; [27.5 13.5],0
n5,1,0.034617,4.463944,[16 25] ; [25 15],[20.75308642 20.24691358] ; [20.24691358 19.75308642],0
p10,1,0.045174,4.012139,[22 19] ; [30 10],[26.32098765 14.67901235] ; [25.67901235 14.32098765],0
s3,1,0.072198,3.232323,[26 14] ; [18 22],[22. 18.] ; [22. 18.],0
n4,1,0.076452,3.138756,[18 23] ; [26 15],[22. 19.] ; [22. 19.],0
r3,1,0.077325,3.120244,[34  7] ; [39  2],[36.5  4.5] ; [36.5  4.5],0
s1,1,0.083878,2.98811,[ 5 35] ; [ 1 40],[ 2.96296296 37.03703704] ; [ 3.03703704 37.96296296],0
n3,1,0.084903,2.96846,[6 5] ; [12  2],[7.92 3.08] ; [10.08  3.92],0
a5,1,0.110894,2.541429,[22 19] ; [29 12],[25.5 15.5] ; [25.5 15.5],0
d3,1,0.118918,2.43152,[21 18] ; [29 12],[24.375 14.625] ; [25.625 15.375],0
a6,1,0.138169,2.198232,[23 17] ; [30 11],[26.17283951 13.82716049] ; [26.82716049 14.17283951],0
d1,1,0.183934,1.76555,[16 25] ; [22 19],[19. 22.] ; [19. 22.],0
s7,1,0.189794,1.719218,[12 26] ; [18 21],[14.80519481 23.19480519] ; [15.19480519 23.80519481],0
r2,1,0.211019,1.564423,[30 11] ; [33  6],[32.2875  8.7125] ; [30.7125  8.2875],0
v1,1,0.223029,1.484775,[15 26] ; [20 20],[17.71604938 23.28395062] ; [17.28395062 22.71604938],0
a4,1,0.240021,1.380471,[16 25] ; [11 30],[13.5 27.5] ; [13.5 27.5],0
a7,1,0.254826,1.296648,[23 18] ; [28 13],[25.5 15.5] ; [25.5 15.5],0
u3,1,0.259656,1.270588,[10  8] ; [7 2],[11.33333333  6.66666667] ; [5.66666667 3.33333333],0
n1,1,0.276116,1.186108,[2 9] ; [5 8],[3.20833333 7.79166667] ; [3.79166667 9.20833333],0
a1,1,0.305212,1.051282,[ 3 38] ; [ 1 40],[ 2. 39.] ; [ 2. 39.],0
p1,1,0.305212,1.051282,[ 1 40] ; [ 3 38],[ 2. 39.] ; [ 2. 39.],0
r1,1,0.342487,0.901099,[26 15] ; [30 11],[28. 13.] ; [28. 13.],0
p9,1,0.342487,0.901099,[26 15] ; [30 11],[28. 13.] ; [28. 13.],0
r4,1,0.342487,0.901099,[26 15] ; [30 11],[28. 13.] ; [28. 13.],0
p5,1,0.413835,0.667756,[ 2 38] ; [ 4 37],[ 2.96296296 37.03703704] ; [ 3.03703704 37.96296296],0
n2,1,0.420345,0.649351,[8 3] ; [12  2],[8.8 2.2] ; [11.2  2.8],0
p3,1,0.438781,0.599467,[18 23] ; [21 19],[19.74074074 21.25925926] ; [19.25925926 20.74074074],0
b4,1,0.507088,0.440072,[23 18] ; [20 21],[21.5 19.5] ; [21.5 19.5],0
p4,1,0.557663,0.343767,[23 18] ; [25 15],[24.2962963 16.7037037] ; [23.7037037 16.2962963],0
b1,1,0.63505,0.225275,[27 14] ; [29 12],[28. 13.] ; [28. 13.],0
p6,1,0.636871,0.222857,[13 26] ; [15 24],[14. 25.] ; [14. 25.],0
u1,1,0.692688,0.15619,[ 3 38] ; [ 4 37],[ 3.5 37.5] ; [ 3.5 37.5],0
s4,1,0.775151,0.081592,[ 8 33] ; [ 7 34],[ 7.5 33.5] ; [ 7.5 33.5],0
a2,1,0.775151,0.081592,[ 8 33] ; [ 7 34],[ 7.5 33.5] ; [ 7.5 33.5],0
p11,1,0.810421,0.057544,[28 13] ; [29 12],[28.5 12.5] ; [28.5 12.5],0
b5,1,0.817332,0.053351,[27 14] ; [26 15],[26.5 14.5] ; [26.5 14.5],0
a8,1,0.81996,0.0518,[ 5 34] ; [ 4 32],[ 4.68 34.32] ; [ 4.32 31.68],0
s6,1,0.82183,0.050711,[25 16] ; [24 17],[24.5 16.5] ; [24.5 16.5],0
p8,1,0.822572,0.050283,[21 19] ; [22 18],[21.5 18.5] ; [21.5 18.5],0
s5,1,0.840911,0.040292,[10 31] ; [ 9 31],[ 9.61728395 31.38271605] ; [ 9.38271605 30.61728395],0
d2,1,0.893391,0.01796,[16 24] ; [17 24],[16.2962963 23.7037037] ; [16.7037037 24.2962963],0
s2,1,0.928448,0.008064,[16 24] ; [16 25],[15.80246914 24.19753086] ; [16.19753086 24.80246914],0
d4,1,0.945902,0.004604,[29 11] ; [30 11],[29.13580247 10.86419753] ; [29.86419753 11.13580247],0
b3,1,0.947176,0.004389,[ 5 22] ; [ 5 21],[ 5.09433962 21.90566038] ; [ 4.90566038 21.09433962],0
b2,1,0.947176,0.004389,[ 5 22] ; [ 5 21],[ 5.09433962 21.90566038] ; [ 4.90566038 21.09433962],0
s8,1,1.0,0.0,[15 26] ; [15 26],[15. 26.] ; [15. 26.],0
u2,1,1.0,0.0,[14  4] ; [7 2],[14.  4.] ; [7. 2.],0
p2,1,1.0,0.0,[32  8] ; [32  8],[32.  8.] ; [32.  8.],0
