Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.9e-05,18.290342,[21  8] ; [18 51],[11.54081633 17.45918367] ; [27.45918367 41.54081633],1
p11,1,0.00038,12.625653,[26  6] ; [30 39],[17.74257426 14.25742574] ; [38.25742574 30.74257426],1
p4,1,0.00212,9.442974,[19 13] ; [19 50],[12.03960396 19.96039604] ; [25.96039604 43.03960396],0
d2,1,0.006516,7.401628,[ 6 26] ; [32 36],[12.16 19.84] ; [25.84 42.16],0
s1,1,0.017222,5.673626,[ 4 28] ; [ 1 68],[ 1.58415842 30.41584158] ; [ 3.41584158 65.58415842],0
p3,1,0.018539,5.544441,[15 17] ; [16 52],[ 9.92 22.08] ; [21.08 46.92],0
a3,1,0.023143,5.157715,[12 20] ; [42 26],[17.28 14.72] ; [36.72 31.28],0
v4,1,0.025631,4.980745,[24  6] ; [39 30],[19.09090909 10.90909091] ; [43.90909091 25.09090909],0
r3,1,0.025639,4.980181,[24  8] ; [35 33],[18.88 13.12] ; [40.12 27.88],0
p2,1,0.03328,4.53131,[23  8] ; [35 33],[18.16161616 12.83838384] ; [39.83838384 28.16161616],0
p10,1,0.039162,4.253835,[19 10] ; [29 39],[14.35051546 14.64948454] ; [33.64948454 34.35051546],0
s8,1,0.049287,3.865545,[10 22] ; [10 59],[ 6.33663366 25.66336634] ; [13.66336634 55.33663366],0
b2,1,0.049714,3.851091,[ 3 16] ; [17 24],[ 6.33333333 12.66666667] ; [13.66666667 27.33333333],0
b3,1,0.049714,3.851091,[ 3 16] ; [17 24],[ 6.33333333 12.66666667] ; [13.66666667 27.33333333],0
p5,1,0.051372,3.7961,[ 4 27] ; [ 2 67],[ 1.86 29.14] ; [ 4.14 64.86],0
a4,1,0.058666,3.574711,[ 5 27] ; [23 45],[ 8.96 23.04] ; [19.04 48.96],0
d1,1,0.066088,3.377617,[ 7 25] ; [28 41],[11.08910891 20.91089109] ; [23.91089109 45.08910891],0
u3,1,0.073235,3.208979,[ 9 10] ; [ 6 21],[ 6.19565217 12.80434783] ; [ 8.80434783 18.19565217],0
p6,1,0.0821,3.022836,[10 21] ; [11 55],[ 6.71134021 24.28865979] ; [14.28865979 51.71134021],0
s2,1,0.106021,2.612555,[14 18] ; [19 50],[10.45544554 21.54455446] ; [22.54455446 46.45544554],0
s4,1,0.152887,2.043205,[ 9 23] ; [11 58],[ 6.33663366 25.66336634] ; [13.66336634 55.33663366],0
u2,1,0.185226,1.755189,[10 10] ; [ 8 18],[ 7.82608696 12.17391304] ; [10.17391304 15.82608696],0
n5,1,0.200792,1.636603,[17 14] ; [47 22],[19.84 11.16] ; [44.16 24.84],0
s7,1,0.204008,1.613445,[12 20] ; [16 48],[ 9.33333333 22.66666667] ; [18.66666667 45.33333333],0
a7,1,0.231782,1.429893,[18 14] ; [30 39],[15.20792079 16.79207921] ; [32.79207921 36.20792079],0
n6,1,0.233509,1.419358,[21 10] ; [38 31],[18.29 12.71] ; [40.71 28.29],0
n2,1,0.26638,1.235294,[10  4] ; [15 13],[8.33333333 5.66666667] ; [16.66666667 11.33333333],0
b5,1,0.268926,1.222217,[20 12] ; [35 34],[17.42574257 14.57425743] ; [37.57425743 31.42574257],0
b1,1,0.297524,1.08526,[15 17] ; [40 29],[17.42574257 14.57425743] ; [37.57425743 31.42574257],0
s6,1,0.312075,1.021871,[14 18] ; [23 46],[11.72277228 20.27722772] ; [25.27722772 43.72277228],0
b4,1,0.355846,0.852501,[14 18] ; [37 32],[16.15841584 15.84158416] ; [34.84158416 34.15841584],0
v3,1,0.373886,0.79071,[ 4 27] ; [14 55],[ 5.58 25.42] ; [12.42 56.58],0
d5,1,0.381375,0.766266,[17 15] ; [43 26],[19.00990099 12.99009901] ; [40.99009901 28.00990099],0
n4,1,0.381375,0.766266,[17 15] ; [43 26],[19.00990099 12.99009901] ; [40.99009901 28.00990099],0
d4,1,0.386767,0.749081,[18 14] ; [45 24],[19.96039604 12.03960396] ; [43.03960396 25.96039604],0
a1,1,0.402812,0.699914,[ 2 30] ; [ 8 61],[ 3.16831683 28.83168317] ; [ 6.83168317 62.16831683],0
a2,1,0.402812,0.699914,[ 2 30] ; [ 8 61],[ 3.16831683 28.83168317] ; [ 6.83168317 62.16831683],0
u1,1,0.414957,0.664554,[ 1 31] ; [ 5 64],[ 1.9009901 30.0990099] ; [ 4.0990099 64.9009901],0
a5,1,0.430826,0.620595,[14 18] ; [36 33],[15.84158416 16.15841584] ; [34.15841584 34.84158416],0
a8,1,0.464872,0.534138,[ 1 28] ; [ 5 63],[ 1.79381443 27.20618557] ; [ 4.20618557 63.79381443],0
p9,1,0.496788,0.461791,[21 11] ; [38 27],[19.46391753 12.53608247] ; [39.53608247 25.46391753],0
s5,1,0.510455,0.433135,[ 3 27] ; [10 57],[ 4.02061856 25.97938144] ; [ 8.97938144 58.02061856],0
p12,1,0.557284,0.344429,[ 1 30] ; [ 1 68],[ 0.62 30.38] ; [ 1.38 67.62],0
n1,1,0.636906,0.222812,[5 9] ; [ 8 20],[4.33333333 9.66666667] ; [ 8.66666667 19.33333333],0
s3,1,0.637195,0.222429,[12 19] ; [23 45],[10.95959596 20.04040404] ; [24.04040404 43.95959596],0
a6,1,0.7024,0.145988,[18 14] ; [36 33],[17.10891089 14.89108911] ; [36.89108911 32.10891089],0
v1,1,0.757562,0.095285,[11 20] ; [21 44],[10.33333333 20.66666667] ; [21.66666667 43.33333333],0
d3,1,0.770588,0.085034,[15 17] ; [34 34],[15.68 16.32] ; [33.32 34.68],0
p1,1,0.873935,0.025174,[ 3 28] ; [ 6 63],[ 2.79 28.21] ; [ 6.21 62.79],0
r2,1,0.877802,0.023641,[17 12] ; [37 28],[16.65957447 12.34042553] ; [37.34042553 27.65957447],0
v2,1,0.996353,2.1e-05,[11 21] ; [23 44],[10.98989899 21.01010101] ; [23.01010101 43.98989899],0
n3,1,1.0,0.0,[8 6] ; [16 12],[8. 6.] ; [16. 12.],0
