Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7e-06,20.072188,[217  11] ; [6 4],[213.6302521  14.3697479] ; [9.3697479 0.6302521],1
r1,1,4e-05,16.867622,[197  29] ; [4 6],[192.48305085  33.51694915] ; [8.51694915 1.48305085],1
d5,1,0.000209,13.74912,[192  34] ; [4 6],[187.69491525  38.30508475] ; [8.30508475 1.69491525],1
r2,1,0.000247,13.431637,[217   9] ; [7 3],[214.50847458  11.49152542] ; [9.49152542 0.50847458],1
p10,1,0.000979,10.866572,[207  19] ; [6 4],[203.97457627  22.02542373] ; [9.02542373 0.97457627],1
v2,1,0.00112,10.617245,[137  85] ; [1 9],[132.05172414  89.94827586] ; [5.94827586 4.05172414],0
v4,1,0.0031,8.747797,[219   6] ; [8 2],[217.34042553   7.65957447] ; [9.65957447 0.34042553],0
p9,1,0.00334,8.61198,[209  15] ; [6 3],[206.69527897  17.30472103] ; [8.30472103 0.69527897],0
p7,1,0.003495,8.529223,[173  45] ; [4 6],[169.23684211  48.76315789] ; [7.76315789 2.23684211],0
d3,1,0.006856,7.310283,[160  67] ; [3 7],[156.12236287  70.87763713] ; [6.87763713 3.12236287],0
d4,1,0.01017,6.604904,[199  27] ; [6 4],[196.31355932  29.68644068] ; [8.68644068 1.31355932],0
s1,1,0.011706,6.354864,[  8 217] ; [2 8],[  9.57446809 215.42553191] ; [0.42553191 9.57446809],0
d1,1,0.018956,5.505569,[151  77] ; [3 7],[147.52941176  80.47058824] ; [6.47058824 3.52941176],0
v3,1,0.025991,4.956637,[102 121] ; [1 9],[ 98.57939914 124.42060086] ; [4.42060086 5.57939914],0
s8,1,0.036346,4.380812,[130  96] ; [2 7],[126.94468085  99.05531915] ; [5.05531915 3.94468085],0
p3,1,0.039867,4.223528,[141  85] ; [3 7],[137.89830508  88.10169492] ; [6.10169492 3.89830508],0
p4,1,0.043296,4.083808,[158  67] ; [4 6],[155.10638298  69.89361702] ; [6.89361702 3.10638298],0
s7,1,0.04751,3.927241,[145  76] ; [3 6],[142.20869565  78.79130435] ; [5.79130435 3.20869565],0
a7,1,0.056215,3.64567,[157  71] ; [4 6],[154.23529412  73.76470588] ; [6.76470588 3.23529412],0
u3,1,0.056831,3.62753,[37 15] ; [1 3],[35.28571429 16.71428571] ; [2.71428571 1.28571429],0
s3,1,0.079479,3.075528,[159  63] ; [4 5],[156.64935065  65.35064935] ; [6.35064935 2.64935065],0
p1,1,0.081266,3.039399,[ 26 200] ; [3 7],[ 27.77118644 198.22881356] ; [1.22881356 8.77118644],0
p2,1,0.081266,3.039399,[200  26] ; [7 3],[198.22881356  27.77118644] ; [8.77118644 1.22881356],0
v1,1,0.132073,2.267969,[143  82] ; [4 6],[140.74468085  84.25531915] ; [6.25531915 3.74468085],0
p8,1,0.164974,1.928034,[149  74] ; [4 5],[147.06465517  75.93534483] ; [5.93534483 3.06465517],0
a3,1,0.198664,1.652169,[176  51] ; [6 4],[174.32067511  52.67932489] ; [7.67932489 2.32067511],0
b2,1,0.212381,1.55512,[69 76] ; [2 6],[67.2875817 77.7124183] ; [3.7124183 4.2875817],0
b3,1,0.212381,1.55512,[69 76] ; [2 6],[67.2875817 77.7124183] ; [3.7124183 4.2875817],0
b4,1,0.215808,1.53203,[138  90] ; [8 2],[139.86554622  88.13445378] ; [6.13445378 3.86554622],0
a4,1,0.236246,1.402853,[112 116] ; [3 7],[110.16806723 117.83193277] ; [4.83193277 5.16806723],0
p6,1,0.242413,1.366507,[109 114] ; [3 7],[107.19313305 115.80686695] ; [4.80686695 5.19313305],0
s2,1,0.405357,0.692378,[163  63] ; [6 4],[161.83898305  64.16101695] ; [7.16101695 2.83898305],0
n4,1,0.412942,0.670314,[181  47] ; [9 1],[182.01680672  45.98319328] ; [7.98319328 2.01680672],0
b5,1,0.500724,0.453401,[112 116] ; [6 4],[113.04201681 114.95798319] ; [4.95798319 5.04201681],0
n1,1,0.550407,0.356589,[22 21] ; [1 2],[21.5 21.5] ; [1.5 1.5],0
s4,1,0.601144,0.273274,[ 51 172] ; [3 7],[ 51.68240343 171.31759657] ; [2.31759657 7.68240343],0
b1,1,0.66225,0.190802,[ 76 152] ; [4 6],[ 76.63865546 151.36134454] ; [3.36134454 6.63865546],0
p5,1,0.683944,0.16572,[ 55 171] ; [3 7],[ 55.54237288 170.45762712] ; [2.45762712 7.54237288],0
a1,1,0.720018,0.128475,[ 16 212] ; [1 9],[ 16.28571429 211.71428571] ; [0.71428571 9.28571429],0
s6,1,0.788839,0.071727,[192  32] ; [8 1],[192.27467811  31.72532189] ; [7.72532189 1.27467811],0
a6,1,0.811111,0.057118,[144  82] ; [6 4],[143.6440678  82.3559322] ; [6.3559322 3.6440678],0
u2,1,0.849624,0.035948,[28 23] ; [2 2],[27.81818182 23.18181818] ; [2.18181818 1.81818182],0
n6,1,0.863048,0.029755,[206  19] ; [9 1],[205.85106383  19.14893617] ; [9.14893617 0.85106383],0
d2,1,0.956315,0.003001,[115 111] ; [5 5],[114.91525424 111.08474576] ; [5.08474576 4.91525424],0
a5,1,0.983676,0.000419,[183  45] ; [8 2],[182.97478992  45.02521008] ; [8.02521008 1.97478992],0
