Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,57.575029,[ 29 197] ; [78 86],[ 62.00512821 163.99487179] ; [ 44.99487179 119.00512821],1
r1,1,0.000212,13.72299,[156  76] ; [139  27],[171.95979899  60.04020101] ; [123.04020101  42.95979899],1
a5,1,0.000527,12.018026,[139  93] ; [127  39],[155.05527638  76.94472362] ; [110.94472362  55.05527638],1
a3,1,0.003266,8.652671,[139  93] ; [123  43],[152.72361809  79.27638191] ; [109.27638191  56.72361809],0
s1,1,0.005224,7.800214,[ 14 217] ; [  1 163],[  8.7721519 222.2278481] ; [  6.2278481 157.7721519],0
a7,1,0.008691,6.885195,[153  78] ; [130  36],[164.6675063  66.3324937] ; [118.3324937  47.6675063],0
d5,1,0.019427,5.462678,[167  63] ; [138  29],[176.70025189  53.29974811] ; [128.29974811  38.70025189],0
b5,1,0.020511,5.367896,[141  91] ; [82 85],[129.6641604 102.3358396] ; [93.3358396 73.6641604],0
p10,1,0.025148,5.013633,[158  70] ; [131  34],[167.66412214  60.33587786] ; [121.33587786  43.66412214],0
d1,1,0.02981,4.720223,[112 120] ; [99 68],[122.68671679 109.31328321] ; [88.31328321 78.68671679],0
p12,1,0.051483,3.792489,[  7 224] ; [ 12 153],[ 11.08333333 219.91666667] ; [  7.91666667 157.08333333],0
r2,1,0.070264,3.276835,[205  24] ; [158   9],[209.91666667  19.08333333] ; [153.08333333  13.91666667],0
d2,1,0.080541,3.05395,[ 94 136] ; [83 84],[102.5440806 127.4559194] ; [74.4559194 92.5440806],0
s5,1,0.088135,2.908105,[ 56 172] ; [ 51 106],[ 63.36623377 164.63376623] ; [ 43.63376623 113.36623377],0
d4,1,0.093387,2.815003,[176  55] ; [138  28],[182.70528967  48.29471033] ; [131.29471033  34.70528967],0
p1,1,0.106499,2.605418,[ 19 210] ; [  7 159],[ 15.07341772 213.92658228] ; [ 10.92658228 155.07341772],0
d3,1,0.115323,2.479724,[144  85] ; [117  49],[151.31392405  77.68607595] ; [109.68607595  56.31392405],0
a2,1,0.12395,2.366685,[ 41 191] ; [ 40 127],[ 47.09774436 184.90225564] ; [ 33.90225564 133.09774436],0
p2,1,0.134387,2.241076,[185  45] ; [123  43],[178.88888889  51.11111111] ; [129.11111111  36.88888889],0
p6,1,0.141308,2.163659,[ 75 156] ; [ 42 122],[ 68.42278481 162.57721519] ; [ 48.57721519 115.42278481],0
u2,1,0.141563,2.160892,[51 41] ; [18 25],[47.02222222 44.97777778] ; [21.97777778 21.02222222],0
s8,1,0.154679,2.025488,[ 73 159] ; [ 64 103],[ 79.65914787 152.34085213] ; [ 57.34085213 109.65914787],0
a6,1,0.168058,1.900179,[149  82] ; [118  48],[155.35768262  75.64231738] ; [111.64231738  54.35768262],0
u1,1,0.173765,1.850158,[ 29 203] ; [ 29 138],[ 33.72431078 198.27568922] ; [ 24.27568922 142.72431078],0
p9,1,0.176087,1.830347,[171  58] ; [132  32],[176.55725191  52.44274809] ; [126.44274809  37.55725191],0
p7,1,0.184962,1.757295,[124 102] ; [101  63],[130.38461538  95.61538462] ; [94.61538462 69.38461538],0
n2,1,0.185049,1.7566,[47 24] ; [32  9],[50.08035714 20.91964286] ; [28.91964286 12.08035714],0
n3,1,0.208689,1.580497,[48 21] ; [33  8],[50.80909091 18.19090909] ; [30.19090909 10.80909091],0
s2,1,0.22897,1.447249,[ 98 133] ; [81 86],[103.8919598 127.1080402] ; [75.1080402 91.8919598],0
a1,1,0.233515,1.419321,[  7 225] ; [  9 158],[  9.30325815 222.69674185] ; [  6.69674185 160.30325815],0
s7,1,0.262235,1.256918,[ 91 134] ; [73 85],[ 96.34464752 128.65535248] ; [67.65535248 90.34464752],0
s3,1,0.273921,1.197003,[118 114] ; [92 71],[123.34177215 108.65822785] ; [86.65822785 76.34177215],0
p3,1,0.360428,0.8364,[ 91 140] ; [73 93],[ 95.4256927 135.5743073] ; [68.5743073 97.4256927],0
u3,1,0.360588,0.835844,[49 42] ; [20 24],[46.51111111 44.48888889] ; [22.48888889 21.51111111],0
n1,1,0.361406,0.833001,[23 46] ; [10 30],[20.88990826 48.11009174] ; [12.11009174 27.88990826],0
p11,1,0.390433,0.737594,[169  63] ; [128  39],[172.69172932  59.30827068] ; [124.30827068  42.69172932],0
n4,1,0.391731,0.733562,[157  75] ; [119  47],[160.88442211  71.11557789] ; [115.11557789  50.88442211],0
b4,1,0.413576,0.668498,[128 104] ; [99 68],[131.98997494 100.01002506] ; [95.01002506 71.98997494],0
r4,1,0.433776,0.612691,[204  28] ; [151  16],[206.4160401  25.5839599] ; [148.5839599  18.4160401],0
p4,1,0.44316,0.588087,[113 117] ; [87 77],[116.75126904 113.24873096] ; [83.24873096 80.75126904],0
v4,1,0.450155,0.57026,[215  16] ; [152  15],[213.00753769  17.99246231] ; [153.99246231  13.00753769],0
p8,1,0.484322,0.489115,[102 130] ; [77 85],[105.40101523 126.59898477] ; [73.59898477 88.40101523],0
n5,1,0.546038,0.364464,[149  81] ; [102  63],[146.15189873  83.84810127] ; [104.84810127  60.15189873],0
s6,1,0.578077,0.309354,[136  92] ; [103  62],[138.65648855  89.34351145] ; [100.34351145  64.65648855],0
b1,1,0.584168,0.299544,[ 91 141] ; [ 61 106],[ 88.38095238 143.61904762] ; [ 63.61904762 103.38095238],0
b3,1,0.629967,0.232106,[36 87] ; [31 65],[37.63013699 85.36986301] ; [29.36986301 66.63013699],0
b2,1,0.629967,0.232106,[36 87] ; [31 65],[37.63013699 85.36986301] ; [29.36986301 66.63013699],0
p5,1,0.659741,0.193838,[ 18 213] ; [ 11 155],[ 16.87405542 214.12594458] ; [ 12.12594458 153.87405542],0
a8,1,0.809127,0.058347,[ 26 192] ; [ 17 136],[ 25.26684636 192.73315364] ; [ 17.73315364 135.26684636],0
s4,1,0.842558,0.039451,[ 43 185] ; [ 30 136],[ 42.24365482 185.75634518] ; [ 30.75634518 135.24365482],0
a4,1,0.84568,0.037882,[ 90 142] ; [ 66 100],[ 90.93467337 141.06532663] ; [ 65.06532663 100.93467337],0
n6,1,0.868579,0.027378,[186  46] ; [135  32],[186.64661654  45.35338346] ; [134.35338346  32.64661654],0
