Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000903,11.01702,[237 313] ; [ 4 27],[228.14113597 321.85886403] ; [12.85886403 18.14113597],1
b1,1,0.003068,8.7667,[202 353] ; [20 12],[209.89778535 345.10221465] ; [12.10221465 19.89778535],0
v1,1,0.004631,8.018074,[321 216] ; [11 21],[313.32864675 223.67135325] ; [18.67135325 13.32864675],0
a4,1,0.006688,7.354854,[275 279] ; [ 8 24],[267.54607509 286.45392491] ; [15.45392491 16.54607509],0
p4,1,0.009263,6.771371,[375 178] ; [14 17],[368.3510274 184.6489726] ; [20.6489726 10.3510274],0
s6,1,0.022447,5.210776,[388 151] ; [17 15],[382.30297723 156.69702277] ; [22.69702277  9.30297723],0
p2,1,0.027864,4.836439,[487  65] ; [24  8],[483.  69.] ; [28.  4.],0
n6,1,0.034504,4.469533,[507  44] ; [26  6],[503.74442539  47.25557461] ; [29.25557461  2.74442539],0
p3,1,0.036123,4.391306,[320 233] ; [12 19],[314.37671233 238.62328767] ; [17.62328767 13.37671233],0
p11,1,0.053831,3.717917,[483  72] ; [24  8],[479.36115843  75.63884157] ; [27.63884157  4.36115843],0
p5,1,0.058547,3.578083,[ 84 466] ; [ 1 31],[ 80.32646048 469.67353952] ; [ 4.67353952 27.32646048],0
s1,1,0.059169,3.560514,[ 17 530] ; [ 3 29],[ 18.89464594 528.10535406] ; [ 1.10535406 30.89464594],0
a5,1,0.067362,3.346163,[440 115] ; [21 11],[435.86882453 119.13117547] ; [25.13117547  6.86882453],0
a3,1,0.077142,3.124099,[422 131] ; [20 12],[417.82222222 135.17777778] ; [24.17777778  7.82222222],0
b3,1,0.093874,2.806655,[143 208] ; [ 5 17],[139.27077748 211.72922252] ; [ 8.72922252 13.27077748],0
b2,1,0.093874,2.806655,[143 208] ; [ 5 17],[139.27077748 211.72922252] ; [ 8.72922252 13.27077748],0
s5,1,0.150872,2.063413,[199 330] ; [ 8 24],[195.19251337 333.80748663] ; [11.80748663 20.19251337],0
s4,1,0.156963,2.00324,[ 87 461] ; [ 2 29],[ 84.23488774 463.76511226] ; [ 4.76511226 26.23488774],0
a2,1,0.160576,1.968798,[149 406] ; [ 5 27],[145.60477002 409.39522998] ; [ 8.39522998 23.60477002],0
a1,1,0.259942,1.269065,[ 27 528] ; [ 3 29],[ 28.36456559 526.63543441] ; [ 1.63543441 30.36456559],0
s8,1,0.270893,1.212218,[279 272] ; [13 19],[275.97255575 275.02744425] ; [16.02744425 15.97255575],0
u1,1,0.288738,1.125499,[112 443] ; [ 4 28],[109.67632027 445.32367973] ; [ 6.32367973 25.67632027],0
r4,1,0.290509,1.117262,[514  41] ; [28  4],[512.45315162  42.54684838] ; [29.54684838  2.45315162],0
v2,1,0.324681,0.969997,[322 210] ; [16 15],[319.38898757 212.61101243] ; [18.61101243 12.38898757],0
p8,1,0.354331,0.857886,[319 228] ; [16 16],[316.48531952 230.51468048] ; [18.51468048 13.48531952],0
n5,1,0.384774,0.755394,[493  59] ; [27  5],[491.50684932  60.49315068] ; [28.49315068  3.50684932],0
r3,1,0.409776,0.679451,[531  19] ; [30  2],[530.15463918  19.84536082] ; [30.84536082  1.15463918],0
