Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000496,12.129187,[17  2] ; [3 8],[12.66666667  6.33333333] ; [7.33333333 3.66666667],1
a3,1,0.001209,10.475871,[15  4] ; [2 9],[10.76666667  8.23333333] ; [6.23333333 4.76666667],0
d1,1,0.008553,6.913876,[11  8] ; [ 1 10],[ 7.6 11.4] ; [4.4 6.6],0
p3,1,0.013433,6.111195,[14  5] ; [3 8],[10.76666667  8.23333333] ; [6.23333333 4.76666667],0
n4,1,0.019679,5.440123,[15  4] ; [4 7],[12.03333333  6.96666667] ; [6.96666667 4.03333333],0
d5,1,0.029279,4.751107,[17  2] ; [6 5],[14.56666667  4.43333333] ; [8.43333333 2.56666667],0
p9,1,0.029279,4.751107,[17  2] ; [6 5],[14.56666667  4.43333333] ; [8.43333333 2.56666667],0
a4,1,0.034405,4.474442,[11  8] ; [2 9],[ 8.23333333 10.76666667] ; [4.76666667 6.23333333],0
s8,1,0.047388,3.931571,[10  8] ; [2 9],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
s6,1,0.053019,3.743316,[11  6] ; [3 8],[8.5 8.5] ; [5.5 5.5],0
d2,1,0.063444,3.444976,[10  9] ; [2 9],[ 7.6 11.4] ; [4.4 6.6],0
p10,1,0.07558,3.157469,[14  4] ; [5 6],[11.79310345  6.20689655] ; [7.20689655 3.79310345],0
v3,1,0.081497,3.034782,[ 7 11] ; [ 1 10],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
n5,1,0.103332,2.653345,[16  2] ; [7 4],[14.27586207  3.72413793] ; [8.72413793 2.27586207],0
d4,1,0.122056,2.390742,[14  5] ; [5 6],[12.03333333  6.96666667] ; [6.96666667 4.03333333],0
d3,1,0.153046,2.041629,[11  8] ; [3 7],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
p4,1,0.159877,1.975393,[15  4] ; [6 5],[13.3  5.7] ; [7.7 3.3],0
p7,1,0.171857,1.866667,[12  6] ; [9 1],[13.5  4.5] ; [7.5 2.5],0
v2,1,0.171857,1.866667,[12  6] ; [4 6],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
s7,1,0.233762,1.417824,[11  5] ; [4 5],[9.6 6.4] ; [5.4 3.6],0
v1,1,0.295108,1.096171,[8 9] ; [3 8],[ 6.67857143 10.32142857] ; [4.32142857 6.67857143],0
s2,1,0.314736,1.010695,[11  6] ; [5 6],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
u2,1,0.316565,1.003086,[2 2] ; [7 2],[2.76923077 1.23076923] ; [6.23076923 2.76923077],0
b4,1,0.345702,0.889173,[ 7 12] ; [6 5],[ 8.23333333 10.76666667] ; [4.76666667 6.23333333],0
a7,1,0.345702,0.889173,[12  7] ; [5 6],[10.76666667  8.23333333] ; [6.23333333 4.76666667],0
r1,1,0.375728,0.784632,[ 6 12] ; [2 9],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
p5,1,0.396898,0.717703,[ 4 15] ; [ 1 10],[ 3.16666667 15.83333333] ; [1.83333333 9.16666667],0
s4,1,0.408384,0.683502,[ 4 14] ; [4 7],[ 4.96551724 13.03448276] ; [3.03448276 7.96551724],0
b1,1,0.416556,0.660012,[11  8] ; [8 3],[12.03333333  6.96666667] ; [6.96666667 4.03333333],0
a6,1,0.447256,0.577597,[13  6] ; [6 5],[12.03333333  6.96666667] ; [6.96666667 4.03333333],0
v4,1,0.502716,0.449198,[12  5] ; [9 2],[12.75  4.25] ; [8.25 2.75],0
p2,1,0.552234,0.353331,[17  2] ; [9 2],[16.46666667  2.53333333] ; [9.53333333 1.46666667],0
p8,1,0.557765,0.343588,[10  9] ; [7 4],[10.76666667  8.23333333] ; [6.23333333 4.76666667],0
n2,1,0.611541,0.257937,[5 1] ; [5 2],[4.61538462 1.38461538] ; [5.38461538 1.61538462],0
b2,1,0.6885,0.160714,[5 9] ; [1 3],[4.66666667 9.33333333] ; [1.33333333 2.66666667],0
b3,1,0.6885,0.160714,[5 9] ; [1 3],[4.66666667 9.33333333] ; [1.33333333 2.66666667],0
s3,1,0.698791,0.149733,[9 8] ; [5 6],[8.5 8.5] ; [5.5 5.5],0
n1,1,0.724939,0.12381,[2 4] ; [3 4],[2.30769231 3.69230769] ; [2.69230769 4.30769231],0
n3,1,0.796762,0.066327,[3 3] ; [4 3],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
r2,1,0.824016,0.049454,[11  5] ; [8 3],[11.25925926  4.74074074] ; [7.74074074 3.25925926],0
r3,1,0.90261,0.014973,[12  5] ; [8 3],[12.14285714  4.85714286] ; [7.85714286 3.14285714],0
b5,1,0.954452,0.003262,[14  5] ; [8 3],[13.93333333  5.06666667] ; [8.06666667 2.93333333],0
p11,1,0.954452,0.003262,[14  5] ; [8 3],[13.93333333  5.06666667] ; [8.06666667 2.93333333],0
s5,1,1.0,0.0,[ 3 12] ; [2 8],[ 3. 12.] ; [2. 8.],0
