Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,102.431481,[ 67 159] ; [323 136],[128.67153285  97.32846715] ; [261.32846715 197.67153285],1
v1,1,0.017079,5.688259,[110 109] ; [271 181],[124.35022355  94.64977645] ; [256.64977645 195.35022355],0
d1,1,0.019555,5.451183,[125 102] ; [297 165],[139.03338171  87.96661829] ; [282.96661829 179.03338171],0
n5,1,0.023661,5.119298,[164  62] ; [369  91],[175.59475219  50.40524781] ; [357.40524781 102.59475219],0
n4,1,0.026457,4.925902,[169  58] ; [376  84],[180.08005822  46.91994178] ; [364.91994178  95.08005822],0
v2,1,0.030025,4.707857,[114 101] ; [276 170],[126.85325265  88.14674735] ; [263.14674735 182.85325265],0
n1,1,0.031518,4.624545,[31 33] ; [24 54],[24.78873239 39.21126761] ; [30.21126761 47.78873239],0
r3,1,0.059654,3.546966,[220   7] ; [456   5],[223.04069767   3.95930233] ; [452.95930233   8.04069767],0
a8,1,0.064556,3.416289,[ 24 184] ; [ 72 347],[ 31.84688995 176.15311005] ; [ 64.15311005 354.84688995],0
n3,1,0.064635,3.41427,[45 19] ; [65 13],[49.57746479 14.42253521] ; [60.42253521 17.57746479],0
a5,1,0.087852,2.913296,[164  63] ; [361 101],[172.96806967  54.03193033] ; [352.03193033 109.96806967],0
d4,1,0.096066,2.769664,[182  45] ; [391  68],[189.60787172  37.39212828] ; [383.39212828  75.60787172],0
s6,1,0.119448,2.424539,[151  73] ; [330 121],[159.62074074  64.37925926] ; [321.37925926 129.62074074],0
b1,1,0.149794,2.074352,[ 69 158] ; [166 296],[ 77.42380261 149.57619739] ; [157.57619739 304.42380261],0
u1,1,0.1984,1.654113,[ 36 191] ; [ 92 370],[ 42.1712627 184.8287373] ; [ 85.8287373 376.1712627],0
s1,1,0.242098,1.368336,[  9 215] ; [ 11 446],[  6.57856094 217.42143906] ; [ 13.42143906 443.57856094],0
s3,1,0.252113,1.311555,[122 102] ; [270 187],[128.93979442  95.06020558] ; [263.06020558 193.93979442],0
s2,1,0.366254,0.816336,[114 110] ; [251 209],[119.53216374 104.46783626] ; [245.46783626 214.53216374],0
b4,1,0.39341,0.728377,[136  91] ; [261 201],[130.79680697  96.20319303] ; [266.20319303 195.79680697],0
a4,1,0.424148,0.638793,[102 124] ; [223 238],[106.91411936 119.08588064] ; [218.08588064 242.91411936],0
u3,1,0.525631,0.402831,[47 29] ; [60 45],[44.9281768 31.0718232] ; [62.0718232 42.9281768],0
d2,1,0.54834,0.3603,[107 119] ; [229 231],[110.69387755 115.30612245] ; [225.30612245 234.69387755],0
p1,1,0.549065,0.358996,[ 19 208] ; [ 45 415],[ 21.14701601 205.85298399] ; [ 42.85298399 417.14701601],0
v4,1,0.556759,0.345347,[221   6] ; [453   9],[222.05805515   4.94194485] ; [451.94194485  10.05805515],0
u4,1,0.586746,0.295455,[  7 220] ; [ 11 451],[  5.93033382 221.06966618] ; [ 12.06966618 449.93033382],0
p12,1,0.60449,0.268277,[ 24 203] ; [ 43 418],[ 22.10610465 204.89389535] ; [ 44.89389535 416.10610465],0
u2,1,0.64835,0.207987,[45 30] ; [60 46],[43.50828729 31.49171271] ; [61.49171271 44.50828729],0
b2,1,0.673126,0.177967,[47 75] ; [119 173],[48.9178744 73.0821256] ; [117.0821256 174.9178744],0
b3,1,0.673126,0.177967,[47 75] ; [119 173],[48.9178744 73.0821256] ; [117.0821256 174.9178744],0
r2,1,0.740962,0.109283,[222   5] ; [446  12],[221.36642336   5.63357664] ; [446.63357664  11.36642336],0
n2,1,0.758808,0.094277,[50 14] ; [60 19],[49.23076923 14.76923077] ; [60.76923077 18.23076923],0
s4,1,0.786948,0.073049,[ 38 187] ; [ 81 376],[ 39.25953079 185.74046921] ; [ 79.74046921 377.25953079],0
a7,1,0.875132,0.024694,[168  59] ; [343 117],[168.84570597  58.15429403] ; [342.15429403 117.84570597],0
a6,1,0.92916,0.007903,[158  69] ; [321 138],[158.50291545  68.49708455] ; [320.49708455 138.50291545],0
