Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,102.431481,[ 67 159] ; [323 136],[128.67153285  97.32846715] ; [261.32846715 197.67153285],1
p6,1,0.0,67.263581,[ 41 186] ; [232 226],[ 90.46861314 136.53138686] ; [182.53138686 275.46861314],1
p3,1,0.0,50.644669,[ 79 148] ; [293 168],[122.73837209 104.26162791] ; [249.26162791 211.73837209],1
p4,1,0.0,46.377665,[104 123] ; [333 127],[144.3944687  82.6055313] ; [292.6055313 167.3944687],1
p2,1,0.0,41.961786,[169  58] ; [426  35],[196.31540698  30.68459302] ; [398.68459302  62.31540698],1
s7,1,0.00013,14.63904,[ 91 129] ; [252 189],[114.16036309 105.83963691] ; [228.83963691 212.16036309],1
s5,1,0.000185,13.974357,[ 56 153] ; [189 262],[ 77.58333333 131.41666667] ; [167.41666667 283.58333333],1
s8,1,0.001635,9.919669,[ 90 136] ; [242 218],[109.37609329 116.62390671] ; [222.62390671 237.37609329],0
p5,1,0.001813,9.730214,[ 16 208] ; [ 72 388],[ 28.81871345 195.18128655] ; [ 59.18128655 400.81871345],0
v3,1,0.00226,9.325464,[ 70 143] ; [202 243],[ 88.04863222 124.95136778] ; [183.95136778 261.04863222],0
b5,1,0.002797,8.935087,[157  70] ; [265 197],[139.03338171  87.96661829] ; [282.96661829 179.03338171],0
a3,1,0.003745,8.403617,[151  75] ; [355 105],[166.69970845  59.30029155] ; [339.30029155 120.69970845],0
p10,1,0.005768,7.621391,[198  29] ; [431  30],[207.53343023  19.46656977] ; [421.46656977  39.53343023],0
d5,1,0.00603,7.54124,[174  53] ; [390  68],[186.90218978  40.09781022] ; [377.09781022  80.90218978],0
n6,1,0.00904,6.814933,[189  38] ; [413  45],[199.49489051  27.50510949] ; [402.50510949  55.49489051],0
r1,1,0.010057,6.62479,[180  46] ; [401  59],[191.40816327  34.59183673] ; [389.59183673  70.40816327],0
d3,1,0.011725,6.351937,[146  81] ; [338 121],[160.1574344  66.8425656] ; [323.8425656 135.1574344],0
a1,1,0.015117,5.902748,[  4 223] ; [ 27 435],[ 10.21335269 216.78664731] ; [ 20.78664731 441.21335269],0
a2,1,0.015125,5.901831,[ 44 183] ; [129 333],[ 56.99709724 170.00290276] ; [116.00290276 345.99709724],0
p11,1,0.015722,5.833719,[178  49] ; [396  66],[189.11175617  37.88824383] ; [384.88824383  77.11175617],0
