Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.015335,5.877551,[ 2 26] ; [2 2],[ 3.5 24.5] ; [0.5 3.5],0
p3,1,0.025806,4.968944,[ 6 22] ; [3 1],[ 7.875 20.125] ; [1.125 2.875],0
s2,1,0.029987,4.710017,[ 6 21] ; [3 1],[ 7.83870968 19.16129032] ; [1.16129032 2.83870968],0
d4,1,0.086926,2.930403,[24  4] ; [2 2],[22.75  5.25] ; [3.25 0.75],0
v1,1,0.09769,2.742857,[ 9 19] ; [3 1],[10.5 17.5] ; [1.5 2.5],0
p1,1,0.09769,2.742857,[ 1 27] ; [1 3],[ 1.75 26.25] ; [0.25 3.75],0
d3,1,0.178022,1.814059,[11 17] ; [3 1],[12.25 15.75] ; [1.75 2.25],0
s3,1,0.198814,1.651066,[11 16] ; [3 1],[12.19354839 14.80645161] ; [1.80645161 2.19354839],0
r3,1,0.217044,1.52381,[22  6] ; [2 2],[21.  7.] ; [3. 1.],0
s6,1,0.25377,1.302431,[12 15] ; [3 1],[13.06451613 13.93548387] ; [1.93548387 2.06451613],0
p11,1,0.285049,1.142857,[15 13] ; [1 3],[14. 14.] ; [2. 2.],0
v2,1,0.348632,0.878431,[14 14] ; [1 3],[13.125 14.875] ; [1.875 2.125],0
n6,1,0.385284,0.753774,[14 13] ; [3 1],[14.80645161 12.19354839] ; [2.19354839 1.80645161],0
d5,1,0.387094,0.748052,[20  8] ; [2 2],[19.25  8.75] ; [2.75 1.25],0
p8,1,0.481819,0.494743,[ 9 19] ; [2 2],[ 9.625 18.375] ; [1.375 2.625],0
a4,1,0.496367,0.462695,[12 16] ; [1 3],[11.375 16.625] ; [1.625 2.375],0
p4,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
p7,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
d1,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
a6,1,0.580912,0.304762,[11 17] ; [1 3],[10.5 17.5] ; [1.5 2.5],0
r2,1,0.673005,0.178108,[18 10] ; [3 1],[18.375  9.625] ; [2.625 1.375],0
a5,1,0.673005,0.178108,[18 10] ; [3 1],[18.375  9.625] ; [2.625 1.375],0
b4,1,0.683178,0.16657,[17 11] ; [2 2],[16.625 11.375] ; [2.375 1.625],0
b5,1,0.683178,0.16657,[11 17] ; [2 2],[11.375 16.625] ; [1.625 2.375],0
v3,1,0.732074,0.117216,[ 5 23] ; [1 3],[ 5.25 22.75] ; [0.75 3.25],0
n1,1,0.756495,0.096154,[5 8] ; [1 1],[5.2 7.8] ; [0.8 1.2],0
n4,1,0.773117,0.083117,[19  9] ; [3 1],[19.25  8.75] ; [2.75 1.25],0
p2,1,0.787642,0.072562,[16 12] ; [2 2],[15.75 12.25] ; [2.25 1.75],0
p10,1,0.834941,0.043417,[12 15] ; [2 2],[12.19354839 14.80645161] ; [1.80645161 2.19354839],0
p6,1,0.871602,0.026122,[ 6 22] ; [1 3],[ 6.125 21.875] ; [0.875 3.125],0
s5,1,0.881863,0.022084,[ 8 20] ; [1 3],[ 7.875 20.125] ; [1.125 2.875],0
n5,1,0.893488,0.017927,[15 13] ; [2 2],[14.875 13.125] ; [2.125 1.875],0
a7,1,0.893488,0.017927,[15 13] ; [2 2],[14.875 13.125] ; [2.125 1.875],0
p9,1,0.944857,0.004784,[13 14] ; [2 2],[13.06451613 13.93548387] ; [1.93548387 2.06451613],0
r4,1,1.0,0.0,[14 14] ; [2 2],[14. 14.] ; [2. 2.],0
d2,1,1.0,0.0,[14 14] ; [2 2],[14. 14.] ; [2. 2.],0
n3,1,1.0,0.0,[6 6] ; [1 1],[6. 6.] ; [1. 1.],0
