Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.747352,[130   9] ; [49 27],[115.7255814  23.2744186] ; [63.2744186 12.7255814],1
r2,1,3.9e-05,16.929124,[132   6] ; [58 17],[123.09859155  14.90140845] ; [66.90140845  8.09859155],1
s6,1,0.000509,12.081103,[93 44] ; [32 42],[81.16113744 55.83886256] ; [43.83886256 30.16113744],1
u3,1,0.00059,11.808184,[43 25] ; [14 32],[34. 34.] ; [23. 23.],1
d4,1,0.005387,7.744587,[102  36] ; [42 34],[92.85981308 45.14018692] ; [51.14018692 24.85981308],0
s7,1,0.008371,6.952306,[57 75] ; [18 55],[48.29268293 83.70731707] ; [26.70731707 46.29268293],0
v4,1,0.016721,5.725432,[133   6] ; [65 10],[128.60747664  10.39252336] ; [69.39252336  5.60747664],0
s3,1,0.016882,5.708606,[79 56] ; [31 44],[70.71428571 64.28571429] ; [39.28571429 35.71428571],0
s8,1,0.018389,5.558691,[53 86] ; [17 59],[45.25581395 93.74418605] ; [24.74418605 51.25581395],0
s2,1,0.023833,5.106736,[67 70] ; [25 51],[59.17370892 77.82629108] ; [32.82629108 43.17370892],0
d1,1,0.023912,5.101007,[52 87] ; [17 59],[44.60930233 94.39069767] ; [24.39069767 51.60930233],0
a7,1,0.03621,4.387197,[98 39] ; [43 32],[91.11792453 45.88207547] ; [49.88207547 25.11792453],0
d5,1,0.036274,4.384174,[96 43] ; [41 34],[88.98598131 50.01401869] ; [48.01401869 26.98598131],0
n5,1,0.037827,4.312768,[104  34] ; [47 29],[97.37383178 40.62616822] ; [53.62616822 22.37383178],0
a6,1,0.042257,4.124876,[75 64] ; [30 46],[67.88372093 71.11627907] ; [37.11627907 38.88372093],0
s5,1,0.062002,3.483,[38 96] ; [12 60],[ 32.52427184 101.47572816] ; [17.47572816 54.52427184],0
p10,1,0.064345,3.421692,[103  34] ; [46 27],[97.2047619 39.7952381] ; [51.7952381 21.2047619],0
v1,1,0.100766,2.693371,[63 73] ; [26 49],[57.36492891 78.63507109] ; [31.63507109 43.36492891],0
n1,1,0.111947,2.526521,[14 18] ; [ 5 17],[11.25925926 20.74074074] ; [ 7.74074074 14.25925926],0
p4,1,0.117959,2.444209,[73 64] ; [32 44],[67.53521127 69.46478873] ; [37.46478873 38.53521127],0
a3,1,0.121792,2.394119,[70 67] ; [30 45],[64.62264151 72.37735849] ; [35.37735849 39.62264151],0
b4,1,0.140887,2.16824,[79 60] ; [51 25],[84.04651163 54.95348837] ; [45.95348837 30.04651163],0
p7,1,0.170757,1.876281,[81 53] ; [38 37],[76.29665072 57.70334928] ; [42.70334928 32.29665072],0
a4,1,0.196215,1.670325,[ 30 108] ; [11 65],[ 26.43925234 111.56074766] ; [14.56074766 61.43925234],0
b5,1,0.200087,1.641739,[79 60] ; [50 26],[83.4 55.6] ; [45.6 30.4],0
v2,1,0.22934,1.44495,[65 67] ; [30 44],[60.87378641 71.12621359] ; [34.12621359 39.87378641],0
d3,1,0.241624,1.371097,[82 57] ; [38 37],[77.94392523 61.05607477] ; [42.05607477 32.94392523],0
u2,1,0.26443,1.245415,[36 32] ; [19 26],[33.09734513 34.90265487] ; [21.90265487 23.09734513],0
v3,1,0.307378,1.041908,[52 81] ; [24 51],[48.59615385 84.40384615] ; [27.40384615 47.59615385],0
p3,1,0.322126,0.980295,[59 80] ; [27 49],[55.6 83.4] ; [30.4 45.6],0
u1,1,0.331599,0.942642,[  5 134] ; [ 1 75],[  3.87906977 135.12093023] ; [ 2.12093023 73.87906977],0
s4,1,0.344056,0.895259,[ 20 116] ; [15 61],[ 22.45283019 113.54716981] ; [12.54716981 63.45283019],0
p2,1,0.401712,0.703195,[109  30] ; [55 20],[106.52336449  32.47663551] ; [57.47663551 17.52336449],0
p11,1,0.402917,0.699605,[106  33] ; [54 22],[103.44186047  35.55813953] ; [56.55813953 19.44186047],0
p12,1,0.408154,0.684172,[  7 131] ; [ 6 70],[  8.38317757 129.61682243] ; [ 4.61682243 71.38317757],0
n4,1,0.428347,0.627302,[98 40] ; [50 26],[95.43925234 42.56074766] ; [52.56074766 23.43925234],0
p5,1,0.499206,0.456624,[ 17 120] ; [ 7 68],[ 15.50943396 121.49056604] ; [ 8.49056604 66.50943396],0
p9,1,0.514674,0.424552,[103  33] ; [53 21],[101.02857143  34.97142857] ; [54.97142857 19.02857143],0
s1,1,0.542422,0.371069,[  8 128] ; [ 3 73],[  7.05660377 128.94339623] ; [ 3.94339623 72.05660377],0
