Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,7.8e-05,15.604952,[23 82] ; [41 42],[35.74468085 69.25531915] ; [28.25531915 54.74468085],1
p4,1,0.002031,9.521215,[45 63] ; [55 31],[55.67010309 52.32989691] ; [44.32989691 41.67010309],0
a2,1,0.005715,7.637911,[22 86] ; [33 53],[30.6185567 77.3814433] ; [24.3814433 61.6185567],0
b1,1,0.007163,7.231716,[37 71] ; [46 40],[46.20618557 61.79381443] ; [36.79381443 49.20618557],0
u1,1,0.009421,6.741197,[15 93] ; [25 61],[22.26804124 85.73195876] ; [17.73195876 68.26804124],0
a5,1,0.020359,5.380804,[66 42] ; [66 20],[73.48453608 34.51546392] ; [58.51546392 27.48453608],0
b3,1,0.025207,5.009605,[20 50] ; [29 32],[26.18320611 43.81679389] ; [22.81679389 38.18320611],0
b2,1,0.025207,5.009605,[20 50] ; [29 32],[26.18320611 43.81679389] ; [22.81679389 38.18320611],0
s7,1,0.032662,4.56341,[44 58] ; [50 35],[51.27272727 50.72727273] ; [42.72727273 42.27272727],0
a6,1,0.035069,4.441799,[67 40] ; [66 20],[73.7357513 33.2642487] ; [59.2642487 26.7357513],0
d5,1,0.041298,4.163751,[77 29] ; [73 13],[82.8125 23.1875] ; [67.1875 18.8125],0
a7,1,0.044954,4.020376,[65 42] ; [64 22],[71.51813472 35.48186528] ; [57.48186528 28.51813472],0
n1,1,0.076103,3.146218,[ 8 27] ; [8 9],[10.76923077 24.23076923] ; [ 5.23076923 11.76923077],0
v1,1,0.080915,3.046423,[46 59] ; [47 36],[51.94148936 53.05851064] ; [41.05851064 41.94148936],0
v2,1,0.081156,3.041602,[54 51] ; [52 29],[59.83870968 45.16129032] ; [46.16129032 34.83870968],0
d2,1,0.107099,2.596519,[46 61] ; [47 39],[51.55958549 55.44041451] ; [41.44041451 44.55958549],0
u3,1,0.109659,2.559125,[15 18] ; [13  6],[17.76923077 15.23076923] ; [10.23076923  8.76923077],0
r2,1,0.131625,2.273235,[93 11] ; [82  4],[95.78947368  8.21052632] ; [79.21052632  6.78947368],0
r4,1,0.134723,2.237222,[90 18] ; [78  8],[93.5257732 14.4742268] ; [74.4742268 11.5257732],0
b5,1,0.141264,2.164133,[63 45] ; [59 27],[67.91752577 40.08247423] ; [54.08247423 31.91752577],0
n4,1,0.146857,2.1046,[73 34] ; [66 19],[77.46354167 29.53645833] ; [61.53645833 23.46354167],0
a4,1,0.155188,2.020501,[45 62] ; [45 41],[49.89637306 57.10362694] ; [40.10362694 45.89637306],0
s8,1,0.157617,1.99694,[39 68] ; [40 46],[43.79792746 63.20207254] ; [35.20207254 50.79792746],0
a3,1,0.173351,1.853721,[74 33] ; [67 19],[78.17098446 28.82901554] ; [62.82901554 23.17098446],0
p5,1,0.182928,1.773674,[  4 103] ; [ 7 78],[  6.13020833 100.86979167] ; [ 4.86979167 80.13020833],0
p1,1,0.29072,1.116284,[  3 105] ; [ 5 81],[  4.45360825 103.54639175] ; [ 3.54639175 82.45360825],0
p9,1,0.30013,1.073617,[84 24] ; [72 14],[86.84536082 21.15463918] ; [69.15463918 16.84536082],0
n5,1,0.352374,0.864891,[71 36] ; [61 23],[73.94764398 33.05235602] ; [58.05235602 25.94764398],0
s6,1,0.366808,0.81445,[65 42] ; [57 28],[67.98958333 39.01041667] ; [54.01041667 30.98958333],0
d1,1,0.36806,0.810204,[52 56] ; [47 39],[55.11340206 52.88659794] ; [43.88659794 42.11340206],0
p6,1,0.378995,0.773958,[35 72] ; [33 52],[37.89583333 69.10416667] ; [30.10416667 54.89583333],0
s1,1,0.38752,0.74671,[  5 101] ; [ 2 83],[  3.88481675 102.11518325] ; [ 3.11518325 81.88481675],0
n6,1,0.413242,0.669454,[83 24] ; [70 15],[85.265625 21.734375] ; [67.734375 17.265625],0
s3,1,0.434187,0.611596,[67 39] ; [49 36],[64.37696335 41.62303665] ; [51.62303665 33.37696335],0
p12,1,0.474852,0.510664,[  2 106] ; [ 3 83],[  2.78350515 105.21649485] ; [ 2.21649485 83.78350515],0
r1,1,0.47598,0.508059,[84 23] ; [63 22],[81.921875 25.078125] ; [65.078125 19.921875],0
a1,1,0.487553,0.481923,[  4 104] ; [ 5 81],[  5.01030928 102.98969072] ; [ 3.98969072 82.01030928],0
a8,1,0.49307,0.46982,[19 78] ; [12 65],[17.2816092 79.7183908] ; [13.7183908 63.2816092],0
p10,1,0.55527,0.347961,[80 26] ; [68 18],[81.70833333 24.29166667] ; [66.29166667 19.70833333],0
d4,1,0.62892,0.233528,[82 24] ; [69 17],[83.36458333 22.63541667] ; [67.63541667 18.36458333],0
n2,1,0.743331,0.107221,[26 10] ; [13  4],[26.49056604  9.50943396] ; [12.50943396  4.49056604],0
p2,1,0.786348,0.073472,[88 19] ; [72 14],[88.70466321 18.29533679] ; [71.29533679 14.70466321],0
d3,1,0.799727,0.064364,[69 36] ; [55 31],[68.16753927 36.83246073] ; [55.83246073 30.16753927],0
s2,1,0.853045,0.034312,[57 51] ; [46 39],[57.6373057 50.3626943] ; [45.3626943 39.6373057],0
u4,1,0.871105,0.026327,[  1 107] ; [ 1 85],[  1.11340206 106.88659794] ; [ 0.88659794 85.11340206],0
s5,1,0.876019,0.024341,[32 75] ; [26 58],[32.4921466 74.5078534] ; [25.5078534 58.4921466],0
s4,1,0.890963,0.018793,[17 91] ; [14 71],[17.34715026 90.65284974] ; [13.65284974 71.34715026],0
v4,1,0.932536,0.007166,[98  7] ; [80  6],[97.85340314  7.14659686] ; [80.14659686  5.85340314],0
p11,1,0.989758,0.000165,[74 34] ; [59 27],[74.04123711 33.95876289] ; [58.95876289 27.04123711],0
u2,1,0.990097,0.000154,[19 12] ; [11  7],[18.97959184 12.02040816] ; [11.02040816  6.97959184],0
r3,1,0.994321,5.1e-05,[102   5] ; [82  4],[102.01036269   4.98963731] ; [81.98963731  4.01036269],0
b4,1,0.997612,9e-06,[59 49] ; [47 39],[59.01030928 48.98969072] ; [46.98969072 39.01030928],0
