Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.004055,8.258914,[ 2 47] ; [3 6],[ 4.22413793 44.77586207] ; [0.77586207 8.22413793],0
v2,1,0.020797,5.34375,[13 35] ; [6 3],[16. 32.] ; [3. 6.],0
v1,1,0.030527,4.679392,[14 34] ; [6 3],[16.84210526 31.15789474] ; [3.15789474 5.84210526],0
d3,1,0.030963,4.655,[24 24] ; [8 1],[26.94736842 21.05263158] ; [5.05263158 3.94736842],0
a3,1,0.099676,2.710725,[23 25] ; [7 2],[25.26315789 22.73684211] ; [4.73684211 4.26315789],0
b3,1,0.109716,2.558303,[ 6 20] ; [2 1],[ 7.17241379 18.82758621] ; [0.82758621 2.17241379],0
b2,1,0.109716,2.558303,[ 6 20] ; [2 1],[ 7.17241379 18.82758621] ; [0.82758621 2.17241379],0
s6,1,0.112881,2.51342,[14 35] ; [5 4],[16.05172414 32.94827586] ; [2.94827586 6.05172414],0
s1,1,0.113713,2.501844,[ 3 46] ; [2 7],[ 4.22413793 44.77586207] ; [0.77586207 8.22413793],0
r3,1,0.120422,2.411824,[30 19] ; [3 6],[27.87931034 21.12068966] ; [5.12068966 3.87931034],0
a6,1,0.120422,2.411824,[19 30] ; [6 3],[21.12068966 27.87931034] ; [3.87931034 5.12068966],0
d1,1,0.147886,2.093925,[15 34] ; [5 4],[16.89655172 32.10344828] ; [3.10344828 5.89655172],0
b1,1,0.151771,2.054356,[29 20] ; [3 6],[27.03448276 21.96551724] ; [4.96551724 4.03448276],0
n3,1,0.164269,1.934484,[13 11] ; [1 4],[11.5862069 12.4137931] ; [2.4137931 2.5862069],0
d5,1,0.168747,1.894037,[26 23] ; [7 2],[27.87931034 21.12068966] ; [5.12068966 3.87931034],0
p7,1,0.187994,1.73327,[22 26] ; [2 7],[20.21052632 27.78947368] ; [3.78947368 5.21052632],0
d4,1,0.191902,1.702958,[33 16] ; [8 1],[34.63793103 14.36206897] ; [6.36206897 2.63793103],0
s2,1,0.191902,1.702958,[16 33] ; [1 8],[14.36206897 34.63793103] ; [2.63793103 6.36206897],0
a7,1,0.204245,1.611756,[27 22] ; [7 2],[28.72413793 20.27586207] ; [5.27586207 3.72413793],0
p2,1,0.2358,1.405529,[32 17] ; [4 5],[30.4137931 18.5862069] ; [5.5862069 3.4137931],0
p11,1,0.329065,0.952575,[25 24] ; [3 6],[23.65517241 25.34482759] ; [4.34482759 4.65517241],0
d2,1,0.344109,0.895062,[14 35] ; [4 5],[15.20689655 33.79310345] ; [2.79310345 6.20689655],0
s3,1,0.378156,0.776689,[18 30] ; [2 7],[16.84210526 31.15789474] ; [3.15789474 5.84210526],0
u1,1,0.381457,0.766,[ 2 47] ; [1 8],[ 2.53448276 46.46551724] ; [0.46551724 8.53448276],0
p1,1,0.381457,0.766,[ 2 47] ; [1 8],[ 2.53448276 46.46551724] ; [0.46551724 8.53448276],0
b4,1,0.387077,0.748104,[25 24] ; [6 3],[26.18965517 22.81034483] ; [4.81034483 4.18965517],0
p5,1,0.391905,0.733025,[ 2 46] ; [1 8],[ 2.52631579 45.47368421] ; [0.47368421 8.52631579],0
n5,1,0.399836,0.70882,[18 31] ; [2 7],[16.89655172 32.10344828] ; [3.10344828 5.89655172],0
s4,1,0.440243,0.595649,[11 38] ; [1 8],[10.13793103 38.86206897] ; [1.86206897 7.13793103],0
s7,1,0.454019,0.560599,[10 36] ; [3 6],[10.87272727 35.12727273] ; [2.12727273 6.87272727],0
a4,1,0.483074,0.491916,[11 38] ; [3 6],[11.82758621 37.17241379] ; [2.17241379 6.82758621],0
s5,1,0.497633,0.45998,[10 38] ; [1 8],[ 9.26315789 38.73684211] ; [1.73684211 7.26315789],0
p6,1,0.497633,0.45998,[10 38] ; [1 8],[ 9.26315789 38.73684211] ; [1.73684211 7.26315789],0
b5,1,0.519622,0.414644,[27 22] ; [6 3],[27.87931034 21.12068966] ; [5.12068966 3.87931034],0
n6,1,0.63444,0.226088,[23 26] ; [5 4],[23.65517241 25.34482759] ; [4.34482759 4.65517241],0
p4,1,0.673168,0.177919,[20 29] ; [3 6],[19.43103448 29.56896552] ; [3.56896552 5.43103448],0
r1,1,0.67471,0.176142,[13 36] ; [3 6],[13.51724138 35.48275862] ; [2.48275862 6.51724138],0
s8,1,0.691224,0.157763,[ 8 41] ; [1 8],[ 7.60344828 41.39655172] ; [1.39655172 7.60344828],0
n2,1,0.743421,0.107143,[12 13] ; [2 3],[11.66666667 13.33333333] ; [2.33333333 2.66666667],0
a5,1,0.839035,0.041261,[20 29] ; [4 5],[20.27586207 28.72413793] ; [3.72413793 5.27586207],0
p9,1,0.848177,0.036651,[25 23] ; [5 4],[25.26315789 22.73684211] ; [4.73684211 4.26315789],0
p10,1,0.890329,0.019013,[26 23] ; [5 4],[26.18965517 22.81034483] ; [4.81034483 4.18965517],0
u3,1,0.916299,0.011045,[12 14] ; [1 1],[12.07142857 13.92857143] ; [0.92857143 1.07142857],0
p3,1,0.963658,0.002076,[11 37] ; [2 7],[10.94736842 37.05263158] ; [2.05263158 6.94736842],0
p8,1,0.967161,0.001695,[16 31] ; [3 6],[15.94642857 31.05357143] ; [3.05357143 5.94642857],0
r2,1,0.969267,0.001484,[27 21] ; [5 4],[26.94736842 21.05263158] ; [5.05263158 3.94736842],0
v4,1,1.0,0.0,[32 16] ; [6 3],[32. 16.] ; [6. 3.],0
