Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,32.045128,[ 7 48] ; [44 26],[22.44 32.56] ; [28.56 41.44],1
s3,1,0.0,29.373467,[11 43] ; [48 21],[25.90243902 28.09756098] ; [33.09756098 35.90243902],1
s8,1,0.000299,13.07852,[ 9 46] ; [33 37],[18.48 36.52] ; [23.52 46.48],1
s5,1,0.00041,12.484679,[ 7 46] ; [28 37],[15.72033898 37.27966102] ; [19.27966102 45.72033898],1
s7,1,0.000526,12.019798,[10 43] ; [34 35],[19.1147541 33.8852459] ; [24.8852459 44.1147541],1
s4,1,0.004428,8.099238,[ 4 51] ; [19 51],[10.12 44.88] ; [12.88 57.12],0
a5,1,0.008082,7.015306,[33 22] ; [57 13],[39.6 15.4] ; [50.4 19.6],0
p10,1,0.010611,6.52927,[27 27] ; [50 19],[33.80487805 20.19512195] ; [43.19512195 25.80487805],0
a8,1,0.0279,4.834237,[ 6 46] ; [ 1 61],[ 3.19298246 48.80701754] ; [ 3.80701754 58.19298246],0
p3,1,0.049059,3.873333,[15 38] ; [32 38],[20.25203252 32.74796748] ; [26.74796748 43.25203252],0
u3,1,0.052896,3.747215,[3 8] ; [15  9],[5.65714286 5.34285714] ; [12.34285714 11.65714286],0
a2,1,0.055381,3.670589,[ 6 49] ; [17 53],[10.12 44.88] ; [12.88 57.12],0
p9,1,0.072503,3.22543,[33 20] ; [54 16],[37.48780488 15.51219512] ; [49.51219512 20.48780488],0
a3,1,0.077436,3.117914,[44 11] ; [46 24],[39.6 15.4] ; [50.4 19.6],0
u1,1,0.091731,2.84373,[ 5 50] ; [14 56],[ 8.36 46.64] ; [10.64 59.36],0
d2,1,0.102441,2.667125,[21 34] ; [37 33],[25.52 29.48] ; [32.48 37.52],0
p11,1,0.121011,2.404191,[41 14] ; [43 27],[36.96 18.04] ; [47.04 22.96],0
p4,1,0.158251,1.990863,[19 34] ; [34 36],[22.83739837 30.16260163] ; [30.16260163 39.83739837],0
a1,1,0.166853,1.910992,[ 1 54] ; [ 5 65],[ 2.64 52.36] ; [ 3.36 66.64],0
n2,1,0.180503,1.793478,[6 5] ; [17  5],[7.66666667 3.33333333] ; [15.33333333  6.66666667],0
d5,1,0.185178,1.755568,[44 11] ; [62  8],[46.64  8.36] ; [59.36 10.64],0
n4,1,0.223429,1.482213,[28 27] ; [28 42],[24.64 30.36] ; [31.36 38.64],0
u2,1,0.227334,1.457467,[4 7] ; [14 10],[5.65714286 5.34285714] ; [12.34285714 11.65714286],0
p12,1,0.273964,1.196789,[ 2 52] ; [ 6 64],[ 3.48387097 50.51612903] ; [ 4.51612903 65.48387097],0
b1,1,0.302438,1.063414,[23 32] ; [23 47],[20.24 34.76] ; [25.76 44.24],0
p6,1,0.305699,1.049167,[11 39] ; [21 48],[13.44537815 36.55462185] ; [18.55462185 50.44537815],0
p2,1,0.331197,0.944211,[42 12] ; [49 21],[39.62903226 14.37096774] ; [51.37096774 18.62903226],0
v3,1,0.359129,0.840938,[23 28] ; [25 43],[20.57142857 30.42857143] ; [27.42857143 40.57142857],0
a6,1,0.371784,0.797694,[36 19] ; [51 19],[38.28 16.72] ; [48.72 21.28],0
d1,1,0.38812,0.744823,[32 23] ; [46 24],[34.32 20.68] ; [43.68 26.32],0
p8,1,0.3974,0.71618,[24 29] ; [26 43],[21.72131148 31.27868852] ; [28.27868852 40.72131148],0
r1,1,0.514567,0.424769,[42 13] ; [56 13],[43.46774194 11.53225806] ; [54.53225806 14.46774194],0
p5,1,0.604931,0.267623,[ 2 52] ; [ 4 66],[ 2.61290323 51.38709677] ; [ 3.38709677 66.61290323],0
b2,1,0.613449,0.255184,[11 20] ; [11 26],[10.02941176 20.97058824] ; [11.97058824 25.02941176],0
b3,1,0.613449,0.255184,[11 20] ; [11 26],[10.02941176 20.97058824] ; [11.97058824 25.02941176],0
b4,1,0.623402,0.241115,[33 22] ; [45 25],[34.32 20.68] ; [43.68 26.32],0
n6,1,0.626631,0.236657,[36 19] ; [48 21],[37.25806452 17.74193548] ; [46.74193548 22.25806452],0
a4,1,0.643148,0.214648,[19 36] ; [27 43],[20.24 34.76] ; [25.76 44.24],0
v4,1,0.678745,0.171542,[49  6] ; [63  6],[49.67741935  5.32258065] ; [62.32258065  6.67741935],0
r4,1,0.694171,0.154607,[47  8] ; [58 12],[46.2  8.8] ; [58.8 11.2],0
p1,1,0.707841,0.140443,[ 5 50] ; [ 5 64],[ 4.43548387 50.56451613] ; [ 5.56451613 63.43548387],0
v1,1,0.722632,0.125985,[24 29] ; [33 35],[24.96694215 28.03305785] ; [32.03305785 35.96694215],0
d3,1,0.735723,0.113921,[41 14] ; [54 16],[41.8 13.2] ; [53.2 16.8],0
p7,1,0.742761,0.107715,[29 25] ; [35 34],[28.09756098 25.90243902] ; [35.90243902 33.09756098],0
d4,1,0.800799,0.063662,[48  7] ; [60 10],[47.52  7.48] ; [60.48  9.52],0
s1,1,0.854089,0.03382,[ 2 53] ; [ 3 67],[ 2.2 52.8] ; [ 2.8 67.2],0
r3,1,0.863182,0.029696,[54  1] ; [69  1],[54.12  0.88] ; [68.88  1.12],0
b5,1,0.870992,0.026373,[33 22] ; [43 27],[33.44 21.56] ; [42.56 27.44],0
a7,1,0.880601,0.022562,[41 14] ; [53 17],[41.36 13.64] ; [52.64 17.36],0
n1,1,0.881318,0.02229,[3 9] ; [ 5 17],[2.82352941 9.17647059] ; [ 5.17647059 16.82352941],0
r2,1,0.93855,0.005943,[51  3] ; [64  4],[50.90163934  3.09836066] ; [64.09836066  3.90163934],0
n3,1,1.0,0.0,[8 3] ; [16  6],[8. 3.] ; [16.  6.],0
