Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.024043,5.091499,[20 15] ; [2 9],[16.73913043 18.26086957] ; [5.26086957 5.73913043],0
r3,1,0.032988,4.546409,[29  5] ; [6 5],[26.44444444  7.55555556] ; [8.55555556 2.44444444],0
d5,1,0.046331,3.969527,[27  8] ; [5 6],[24.34782609 10.65217391] ; [7.65217391 3.34782609],0
v2,1,0.068819,3.310964,[20 14] ; [3 8],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
v1,1,0.07668,3.133903,[16 17] ; [2 9],[13.5 19.5] ; [4.5 6.5],0
d3,1,0.084614,2.97397,[23 12] ; [4 7],[20.54347826 14.45652174] ; [6.45652174 4.54347826],0
d2,1,0.102664,2.663657,[16 19] ; [2 9],[13.69565217 21.30434783] ; [4.30434783 6.69565217],0
a3,1,0.165891,1.919686,[24 11] ; [5 6],[22.06521739 12.93478261] ; [6.93478261 4.06521739],0
v3,1,0.176565,1.826299,[11 24] ; [1 9],[ 9.33333333 25.66666667] ; [2.66666667 7.33333333],0
s3,1,0.228136,1.452445,[25  9] ; [10  1],[26.44444444  7.55555556] ; [8.55555556 2.44444444],0
u3,1,0.231605,1.430976,[7 4] ; [2 4],[5.82352941 5.17647059] ; [3.17647059 2.82352941],0
s8,1,0.278565,1.174077,[16 19] ; [3 8],[14.45652174 20.54347826] ; [4.54347826 6.45652174],0
p1,1,0.333726,0.934385,[ 1 34] ; [1 9],[ 1.55555556 33.44444444] ; [0.44444444 9.55555556],0
b3,1,0.366018,0.817138,[ 6 15] ; [1 7],[ 5.06896552 15.93103448] ; [1.93103448 6.06896552],0
b2,1,0.366018,0.817138,[ 6 15] ; [1 7],[ 5.06896552 15.93103448] ; [1.93103448 6.06896552],0
p4,1,0.382942,0.761236,[17 18] ; [7 4],[18.26086957 16.73913043] ; [5.73913043 5.26086957],0
p11,1,0.394234,0.725844,[24 11] ; [6 5],[22.82608696 12.17391304] ; [7.17391304 3.82608696],0
a5,1,0.39596,0.720559,[21 14] ; [5 6],[19.7826087 15.2173913] ; [6.2173913 4.7826087],0
v4,1,0.425031,0.636364,[23 10] ; [5 4],[22. 11.] ; [6. 3.],0
n5,1,0.469221,0.52381,[20 13] ; [8 3],[21. 12.] ; [7. 4.],0
b1,1,0.497225,0.460853,[15 20] ; [6 5],[15.97826087 19.02173913] ; [5.02173913 5.97826087],0
b4,1,0.497225,0.460853,[15 20] ; [6 5],[15.97826087 19.02173913] ; [5.02173913 5.97826087],0
s7,1,0.50595,0.442433,[21 13] ; [5 5],[20.09090909 13.90909091] ; [5.90909091 4.09090909],0
n6,1,0.511939,0.430102,[21 11] ; [6 5],[20.09302326 11.90697674] ; [6.90697674 4.09302326],0
u2,1,0.515305,0.42328,[5 5] ; [2 4],[4.375 5.625] ; [2.625 3.375],0
r1,1,0.578192,0.309167,[ 9 25] ; [2 9],[ 8.31111111 25.68888889] ; [2.68888889 8.31111111],0
p3,1,0.585276,0.297782,[16 19] ; [4 7],[15.2173913 19.7826087] ; [4.7826087 6.2173913],0
p10,1,0.61209,0.257143,[24 11] ; [6 4],[23.33333333 11.66666667] ; [6.66666667 3.33333333],0
b5,1,0.622224,0.242754,[22 13] ; [6 5],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
p9,1,0.624186,0.240028,[25 10] ; [7 4],[24.34782609 10.65217391] ; [7.65217391 3.34782609],0
a8,1,0.631827,0.229592,[ 2 33] ; [1 9],[ 2.33333333 32.66666667] ; [0.66666667 9.33333333],0
r2,1,0.665706,0.186667,[20 12] ; [7 3],[20.57142857 11.42857143] ; [6.42857143 3.57142857],0
p8,1,0.67096,0.180481,[13 21] ; [5 6],[13.6 20.4] ; [4.4 6.6],0
n3,1,0.700668,0.147778,[7 7] ; [2 3],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
n2,1,0.708687,0.139592,[10  4] ; [4 1],[10.31578947  3.68421053] ; [3.68421053 1.31578947],0
p2,1,0.71077,0.13751,[26  9] ; [8 2],[26.44444444  8.55555556] ; [7.55555556 2.44444444],0
a6,1,0.7486,0.102711,[21 14] ; [6 5],[20.54347826 14.45652174] ; [6.45652174 4.54347826],0
s6,1,0.751731,0.100083,[23 11] ; [8 3],[23.42222222 10.57777778] ; [7.57777778 3.42222222],0
s5,1,0.754867,0.097487,[10 22] ; [4 7],[10.41860465 21.58139535] ; [3.58139535 7.41860465],0
a4,1,0.793866,0.068275,[11 24] ; [3 8],[10.65217391 24.34782609] ; [3.34782609 7.65217391],0
s4,1,0.793866,0.068275,[11 24] ; [3 8],[10.65217391 24.34782609] ; [3.34782609 7.65217391],0
n4,1,0.829333,0.046465,[21 14] ; [7 4],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
p6,1,0.89956,0.015931,[12 23] ; [4 7],[12.17391304 22.82608696] ; [3.82608696 7.17391304],0
n1,1,0.946375,0.004524,[ 3 11] ; [1 4],[ 2.94736842 11.05263158] ; [1.05263158 3.94736842],0
p7,1,0.946967,0.004424,[20 14] ; [6 4],[20.09090909 13.90909091] ; [5.90909091 4.09090909],0
s1,1,0.957464,0.002845,[ 3 32] ; [ 1 10],[ 3.04347826 31.95652174] ; [ 0.95652174 10.04347826],0
